3	1	2	83	1	2090	1	0	3	8	2a
3	1	3	27	1	2034	1	0	7	2	3a
3	1	4	11	4	1590	2	0	1	1	4d
3	1	5	43	2	2370	2	0	3	4	4b
3	1	6	41	4	2660	2	0	1	4	4d
3	1	7	76	2	814	1	0	6	7	1b
3	1	8	79	3	2105	1	0	9	7	1c
3	1	9	27	4	1731	1	0	7	2	3d
3	1	10	17	2	2656	1	0	7	1	3b
3	1	11	66	4	1549	1	0	6	6	1d
3	1	12	34	3	2751	2	0	4	3	4c
3	1	13	44	3	1084	2	0	4	4	4c
3	1	14	21	3	1499	2	0	1	2	4c
3	1	15	68	4	1205	1	0	8	6	1d
3	1	16	97	1	777	1	0	7	9	1a
3	1	17	24	3	1532	2	0	4	2	4c
3	1	18	33	3	1161	2	0	3	3	4c
3	1	19	69	2	1421	1	0	9	6	1b
3	1	20	33	4	1134	2	0	3	3	4d
3	1	21	73	1	1653	1	0	3	7	2a
3	1	22	86	1	856	1	0	6	8	1a
3	1	23	91	2	2080	1	0	1	9	2b
3	1	24	97	4	1449	1	0	7	9	1d
3	1	25	21	2	1607	2	0	1	2	4b
3	1	26	12	2	1213	2	0	2	1	4b
3	1	27	37	4	2043	1	0	7	3	3d
3	1	28	23	4	1575	2	0	3	2	4d
3	1	29	18	2	2540	1	0	8	1	3b
3	1	30	16	3	2676	1	0	6	1	3c
3	1	31	11	4	1039	2	0	1	1	4d
3	1	32	23	4	1782	2	0	3	2	4d
3	1	33	23	3	2559	2	0	3	2	4c
3	1	34	72	2	1930	1	0	2	7	2b
3	1	35	81	2	1809	1	0	1	8	2b
3	1	36	44	4	1321	2	0	4	4	4d
3	1	37	14	3	1387	2	0	4	1	4c
3	1	38	41	1	948	2	0	1	4	4a
3	1	39	42	3	1876	2	0	2	4	4c
3	1	40	76	1	829	1	0	6	7	1a
3	1	41	32	3	1685	2	0	2	3	4c
3	1	42	38	3	1163	1	0	8	3	3c
3	1	43	11	1	599	2	0	1	1	4a
3	1	44	36	3	1826	1	0	6	3	3c
3	1	45	46	2	1669	1	0	6	4	3b
3	1	46	81	4	2034	1	0	1	8	2d
3	1	47	27	2	1573	1	0	7	2	3b
3	1	48	61	1	1396	1	0	1	6	2a
3	1	49	34	4	1486	2	0	4	3	4d
3	1	50	13	2	1005	2	0	3	1	4b
3	1	51	43	1	810	2	0	3	4	4a
3	1	52	99	1	596	1	0	9	9	1a
3	1	53	91	1	2262	1	0	1	9	2a
3	1	54	43	3	1909	2	0	3	4	4c
3	1	55	89	4	1399	1	0	9	8	1d
3	1	56	68	3	1632	1	0	8	6	1c
3	1	57	11	2	1192	2	0	1	1	4b
3	1	58	42	3	2694	2	0	2	4	4c
3	1	59	31	3	1586	2	0	1	3	4c
3	1	60	34	2	1977	2	0	4	3	4b
3	1	61	18	4	2365	1	0	8	1	3d
3	1	62	32	3	1769	2	0	2	3	4c
3	1	63	48	1	1042	1	0	8	4	3a
3	1	64	73	3	1681	1	0	3	7	2c
3	1	65	32	1	2059	2	0	2	3	4a
3	1	66	49	3	3231	1	0	9	4	3c
