sid,group,nam,progressive,dwipc,dwfpc,ipc,fpc,sc_flat,sc_lep
321,1,2,False,0.4888888888888889,0.7,0.48888888888888893,0.7333333333333333,0.5143333333333333,0.3933704963466868
322,1,3,False,0.6777777777777778,0.8555555555555555,0.6888888888888888,0.8666666666666666,0.6287285714285715,0.4470864421037233
323,1,1,True,0.5888888888888888,0.7666666666666666,0.5777777777777778,0.7999999999999999,0.5797111111111111,0.5555360976918948
324,1,2,True,0.6555555555555554,0.7333333333333332,0.6666666666666666,0.7999999999999999,0.3418920634920635,0.25802384513566695
325,1,2,True,0.711111111111111,0.6888888888888889,0.7777777777777777,0.7333333333333334,0.23911111111111102,0.23605533244087565
326,1,2,False,0.6,0.7444444444444445,0.6444444444444445,0.7777777777777777,0.42441111111111113,0.44513854719078605
327,1,3,True,0.711111111111111,0.6444444444444444,0.7555555555555555,0.688888888888889,0.3964888888888889,0.32305879689560196
328,1,2,True,0.6222222222222222,0.6666666666666666,0.6222222222222222,0.7777777777777778,0.37979365079365085,0.36349139417636533
329,1,1,True,0.6888888888888889,0.7222222222222221,0.7111111111111111,0.7777777777777777,0.06,0.03048780487804874
330,1,3,False,0.6222222222222222,0.6111111111111112,0.6666666666666666,0.6666666666666666,0.48493506493506494,0.3482884498736649
331,1,1,True,0.6444444444444444,0.6444444444444444,0.6888888888888888,0.6888888888888888,0.6095740259740261,0.6085797736400141
332,1,2,True,0.47777777777777775,0.711111111111111,0.5555555555555555,0.7555555555555555,0.48267460317460326,0.4201672989251605
333,1,3,True,0.5777777777777777,0.9111111111111111,0.6222222222222222,0.9333333333333332,0.44410303030303033,0.34564551737659643
334,1,2,True,0.7333333333333333,0.7666666666666666,0.7777777777777778,0.8444444444444444,0.36731313131313137,0.36477222019390737
