,subNum, blockNum, trialNum, curvature, width,occludedHalf, startSide, response, RT,,,,,
,15,1,27,30,0.80 ,2,-1,0,3.540 ,,,,,
,15,1,28,15,1.00 ,1,1,0,3.370 ,,,,,
,15,1,29,-30,1.00 ,1,1,1,6.270 ,,,,,
,15,1,30,45,1.20 ,2,-1,0,4.450 ,,,,,
,15,1,31,-15,0.80 ,2,-1,1,4.020 ,,,,,
,15,1,32,-45,1.00 ,2,-1,1,3.690 ,,,,,
,15,1,33,-30,1.20 ,2,-1,1,3.560 ,,,,,
,15,1,34,0,1.00 ,1,1,0,5.420 ,,,,,
,15,1,35,15,1.20 ,1,1,1,3.880 ,,,,,
,15,1,36,-45,1.20 ,1,1,1,3.420 ,,,,,
,15,1,37,30,1.20 ,2,-1,1,3.370 ,,,,,
,15,1,38,-45,1.20 ,2,-1,1,3.770 ,,,,,
,15,1,39,0,0.80 ,1,1,0,3.730 ,,,,,
,15,1,40,-30,0.80 ,2,-1,1,4.410 ,,,,,
,15,1,41,-30,1.20 ,1,1,1,3.600 ,,,,,
,15,1,42,45,0.80 ,1,1,0,4.340 ,,,,,
,15,2,1,0,0.80 ,1,1,0,6.440 ,,,,,
,15,2,2,0,0.80 ,2,-1,0,3.380 ,,,,,
,15,2,3,-30,0.80 ,1,1,1,4.580 ,,,,,
,15,2,4,45,1.00 ,2,-1,0,3.400 ,,,,,
,15,2,5,15,1.20 ,1,1,0,3.730 ,,,,,
,15,2,6,15,1.00 ,1,1,0,3.590 ,,,,,
,15,2,7,30,1.20 ,2,-1,0,3.790 ,,,,,
,15,2,8,15,1.20 ,2,-1,0,3.620 ,,,,,
,15,2,9,-15,0.80 ,2,-1,1,4.000 ,,,,,
,15,2,10,45,1.00 ,1,1,0,4.330 ,,,,,
,15,2,11,-45,1.00 ,1,1,1,3.620 ,,,,,
,15,2,12,-30,1.00 ,1,1,1,3.720 ,,,,,
,15,2,13,15,1.00 ,2,-1,0,3.640 ,,,,,
,15,2,14,30,0.80 ,1,1,0,6.240 ,,,,,
,15,2,15,30,1.00 ,1,1,0,3.700 ,,,,,
,15,2,16,-30,1.00 ,2,-1,1,3.630 ,,,,,
,15,2,17,-45,0.80 ,1,1,1,3.630 ,,,,,
,15,2,18,-45,1.20 ,1,1,1,4.580 ,,,,,
,15,2,19,30,0.80 ,2,-1,0,3.680 ,,,,,
,15,2,20,-15,1.20 ,2,-1,0,3.630 ,,,,,
,15,2,21,45,1.20 ,1,1,0,5.420 ,,,,,
,15,2,22,-15,0.80 ,1,1,1,3.590 ,,,,,
,15,2,23,-30,1.20 ,2,-1,1,3.630 ,,,,,
,15,2,24,0,1.20 ,2,-1,0,3.840 ,,,,,
,15,2,25,0,1.00 ,2,-1,0,3.610 ,,,,,
,15,2,26,-15,1.00 ,1,1,1,4.540 ,,,,,
,15,2,27,-15,1.00 ,2,-1,1,4.170 ,,,,,
,15,2,28,30,1.20 ,1,1,0,3.670 ,,,,,
,15,2,29,0,1.20 ,1,1,0,3.420 ,,,,,
,15,2,30,45,0.80 ,2,-1,0,3.870 ,,,,,
,15,2,31,15,0.80 ,1,1,1,3.370 ,,,,,
,15,2,32,-30,0.80 ,2,-1,0,4.750 ,,,,,
,15,2,33,-45,0.80 ,2,-1,1,3.620 ,,,,,
,15,2,34,30,1.00 ,2,-1,0,3.800 ,,,,,
,15,2,35,-30,1.20 ,1,1,1,3.730 ,,,,,
,15,2,36,-45,1.00 ,2,-1,1,3.990 ,,,,,
,15,2,37,45,0.80 ,1,1,1,4.410 ,,,,,
,15,2,38,45,1.20 ,2,-1,0,3.450 ,,,,,
,15,2,39,-15,1.20 ,1,1,1,3.490 ,,,,,
,15,2,40,15,0.80 ,2,-1,0,3.620 ,,,,,
,15,2,41,-45,1.20 ,2,-1,1,3.400 ,,,,,
,15,2,42,0,1.00 ,1,1,0,3.370 ,,,,,
,15,3,1,-15,1.00 ,1,1,1,3.730 ,,,,,
,15,3,2,-15,1.20 ,2,-1,1,3.840 ,,,,,
,15,3,3,0,0.80 ,1,1,0,3.620 ,,,,,
,15,3,4,-15,1.20 ,1,1,1,3.520 ,,,,,
,15,3,5,30,1.00 ,2,-1,0,3.380 ,,,,,
,15,3,6,-15,0.80 ,1,1,1,3.650 ,,,,,
,15,3,7,15,0.80 ,2,-1,1,3.640 ,,,,,
,15,3,8,45,1.00 ,1,1,0,3.600 ,,,,,
,15,3,9,30,0.80 ,1,1,0,4.000 ,,,,,
,15,3,10,-15,0.80 ,2,-1,0,4.650 ,,,,,
,15,3,11,30,1.20 ,2,-1,0,3.720 ,,,,,
,15,3,12,-30,1.20 ,2,-1,1,3.730 ,,,,,
,15,3,13,45,1.20 ,1,1,0,3.580 ,,,,,
,15,3,14,0,1.20 ,2,-1,0,3.570 ,,,,,
,15,3,15,45,0.80 ,1,1,0,3.400 ,,,,,
,15,3,16,-30,0.80 ,1,1,1,3.950 ,,,,,
,15,3,17,15,1.20 ,2,-1,0,3.570 ,,,,,
,15,3,18,15,0.80 ,1,1,0,3.910 ,,,,,
,15,3,19,-45,0.80 ,1,1,1,3.390 ,,,,,
,15,3,20,-45,0.80 ,2,-1,0,4.080 ,,,,,
,15,3,21,-45,1.00 ,2,-1,1,3.590 ,,,,,
,15,3,22,0,0.80 ,2,-1,0,3.660 ,,,,,
,15,3,23,30,0.80 ,2,-1,0,3.410 ,,,,,
,15,3,24,45,1.20 ,2,-1,0,3.900 ,,,,,
,15,3,25,0,1.00 ,2,-1,0,3.580 ,,,,,
,15,3,26,15,1.20 ,1,1,0,3.420 ,,,,,
,15,3,27,45,0.80 ,2,-1,0,3.370 ,,,,,
,15,3,28,0,1.20 ,1,1,0,3.470 ,,,,,
,15,3,29,-45,1.20 ,1,1,1,3.510 ,,,,,
,15,3,30,15,1.00 ,2,-1,0,3.640 ,,,,,
,15,3,31,-30,1.00 ,1,1,1,3.790 ,,,,,
,15,3,32,-30,1.00 ,2,-1,1,3.550 ,,,,,
,15,3,33,-30,1.20 ,1,1,1,3.850 ,,,,,
,15,3,34,45,1.00 ,2,-1,0,3.720 ,,,,,
,15,3,35,30,1.00 ,1,1,1,3.540 ,,,,,
,15,3,36,-45,1.00 ,1,1,1,3.840 ,,,,,
,15,3,37,-30,0.80 ,2,-1,1,3.570 ,,,,,
,15,3,38,-15,1.00 ,2,-1,0,3.560 ,,,,,
,15,3,39,15,1.00 ,1,1,0,3.710 ,,,,,
,15,3,40,-45,1.20 ,2,-1,1,3.600 ,,,,,
,15,3,41,30,1.20 ,1,1,0,3.740 ,,,,,
,15,3,42,0,1.00 ,1,1,0,3.640 ,,,,,
