StartDate,EndDate,Q54_Q54_1,Q54_Q54_2,Q54_Q54_3,Q54_Q54_4,Q54_Q54_5,Q54_Q54_6,Q54_Q54_7,Q54_Q54_8,Q54_Q54_9,Q54_Q54_10,Q54_Q54_11,Q54_Q54_12,Q54_Q54_13,Q54_Q54_14,Q54_Q54_15,Q54_Q54_16,Q54_Q54_17,Q54_Q54_18,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q2_Q2_14,Q2_Q2_15,Q2_Q2_16,Q2_Q2_17,Q2_Q2_18,Q2_Q2_19,Q2_Q2_20,Q2_Q2_21,Q2_Q2_22,Q2_Q2_23,Q2_Q2_24,Q2_Q2_25,Q2_Q2_26,Q2_Q2_27,Q2_Q2_28,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q3_Q3_6,Q3_Q3_7,Q3_Q3_8,Q5,Q6,Q7,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q9,Q10,Q11,Q12,Q13,Q14,Q15,adolescent_behavior,adult_behavior,adolescent_brain,adult_brain,adolescent_brainimage,adult_brainimage,Q25,Q55_Q55_1,Q55_Q55_2,Q55_Q55_3,Q55_Q55_4,Q55_Q55_5,Q55_Q55_6,Q55_Q55_7,Q55_Q55_8,Q55_Q55_9,Q55_Q55_10,Q55_Q55_11,Q55_Q55_12,Q55_Q55_13,Q55_Q55_14,Q55_Q55_15,Q55_Q55_16,Q55_Q55_17,Q55_Q55_18,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35_1,Q35_2,Q35_3,Q52,Q48,Q49,Q36,Q37,Q39,Q40
2016/12/12 19:26,2016/12/12 19:37,2,2,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,4,2,2,2,4,4,2,4,4,4,4,2,2,4,2,2,4,4,2,4,4,3,2,3,3,3,3,3,4,4,3,4,3,4,5,5,5,5,5,4,5,4,4,5,5,4,2,18,5,4,4,2,3,,,,,1,,0,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,6,5,3,6,3,5,4,5,7,7,2,3,5,2,2,5,2
2016/12/12 19:18,2016/12/12 19:40,2,3,4,1,2,1,4,4,1,1,1,1,2,1,2,2,1,2,3,1,1,1,1,2,3,3,2,1,3,4,2,2,4,4,3,5,4,4,2,4,5,2,2,4,3,3,4,5,0,0,1,5,4,1,6,6,7,1,4,4,2,6,4,3,5,6,6,4,6,5,2,20,5,3,3,5,1,,,,,1,,0,2,1,2,1,2,1,1,3,1,1,2,1,2,2,1,2,1,3,2,5,4,5,7,4,6,4,2,2,5,3,6,4,2,3,6,1
2016/12/12 19:33,2016/12/12 19:43,3,4,3,4,4,5,5,3,4,2,4,2,4,2,4,4,2,4,4,5,1,4,1,4,5,2,5,1,5,1,1,1,5,4,4,1,5,5,4,3,4,1,3,3,5,3,5,5,0,4,4,0,5,5,7,2,8,4,4,6,3,2,1,6,1,4,5,5,1,5,2,21,5,5,5,5,4,,,,,1,,0,4,1,1,1,1,1,1,5,1,1,5,5,5,5,1,2,5,1,5,4,1,5,5,7,7,4,3,6,7,3,4,4,2,2,6,5
2016/12/12 19:23,2016/12/12 19:43,2,3,3,1,1,1,2,4,4,1,1,1,2,2,1,1,2,1,1,2,4,2,1,1,5,2,1,2,5,4,2,2,4,4,2,5,5,4,5,2,5,2,2,5,5,3,1,4,3,4,1,2,5,5,2,4,6,6,5,6,6,4,6,5,5,6,6,4,4,5,1,18,5,3,4,1,1,,,,,,1,1,3,3,2,1,1,1,1,4,1,1,1,1,2,2,1,1,1,3,1,6,4,6,7,4,4,4,6,6,3,2,3,3,3,2,4,2
2016/12/12 19:33,2016/12/12 19:47,2,2,2,2,2,2,2,3,2,4,4,3,4,4,2,4,3,4,1,1,2,3,1,5,2,2,1,1,1,2,1,2,2,4,2,4,1,3,1,2,3,1,1,3,2,3,4,5,0,2,4,4,1,1,5,4,7,1,4,5,2,1,2,3,2,2,2,1,2,3,1,22,6,3,3,2,2,,1,,,,,1,2,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,3,3,3,5,6,5,6,6,6,4,4,6,6,2,5,4,2,3,3,2
2016/12/12 19:32,2016/12/12 19:53,4,5,5,5,5,4,4,5,4,1,1,1,2,1,1,1,1,1,2,2,1,4,1,1,2,2,4,1,2,3,1,2,4,2,4,2,1,2,5,3,5,3,1,2,1,3,2,3,2,3,4,3,4,3,6,3,7,3,5,4,4,5,5,3,5,5,5,6,5,4,2,22,6,3,4,2,4,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,4,3,5,5,1,4,2,5,2,5,3,2,6,6,5,4,7,6,4,1,3,3,2,4,5,1
2016/12/12 19:49,2016/12/12 19:53,3,3,2,1,3,2,3,3,3,2,2,2,2,1,1,2,1,1,3,4,3,5,3,2,4,4,4,2,4,3,3,3,4,4,3,4,4,5,4,4,5,2,2,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 19:42,2016/12/12 19:54,2,2,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,2,4,2,2,1,2,2,2,2,2,2,2,2,2,4,4,4,4,2,4,2,2,4,4,1,4,2,3,3,3,2,3,2,3,3,3,4,6,8,4,5,4,5,5,5,4,5,5,5,5,5,5,2,20,5,4,3,2,2,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,4,5,5,3,6,6,5,5,,,,,,,,,,
2016/12/12 19:34,2016/12/12 19:55,4,4,4,4,4,2,3,3,4,1,1,2,2,1,1,1,1,1,3,4,4,5,2,3,4,2,3,3,4,4,2,3,4,5,4,3,4,4,4,3,5,3,3,4,4,3,4,4,2,3,3,5,4,3,5,4,7,4,5,6,5,4,5,4,5,6,6,4,4,4,2,19,5,4,4,5,3,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,4,5,4,4,1,1,3,2,3,6,4,4,6,5,4,4,7,7,6,1,4,5,2,2,5,1
2016/12/12 19:39,2016/12/12 19:55,3,3,3,3,3,3,3,3,4,4,2,2,2,1,4,1,2,1,1,3,2,3,1,3,4,4,1,1,2,4,1,2,3,4,3,3,2,4,3,3,4,3,2,4,2,3,3,3,3,3,3,2,3,4,6,5,5,4,5,5,4,4,5,4,4,5,4,4,3,4,2,20,5,5,4,5,4,,,1,,,,0,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,6,4,5,6,6,6,4,4,4,5,2,4,4,2,5,4,5
2016/12/12 19:36,2016/12/12 19:55,2,3,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,4,4,3,2,2,4,1,4,4,5,4,5,2,3,4,2,5,4,2,2,3,3,1,0,0,0,1,1,5,0,5,4,7,5,5,6,5,4,6,5,5,5,5,5,4,5,1,25,7,5,2,4,3,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,4,6,4,6,6,5,6,6,,,,,,,,,,
2016/12/12 19:42,2016/12/12 19:55,2,3,3,3,2,1,3,2,4,2,2,2,2,2,1,3,1,1,4,4,4,4,4,2,5,4,4,4,4,3,3,4,5,5,4,4,3,4,4,5,5,4,2,5,3,3,5,4,2,3,1,3,4,4,4,6,6,2,3,5,3,4,3,3,4,4,4,3,4,5,2,23,5,2,2,2,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,2,3,2,5,2,5,3,7,6,6,5,4,6,6,5,2,3,3,2,2,4,4
2016/12/12 19:44,2016/12/12 19:56,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,2,4,4,4,4,4,2,4,2,4,5,4,4,4,4,2,4,4,4,2,4,4,3,3,2,2,1,2,4,4,1,5,7,6,4,4,5,3,3,4,4,4,4,3,4,3,4,2,23,6,4,5,3,4,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,5,5,6,6,5,5,4,5,6,6,3,5,5,5,4,5,4
2016/12/12 19:40,2016/12/12 19:56,1,2,4,3,2,3,3,3,2,1,1,2,1,2,1,1,2,1,2,2,4,2,1,2,3,2,1,1,4,2,1,4,4,4,5,2,4,5,1,4,4,1,2,5,2,3,2,3,1,3,3,4,4,3,6,5,8,3,5,6,6,5,6,2,5,5,5,5,6,5,2,21,5,3,2,2,2,,1,,,,,1,2,1,1,1,1,1,1,1,1,2,3,3,4,4,2,4,3,4,2,5,4,6,6,5,6,4,6,6,6,2,2,2,3,4,5,1
2016/12/12 19:40,2016/12/12 19:57,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,4,5,4,2,1,2,5,1,4,4,4,3,5,2,3,3,4,5,5,2,4,2,3,3,4,1,2,4,4,4,4,6,4,7,4,5,5,4,4,5,5,4,4,5,5,4,3,2,21,5,2,3,2,2,,1,,,,,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,5,4,5,6,5,6,4,5,5,4,2,4,5,4,4,5,2
2016/12/12 19:29,2016/12/12 19:57,4,5,4,4,4,3,4,5,4,4,3,1,2,1,3,3,3,1,1,3,4,3,1,5,3,4,2,1,4,5,1,5,2,3,3,5,2,4,2,4,5,4,2,5,5,3,3,1,1,0,5,5,5,3,4,5,4,6,5,6,6,3,5,5,5,5,6,2,3,6,2,24,6,5,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,2,6,6,6,6,4,5,3,2,1,5,5,2,3,5,1
2016/12/12 19:42,2016/12/12 19:57,4,4,4,3,3,1,2,3,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,4,2,2,3,2,3,1,1,3,2,2,2,5,1,3,2,4,4,4,2,3,1,3,4,3,2,1,0,1,5,2,6,3,7,4,6,6,5,6,6,4,5,5,6,5,5,5,2,24,6,4,4,4,1,,,,1,,,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,5,6,4,3,5,5,6,4,5,6,6,3,6,5,1,4,5,3
2016/12/12 19:45,2016/12/12 20:00,3,3,4,3,3,3,4,3,3,1,1,1,1,1,1,1,1,1,2,4,2,4,2,3,4,4,3,2,4,4,2,3,4,5,3,5,4,2,4,4,5,4,2,4,2,3,2,4,1,3,3,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,2,18,5,3,3,2,1,,1,,,,,1,1,1,1,1,1,1,1,2,1,1,4,3,4,4,1,1,1,2,2,6,2,6,6,5,6,4,6,6,6,2,2,2,3,4,6,4
2016/12/12 19:57,2016/12/12 20:07,3,3,3,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,5,5,2,2,5,5,1,4,5,5,4,1,4,4,5,2,5,5,2,2,5,3,4,4,1,2,3,1,5,4,6,7,9,3,5,6,5,4,4,4,4,6,5,6,3,4,2,19,5,3,3,4,3,,,1,,,,0,2,4,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,7,7,5,7,6,6,7,4,7,7,5,1,6,7,2,2,7,1
2016/12/12 19:55,2016/12/12 20:08,3,3,3,3,3,3,2,4,3,1,2,1,1,1,1,1,1,1,2,4,4,1,4,1,4,4,2,1,2,4,2,5,2,4,4,5,4,4,1,4,4,2,2,4,2,3,1,2,1,1,2,1,5,3,4,1,6,5,4,3,3,4,3,4,4,4,5,5,4,5,1,25,6,3,2,2,1,,,1,,,,0,3,3,3,3,3,3,3,4,3,2,2,2,2,2,2,2,1,1,2,5,4,5,6,6,5,6,,,,,,,,,,
2016/12/12 19:57,2016/12/12 20:09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,1,3,3,4,2,2,3,4,2,4,2,4,3,4,4,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,5,6,5,6,5,5,5,6,5,6,6,6,5,1,19,5,4,4,3,3,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,4,5,5,6,6,5,4,6,6,6,2,4,5,4,3,4,2
2016/12/12 19:49,2016/12/12 20:10,3,2,2,2,1,1,1,2,1,3,3,4,4,2,4,1,1,1,5,4,4,2,3,1,3,2,5,2,4,5,4,3,4,5,5,5,4,5,1,5,4,4,2,4,3,3,5,5,3,4,4,5,5,3,4,5,5,3,4,4,3,2,2,3,1,2,3,2,1,3,2,20,5,4,3,3,3,1,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,6,4,7,7,6,7,4,7,5,4,1,4,3,1,4,4,3
2016/12/12 19:56,2016/12/12 20:11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,4,1,4,2,4,2,3,2,4,2,4,4,4,3,4,2,3,4,4,5,4,2,4,3,3,3,4,3,3,2,3,4,4,8,7,8,5,5,5,5,5,5,5,5,5,5,4,5,5,2,24,6,6,5,5,4,,,,,1,,0,2,2,1,1,1,1,1,3,1,1,3,3,3,2,1,1,1,2,2,6,5,6,6,6,6,4,6,5,5,1,2,5,3,1,4,1
2016/12/12 20:16,2016/12/12 20:37,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,3,2,2,5,2,2,4,3,3,1,3,3,2,1,3,2,3,5,4,4,4,1,4,3,3,3,1,2,2,2,2,3,4,7,6,7,3,5,5,5,4,4,4,5,4,4,3,4,4,1,20,5,5,4,4,4,,,,1,,,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,6,4,3,6,6,6,4,6,5,5,3,5,5,5,5,4,5
2016/12/12 20:18,2016/12/12 20:39,3,3,3,2,2,2,2,4,2,1,1,1,2,1,1,1,1,1,2,2,3,2,1,1,4,3,4,1,4,4,2,2,4,5,5,4,4,3,2,2,5,2,4,2,4,3,1,3,1,1,1,2,4,4,6,6,7,4,4,5,5,4,5,3,4,5,5,6,4,4,2,20,5,5,4,4,4,,,,,1,,0,2,3,1,1,1,1,1,2,1,1,4,3,3,3,2,1,1,1,3,7,3,4,6,5,6,4,5,7,7,2,5,5,3,5,5,2
2016/12/12 20:16,2016/12/12 20:39,3,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,4,5,2,1,2,4,2,4,4,5,1,3,2,2,3,2,5,4,2,3,3,3,4,3,1,2,0,1,4,3,7,6,7,4,4,5,4,2,4,4,3,4,2,1,2,2,1,24,6,5,5,5,4,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,6,2,6,6,5,6,4,6,6,5,2,3,3,4,3,5,2
2016/12/12 20:42,2016/12/12 20:54,3,3,3,3,3,2,3,2,3,2,2,2,3,2,2,3,2,2,1,1,2,3,1,2,4,2,1,1,3,5,1,4,4,4,3,2,1,2,2,4,5,4,1,4,4,3,3,3,2,2,3,3,4,2,5,5,6,3,4,4,5,4,5,4,5,5,5,4,4,3,2,20,5,3,2,2,2,1,,,,,,0,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,5,5,4,5,6,6,3,,,,,,,,,,
2016/12/12 20:42,2016/12/12 20:56,3,3,3,3,3,3,3,3,3,2,1,1,2,1,1,1,2,1,2,4,5,2,2,2,5,2,2,4,2,2,1,4,3,5,3,3,3,5,4,4,5,4,4,4,3,3,3,0,0,0,1,3,2,2,5,2,5,4,5,5,5,5,5,4,5,5,5,5,5,4,2,21,5,3,2,5,1,,,,,,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,6,5,7,6,6,7,5,,,,,,,,,,
2016/12/12 20:42,2016/12/12 20:59,3,3,5,4,4,3,4,3,3,2,4,4,5,4,2,4,1,4,3,2,3,2,3,2,3,3,2,3,4,2,2,4,4,4,2,3,2,3,1,4,4,2,2,3,2,3,3,4,3,4,3,3,4,4,6,4,7,4,4,4,3,3,4,3,4,2,3,3,3,3,2,20,5,5,5,5,4,,,1,,,,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,6,3,4,6,5,6,4,5,6,6,3,2,4,2,5,6,6
2016/12/12 20:48,2016/12/12 21:02,1,1,1,1,1,1,1,1,1,1,4,3,3,3,2,4,4,5,1,1,1,5,1,5,3,5,1,2,1,4,1,4,4,5,2,3,5,3,2,4,5,4,1,5,4,3,2,5,0,0,0,0,5,4,4,2,7,5,3,3,3,5,5,2,5,1,6,2,6,2,2,19,5,2,2,1,1,1,,,,,,0,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,2,7,2,6,6,6,7,4,6,5,2,1,2,5,3,4,6,1
2016/12/12 20:50,2016/12/12 21:03,3,1,4,3,3,1,4,2,1,1,1,1,2,1,1,1,1,1,1,2,3,2,1,4,5,4,4,2,4,4,1,4,4,5,4,4,5,3,3,4,4,2,2,4,5,3,1,4,3,4,1,3,5,4,5,4,7,3,3,3,1,6,2,2,5,5,5,5,5,5,2,20,5,2,4,2,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,3,2,4,1,4,4,4,5,5,6,5,7,6,,,,,,,,,,
2016/12/12 20:50,2016/12/12 21:04,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,3,2,2,2,2,2,3,2,4,2,3,3,3,2,4,4,1,4,2,2,5,2,2,2,2,3,4,4,2,1,3,3,4,4,5,5,6,4,5,4,5,3,4,4,4,5,4,4,3,5,2,23,6,5,6,4,4,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,4,2,2,2,1,3,1,4,3,5,4,5,4,6,6,4,6,7,7,2,4,5,3,5,6,1
2016/12/12 20:50,2016/12/12 21:07,4,5,5,4,5,1,3,4,1,1,1,1,1,1,1,1,1,1,3,4,2,5,1,1,2,5,2,2,5,2,1,4,3,5,2,2,4,5,2,4,5,4,2,5,2,3,5,3,0,0,4,4,5,1,5,3,7,2,5,6,3,2,3,4,4,6,3,5,1,4,2,21,5,4,3,3,1,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,5,1,5,7,6,4,3,7,7,7,4,1,7,3,2,7,6,1,3,5,1
2016/12/12 20:43,2016/12/12 21:09,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,2,2,4,3,2,3,4,5,1,5,4,5,3,4,2,3,4,4,4,4,2,4,4,3,3,4,3,3,2,3,4,5,7,7,8,4,4,4,4,4,4,4,5,3,5,5,4,5,2,20,5,4,4,1,1,,,1,,,,0,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1,2,1,3,4,6,3,5,6,7,6,4,6,7,6,2,6,6,5,6,5,5
2016/12/12 20:48,2016/12/12 21:10,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,3,2,1,5,4,5,1,1,5,4,1,5,5,4,4,4,2,4,5,4,5,3,4,2,4,3,2,4,2,4,3,4,5,5,5,2,6,5,3,4,3,5,4,4,4,2,1,5,5,5,1,20,5,5,4,3,2,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,3,6,4,2,5,5,2,5,5,6,5,6,1
2016/12/12 20:54,2016/12/12 21:13,2,1,3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,5,2,1,2,4,4,1,2,4,5,1,2,2,1,2,2,5,2,2,4,5,3,3,3,0,0,0,1,5,4,4,5,7,2,3,5,2,2,5,3,3,3,6,3,1,2,2,20,5,2,3,1,1,1,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,6,4,2,6,4,4,4,5,5,5,3,4,6,3,3,4,4
2016/12/12 20:56,2016/12/12 21:21,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,4,3,2,2,1,2,2,2,2,2,4,2,4,2,4,2,3,3,4,2,4,4,4,4,4,2,3,3,3,1,3,2,3,4,3,4,5,4,3,4,3,3,4,4,3,3,3,4,2,2,4,2,19,5,2,3,2,3,,,,,1,,0,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,4,6,4,6,6,5,5,4,6,2,2,1,3,3,2,4,4,5
2016/12/12 21:02,2016/12/12 21:24,3,1,2,1,1,1,1,1,2,1,1,1,2,2,3,2,1,1,1,4,2,4,2,4,2,4,1,3,2,3,1,4,5,5,2,4,2,4,4,4,5,4,2,3,2,3,3,3,1,1,3,3,4,5,3,3,5,5,4,4,4,4,5,3,5,4,5,2,3,5,2,20,5,3,2,1,1,1,,,,,,0,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,4,5,5,3,5,4,5,4,2,4,4,2,4,3,3,3,5,1
2016/12/12 21:12,2016/12/12 21:24,3,3,3,3,3,3,2,2,4,2,2,2,4,1,1,1,1,1,1,4,4,1,1,1,3,4,2,2,2,5,1,3,2,5,3,4,2,4,4,1,5,1,3,5,2,3,4,3,1,5,4,2,5,3,5,6,6,2,4,2,3,4,5,3,4,3,5,3,3,4,2,23,6,6,6,5,4,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,5,1,7,1,5,7,7,6,4,4,7,7,2,4,2,3,4,5,1
2016/12/12 20:57,2016/12/12 21:28,3,3,3,3,2,2,2,3,3,1,1,1,2,1,1,1,1,1,1,3,1,2,1,2,2,2,1,3,3,2,2,3,2,2,4,4,2,3,1,2,4,2,2,3,2,3,4,4,3,3,3,4,5,3,3,5,3,4,4,4,5,4,2,2,2,3,2,2,3,2,2,21,5,5,5,1,1,,,,,,1,1,2,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,7,4,7,7,5,7,4,5,7,7,2,3,4,4,4,5,1
2016/12/12 21:02,2016/12/12 21:30,2,3,2,1,1,2,3,4,3,2,2,3,3,1,1,1,2,1,2,2,1,3,2,3,3,4,2,1,2,4,2,3,4,4,3,3,4,2,3,2,4,2,2,4,2,3,1,3,2,3,2,1,4,4,5,4,6,2,4,5,4,5,5,3,5,5,5,5,5,5,2,19,5,3,2,2,3,,,,,1,,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,3,4,2,3,5,4,5,4,5,4,3,1,3,4,3,4,3,4
2016/12/12 21:19,2016/12/12 21:40,4,4,4,4,4,3,4,3,4,3,2,1,3,1,2,2,1,1,2,4,2,2,4,2,4,3,2,1,4,2,2,3,4,3,2,4,4,2,2,2,4,2,2,3,4,3,1,3,0,1,3,3,4,1,4,3,8,4,4,5,4,5,3,3,4,4,6,3,3,5,2,21,5,3,2,1,1,,,,1,,,1,3,3,2,2,2,3,2,2,3,1,4,3,3,2,1,2,1,2,4,5,5,3,5,4,4,4,5,5,5,1,4,4,3,5,5,4
2016/12/12 21:28,2016/12/12 21:40,3,3,4,4,3,3,4,4,3,1,1,1,2,1,1,1,1,1,4,4,2,3,2,1,2,4,4,5,2,2,2,4,2,5,4,4,4,4,2,5,5,4,2,4,2,3,4,3,2,1,2,2,4,3,7,8,8,5,5,5,5,4,5,5,5,5,5,5,2,5,2,24,6,4,5,4,4,,,1,,,,0,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,6,2,5,6,6,7,4,6,1,5,1,3,5,4,4,3,1
2016/12/12 20:43,2016/12/12 21:42,3,3,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,3,3,2,3,2,2,2,2,3,4,3,2,2,3,2,4,4,3,2,3,3,3,1,2,1,2,1,3,4,1,5,5,7,3,5,4,5,4,4,3,4,3,4,3,4,4,2,19,5,3,3,2,1,1,,,,,,0,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,3,6,4,3,6,6,5,5,,,,,,,,,,
2016/12/12 21:33,2016/12/12 21:48,2,3,3,2,2,1,3,1,4,3,4,5,4,3,2,2,4,2,2,4,3,2,1,3,3,2,2,1,2,4,1,3,2,2,4,4,2,4,3,4,5,4,2,4,2,3,1,4,2,3,2,2,5,4,4,6,7,4,4,6,4,2,4,3,3,6,4,5,2,6,2,20,5,3,2,2,2,,,,,1,,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,6,2,6,6,7,6,4,3,5,4,2,5,6,2,3,5,4
2016/12/12 21:48,2016/12/12 21:53,3,3,2,3,1,3,3,2,2,1,3,1,1,1,1,1,1,1,2,2,2,1,1,3,3,5,3,1,3,4,1,2,4,5,3,4,2,4,2,2,5,3,2,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 21:15,2016/12/12 21:58,3,3,4,4,3,2,3,4,4,2,4,3,4,4,3,2,4,3,2,4,2,2,2,2,4,2,2,2,4,4,2,2,4,4,4,4,4,2,2,2,4,2,3,4,4,3,2,3,3,3,3,3,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,5,4,5,2,18,5,3,2,1,1,,,,1,,,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,5,6,5,5,4,5,4,4,5,5,2,3,3,3,4,3,4
2016/12/12 21:56,2016/12/12 22:06,4,4,4,4,3,3,3,3,4,2,2,1,2,1,3,4,1,3,2,4,2,2,1,1,3,4,2,1,5,4,1,4,4,5,3,3,3,2,2,4,4,5,3,4,2,3,0,2,0,1,1,2,3,4,4,3,5,3,6,4,5,6,5,5,4,4,6,5,6,5,2,21,5,2,3,1,1,,,,,,1,1,2,1,1,1,1,1,1,1,1,3,4,3,2,4,1,1,1,1,2,5,3,4,5,5,6,5,,,,,,,,,,
2016/12/12 21:52,2016/12/12 22:11,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,4,2,2,2,4,2,2,2,2,4,4,2,4,2,4,4,4,2,4,2,3,4,0,0,1,1,3,3,3,8,5,8,5,5,5,5,5,5,5,5,5,5,3,4,3,2,20,5,5,4,5,3,,,1,,,,0,1,1,1,1,2,2,1,1,1,1,3,3,3,1,1,1,1,1,6,5,5,2,6,2,3,4,5,5,4,1,5,6,4,4,6,1
2016/12/12 21:58,2016/12/12 22:17,2,2,3,2,1,1,2,3,3,1,1,1,2,1,1,1,1,1,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,5,3,4,4,4,5,4,2,4,3,3,3,4,3,4,3,3,4,4,5,6,7,4,5,5,5,5,5,5,5,5,5,4,5,5,2,21,5,4,3,2,2,1,,,,,,0,2,2,1,1,2,1,1,3,1,1,2,2,2,1,1,1,1,1,3,6,3,4,5,6,6,4,6,6,5,1,4,6,4,5,5,3
2016/12/12 22:18,2016/12/12 22:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,3,4,1,2,5,2,1,4,5,2,3,5,4,5,2,2,5,2,1,5,2,3,3,3,2,3,4,4,5,5,5,4,7,5,5,5,5,5,5,5,5,5,5,4,4,4,2,19,5,3,2,3,3,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,3,7,4,4,7,7,7,3,,,,,,,,,,
