subjID,trialNum,uniqueID,trialType,numInSequence,numCorrect,ITI,Total Trial Duration,Volume,Correct Sequence,Response Sequence,Accuracy
102,11,12,sound,6,6,1.5,16.8187576,0.05,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Pentagon', 'Pentagon']","['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Pentagon', 'Pentagon']",1
102,12,18,sound,7,7,1.5,19.3118815,0.05,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Circle', 'Pentagon', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Circle', 'Pentagon', 'Circle']",1
102,13,11,sound,6,6,1.5,17.6862534,0.05,"['Diamond', 'Pentagon', 'Circle', 'Circle', 'Pentagon', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Pentagon', 'Circle']",1
102,14,7,sound,6,6,1.5,16.6849012,0.05,"['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Circle']","['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Circle']",1
102,15,8,sound,6,6,1.5,17.1460735,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Pentagon']",1
102,16,2,sound,5,5,1.5,14.8560299,0.05,"['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']","['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']",1
102,17,14,sound,7,7,1.5,20.5335463,0.05,"['Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Diamond', 'Pentagon']","['Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Diamond', 'Pentagon']",1
102,18,16,sound,7,7,1.5,21.2756258,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond']",1
102,1,18,space,7,7,1.5,18.4314526,0.05,"['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Pentagon', 'Pentagon']","['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Pentagon', 'Pentagon']",1
102,2,8,space,6,6,1.5,16.7649871,0.05,"['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Pentagon', 'Pentagon']","['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Pentagon', 'Pentagon']",1
102,3,12,space,6,6,1.5,16.6026038,0.05,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Pentagon', 'Pentagon']","['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Pentagon', 'Pentagon']",1
102,4,9,space,6,6,1.5,17.0088861,0.05,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']","['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']",1
102,5,14,space,7,7,1.5,17.9899427,0.05,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Diamond', 'Diamond']","['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Diamond', 'Diamond']",1
102,6,17,space,7,7,1.5,18.2047421,0.05,"['Pentagon', 'Diamond', 'Circle', 'Circle', 'Diamond', 'Pentagon', 'Circle']","['Pentagon', 'Diamond', 'Circle', 'Circle', 'Diamond', 'Pentagon', 'Circle']",1
102,7,2,space,5,5,1.5,15.06638,0.05,"['Circle', 'Diamond', 'Pentagon', 'Circle', 'Diamond']","['Circle', 'Diamond', 'Pentagon', 'Circle', 'Diamond']",1
102,8,4,space,5,5,1.5,14.9285824,0.05,"['Pentagon', 'Circle', 'Diamond', 'Circle', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Circle', 'Pentagon']",1
102,9,7,space,6,6,1.5,17.6626788,0.05,"['Diamond', 'Pentagon', 'Circle', 'Circle', 'Circle', 'Pentagon']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Circle', 'Pentagon']",1
102,10,16,space,7,7,1.5,18.6445492,0.05,"['Circle', 'Pentagon', 'Diamond', 'Circle', 'Diamond', 'Circle', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Diamond', 'Circle', 'Circle']",1
102,11,6,space,5,5,1.5,14.4343506,0.05,"['Circle', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']",1
102,12,3,space,5,5,1.5,15.1290142,0.05,"['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Diamond']","['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Diamond']",1
102,13,11,space,6,6,1.5,17.1272347,0.05,"['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Pentagon', 'Diamond']","['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Pentagon', 'Diamond']",1
102,14,15,space,7,7,1.5,19.1806517,0.05,"['Diamond', 'Pentagon', 'Circle', 'Circle', 'Circle', 'Pentagon', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Circle', 'Pentagon', 'Circle']",1
102,15,5,space,5,5,1.5,15.0342473,0.05,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Circle']",1
102,16,10,space,6,6,1.5,17.8644499,0.05,"['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Circle', 'Circle']","['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Circle', 'Circle']",1
102,17,1,space,5,5,1.5,16.0381957,0.05,"['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Circle']","['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Circle']",1
102,18,13,space,7,7,1.5,18.4839799,0.05,"['Pentagon', 'Diamond', 'Circle', 'Diamond', 'Diamond', 'Diamond', 'Diamond']","['Pentagon', 'Diamond', 'Circle', 'Diamond', 'Diamond', 'Diamond', 'Diamond']",1
102,1,14,random,7,7,1.5,18.7193162,0.05,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']","['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']",1
102,2,12,random,6,5,1.5,17.7169853,0.05,"['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Circle', 'Pentagon']","['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Pentagon', 'Pentagon']",0.833333333
102,3,10,random,6,6,1.5,16.3945778,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Circle', 'Circle']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Circle', 'Circle']",1
102,4,2,random,5,5,1.5,15.0087519,0.05,"['Pentagon', 'Circle', 'Diamond', 'Diamond', 'Circle']","['Pentagon', 'Circle', 'Diamond', 'Diamond', 'Circle']",1
102,5,9,random,6,6,1.5,17.1588859,0.05,"['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle', 'Diamond']","['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle', 'Diamond']",1
102,6,18,random,7,7,1.5,18.908032,0.05,"['Pentagon', 'Diamond', 'Circle', 'Circle', 'Circle', 'Circle', 'Pentagon']","['Pentagon', 'Diamond', 'Circle', 'Circle', 'Circle', 'Circle', 'Pentagon']",1
102,7,8,random,6,6,1.5,18.2266077,0.05,"['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']","['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']",1
102,8,17,random,7,7,1.5,18.5522753,0.05,"['Diamond', 'Pentagon', 'Circle', 'Circle', 'Circle', 'Circle', 'Pentagon']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Circle', 'Circle', 'Pentagon']",1
102,9,16,random,7,7,1.5,17.9261197,0.05,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond']","['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond']",1
102,10,6,random,5,5,1.5,15.6741766,0.05,"['Pentagon', 'Diamond', 'Circle', 'Circle', 'Diamond']","['Pentagon', 'Diamond', 'Circle', 'Circle', 'Diamond']",1
102,11,15,random,7,7,1.5,20.3696941,0.05,"['Circle', 'Diamond', 'Pentagon', 'Circle', 'Circle', 'Pentagon', 'Pentagon']","['Circle', 'Diamond', 'Pentagon', 'Circle', 'Circle', 'Pentagon', 'Pentagon']",1
102,12,1,random,5,5,1.5,15.4391777,0.05,"['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']","['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']",1
102,13,3,random,5,5,1.5,16.493221,0.05,"['Pentagon', 'Circle', 'Diamond', 'Circle', 'Diamond']","['Pentagon', 'Circle', 'Diamond', 'Circle', 'Diamond']",1
102,14,5,random,5,5,1.5,14.4271871,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon']",1
102,15,11,random,6,6,1.5,16.5535151,0.05,"['Pentagon', 'Diamond', 'Circle', 'Circle', 'Diamond', 'Pentagon']","['Pentagon', 'Diamond', 'Circle', 'Circle', 'Diamond', 'Pentagon']",1
102,16,7,random,6,6,1.5,16.6714445,0.05,"['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Circle', 'Diamond']","['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Circle', 'Diamond']",1
102,17,4,random,5,5,1.5,14.1254812,0.05,"['Pentagon', 'Circle', 'Diamond', 'Circle', 'Circle']","['Pentagon', 'Circle', 'Diamond', 'Circle', 'Circle']",1
102,18,13,random,7,7,1.5,18.8755885,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Circle']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Circle']",1
103,1,16,sound,7,3,1.5,21.3822913,0.05,"['Pentagon', 'Circle', 'Diamond', 'Circle', 'Pentagon', 'Circle', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Circle', 'Pentagon', 'Circle']",0.428571429
103,2,12,sound,6,6,1.5,17.3714624,0.05,"['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Diamond', 'Diamond']","['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Diamond', 'Diamond']",1
103,3,18,sound,7,7,1.5,21.4492303,0.05,"['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Pentagon', 'Circle']","['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Pentagon', 'Circle']",1
103,4,4,sound,5,2,1.5,14.8384235,0.05,"['Pentagon', 'Circle', 'Diamond', 'Circle', 'Diamond']","['Pentagon', 'Diamond', 'Circle', 'Circle', 'Pentagon']",0.4
103,5,17,sound,7,6,1.5,19.5403534,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Diamond', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Circle', 'Pentagon']",0.857142857
103,6,14,sound,7,7,1.5,21.3219419,0.05,"['Circle', 'Pentagon', 'Diamond', 'Circle', 'Diamond', 'Circle', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Diamond', 'Circle', 'Circle']",1
103,7,11,sound,6,6,1.5,17.679102,0.05,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond', 'Pentagon']","['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond', 'Pentagon']",1
103,8,5,sound,5,4,1.5,16.0771987,0.05,"['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Circle']","['Pentagon', 'Diamond', 'Pentagon', 'Pentagon', 'Circle']",0.8
103,9,13,sound,7,2,1.5,21.2826386,0.05,"['Circle', 'Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Circle', 'Diamond', 'Pentagon']",0.285714286
103,10,8,sound,6,6,1.5,16.7917934,0.05,"['Circle', 'Diamond', 'Pentagon', 'Circle', 'Diamond', 'Pentagon']","['Circle', 'Diamond', 'Pentagon', 'Circle', 'Diamond', 'Pentagon']",1
103,11,6,sound,5,5,1.5,15.4856966,0.05,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Circle']",1
103,12,9,sound,6,4,1.5,18.1465465,0.05,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Circle', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Circle', 'Pentagon']",0.666666667
103,13,15,sound,7,7,1.5,18.6504442,0.05,"['Diamond', 'Pentagon', 'Circle', 'Circle', 'Circle', 'Circle', 'Pentagon']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Circle', 'Circle', 'Pentagon']",1
103,14,2,sound,5,5,1.5,15.1830165,0.05,"['Diamond', 'Pentagon', 'Circle', 'Circle', 'Diamond']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Diamond']",1
103,15,3,sound,5,5,1.5,14.6370946,0.05,"['Diamond', 'Pentagon', 'Circle', 'Diamond', 'Diamond']","['Diamond', 'Pentagon', 'Circle', 'Diamond', 'Diamond']",1
103,16,1,sound,5,5,1.5,15.2555411,0.05,"['Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Pentagon']","['Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Pentagon']",1
103,17,7,sound,6,5,1.5,16.6814288,0.05,"['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Diamond', 'Pentagon']","['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle']",0.833333333
103,18,10,sound,6,6,1.5,17.1193887,0.05,"['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Diamond', 'Pentagon']","['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Diamond', 'Pentagon']",1
103,1,9,random,6,3,1.5,16.7884745,0.05,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Circle', 'Pentagon']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Pentagon', 'Circle']",0.5
103,2,4,random,5,3,1.5,15.7464241,0.05,"['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Circle']",0.6
103,3,11,random,6,6,1.5,17.2162883,0.05,"['Pentagon', 'Diamond', 'Circle', 'Diamond', 'Circle', 'Diamond']","['Pentagon', 'Diamond', 'Circle', 'Diamond', 'Circle', 'Diamond']",1
103,4,18,random,7,7,1.5,19.4062159,0.05,"['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Diamond', 'Diamond', 'Diamond']","['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Diamond', 'Diamond', 'Diamond']",1
103,5,12,random,6,4,1.5,18.7083442,0.05,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Pentagon', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Pentagon', 'Pentagon']",0.666666667
103,6,8,random,6,1,1.5,18.0973621,0.05,"['Pentagon', 'Diamond', 'Circle', 'Diamond', 'Diamond', 'Circle']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Diamond']",0.166666667
103,7,17,random,7,6,1.5,21.5425111,0.05,"['Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Circle']","['Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Diamond', 'Circle', 'Circle']",0.857142857
103,8,14,random,7,4,1.5,20.4117596,0.05,"['Diamond', 'Pentagon', 'Circle', 'Circle', 'Pentagon', 'Diamond', 'Circle']","['Pentagon', 'Diamond', 'Circle', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']",0.571428571
103,9,7,random,6,3,1.5,19.0718615,0.05,"['Pentagon', 'Diamond', 'Circle', 'Diamond', 'Pentagon', 'Diamond']","['Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']",0.5
103,10,5,random,5,5,1.5,15.4374949,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon']",1
103,11,3,random,5,5,1.5,15.2356444,0.05,"['Circle', 'Diamond', 'Pentagon', 'Circle', 'Pentagon']","['Circle', 'Diamond', 'Pentagon', 'Circle', 'Pentagon']",1
103,12,16,random,7,7,1.5,24.2734764,0.05,"['Circle', 'Pentagon', 'Diamond', 'Circle', 'Diamond', 'Circle', 'Pentagon']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Diamond', 'Circle', 'Pentagon']",1
103,13,10,random,6,6,1.5,18.6462766,0.05,"['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle', 'Circle']",1
103,14,1,random,5,3,1.5,17.155395,0.05,"['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Diamond']","['Circle', 'Diamond', 'Pentagon', 'Circle', 'Pentagon']",0.6
103,15,2,random,5,5,1.5,19.6656612,0.05,"['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle']",1
103,16,13,random,7,2,1.5,20.4153304,0.05,"['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Pentagon', 'Circle', 'Diamond']","['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Circle', 'Diamond', 'Circle']",0.285714286
103,17,15,random,7,7,1.5,18.4436032,0.05,"['Diamond', 'Pentagon', 'Circle', 'Circle', 'Circle', 'Pentagon', 'Diamond']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Circle', 'Pentagon', 'Diamond']",1
103,18,6,random,5,3,1.5,16.5448992,0.05,"['Pentagon', 'Circle', 'Diamond', 'Circle', 'Pentagon']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']",0.6
103,1,16,space,7,5,1.5,19.869675,0.05,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Pentagon']","['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle']",0.714285714
103,2,2,space,5,5,1.5,16.1872098,0.05,"['Diamond', 'Circle', 'Pentagon', 'Circle', 'Pentagon']","['Diamond', 'Circle', 'Pentagon', 'Circle', 'Pentagon']",1
103,3,6,space,5,5,1.5,14.8572029,0.05,"['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond']","['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond']",1
103,4,1,space,5,0,1.5,18.7437793,0.05,"['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Diamond']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']",0
103,5,14,space,7,2,1.5,20.844874,0.05,"['Circle', 'Diamond', 'Pentagon', 'Circle', 'Circle', 'Pentagon', 'Diamond']","['Diamond', 'Circle', 'Pentagon', 'Circle', 'Diamond', 'Diamond', 'Pentagon']",0.285714286
103,6,17,space,7,1,1.5,21.7613546,0.05,"['Pentagon', 'Circle', 'Diamond', 'Circle', 'Pentagon', 'Circle', 'Circle']","['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Circle', 'Circle', 'Pentagon']",0.142857143
103,7,7,space,6,6,1.5,16.8318923,0.05,"['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Circle', 'Circle']","['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Circle', 'Circle']",1
103,8,5,space,5,5,1.5,15.1824988,0.05,"['Circle', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']",1
103,9,15,space,7,7,1.5,19.0514893,0.05,"['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Diamond', 'Pentagon', 'Circle']","['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Diamond', 'Pentagon', 'Circle']",1
103,10,18,space,7,7,1.5,18.4727946,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Pentagon', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Pentagon', 'Pentagon']",1
103,11,11,space,6,3,1.5,21.1595107,0.05,"['Pentagon', 'Circle', 'Diamond', 'Diamond', 'Pentagon', 'Pentagon']","['Diamond', 'Circle', 'Diamond', 'Circle', 'Pentagon', 'Diamond']",0.5
103,12,12,space,6,5,1.5,19.1401307,0.05,"['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Circle']","['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Circle', 'Circle']",0.833333333
103,13,8,space,6,6,1.5,17.4896547,0.05,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond', 'Pentagon']","['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond', 'Pentagon']",1
103,14,4,space,5,5,1.5,16.5994623,0.05,"['Circle', 'Diamond', 'Pentagon', 'Circle', 'Diamond']","['Circle', 'Diamond', 'Pentagon', 'Circle', 'Diamond']",1
103,15,10,space,6,6,1.5,17.9734576,0.05,"['Diamond', 'Pentagon', 'Circle', 'Circle', 'Diamond', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Diamond', 'Circle']",1
103,16,9,space,6,6,1.5,17.7872693,0.05,"['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Diamond', 'Circle']","['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Diamond', 'Circle']",1
103,17,3,space,5,5,1.5,17.8163351,0.05,"['Pentagon', 'Diamond', 'Circle', 'Circle', 'Pentagon']","['Pentagon', 'Diamond', 'Circle', 'Circle', 'Pentagon']",1
103,18,13,space,7,7,1.5,22.0947804,0.05,"['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle', 'Circle', 'Diamond']","['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle', 'Circle', 'Diamond']",1
104,1,1,random,5,5,1.5,18.4711902,0.05,"['Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Pentagon']","['Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Pentagon']",1
104,2,14,random,7,7,1.5,21.8767883,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Pentagon', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Pentagon', 'Pentagon']",1
104,3,18,random,7,5,1.5,24.5539413,0.05,"['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Pentagon', 'Diamond', 'Pentagon']","['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Diamond', 'Pentagon', 'Pentagon']",0.714285714
104,4,12,random,6,1,1.5,23.2153939,0.05,"['Diamond', 'Circle', 'Pentagon', 'Circle', 'Pentagon', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Circle', 'Pentagon']",0.166666667
104,5,11,random,6,6,1.5,20.0587912,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Circle', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Circle', 'Pentagon']",1
104,6,8,random,6,2,1.5,22.8967112,0.05,"['Pentagon', 'Diamond', 'Circle', 'Diamond', 'Circle', 'Circle']","['Pentagon', 'Circle', 'Diamond', 'Circle', 'Pentagon', 'Circle']",0.333333333
104,7,3,random,5,5,1.5,20.0932553,0.05,"['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Circle']","['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Circle']",1
104,8,4,random,5,5,1.5,19.6583978,0.05,"['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Circle']","['Circle', 'Diamond', 'Pentagon', 'Pentagon', 'Circle']",1
104,9,13,random,7,4,1.5,24.8477828,0.05,"['Diamond', 'Circle', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Diamond']","['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Circle', 'Diamond', 'Pentagon']",0.571428571
104,10,6,random,5,2,1.5,18.5322848,0.05,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond']","['Diamond', 'Circle', 'Pentagon', 'Circle', 'Diamond']",0.4
104,11,7,random,6,5,1.5,22.5135654,0.05,"['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle', 'Pentagon']",0.833333333
104,12,16,random,7,7,1.5,21.82202,0.05,"['Diamond', 'Pentagon', 'Circle', 'Circle', 'Diamond', 'Diamond', 'Diamond']","['Diamond', 'Pentagon', 'Circle', 'Circle', 'Diamond', 'Diamond', 'Diamond']",1
104,13,9,random,6,1,1.5,21.4361512,0.05,"['Pentagon', 'Circle', 'Diamond', 'Circle', 'Diamond', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle', 'Pentagon']",0.166666667
104,14,2,random,5,2,1.5,16.8876855,0.05,"['Pentagon', 'Diamond', 'Circle', 'Circle', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Circle']",0.4
104,15,17,random,7,6,1.5,23.4459493,0.05,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond']","['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond', 'Pentagon', 'Circle']",0.857142857
104,16,15,random,7,4,1.5,22.8026126,0.05,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Circle', 'Diamond', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']",0.571428571
104,17,10,random,6,5,1.5,19.4714384,0.05,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Pentagon', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Circle', 'Circle']",0.833333333
104,18,5,random,5,5,1.5,16.7967752,0.05,"['Pentagon', 'Circle', 'Diamond', 'Circle', 'Diamond']","['Pentagon', 'Circle', 'Diamond', 'Circle', 'Diamond']",1
104,1,3,space,5,3,1.5,20.0155565,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Diamond']","['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond']",0.6
104,2,13,space,7,7,1.5,22.1336828,0.05,"['Pentagon', 'Circle', 'Diamond', 'Diamond', 'Pentagon', 'Circle', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Diamond', 'Pentagon', 'Circle', 'Pentagon']",1
104,3,15,space,7,7,1.5,20.4909965,0.05,"['Diamond', 'Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Circle', 'Diamond']","['Diamond', 'Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Circle', 'Diamond']",1
104,4,5,space,5,5,1.5,19.1204083,0.05,"['Pentagon', 'Circle', 'Diamond', 'Circle', 'Circle']","['Pentagon', 'Circle', 'Diamond', 'Circle', 'Circle']",1
104,5,18,space,7,7,1.5,22.7098907,0.05,"['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Circle']","['Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Circle']",1
