condition,participant,block,repsonse,rotation,Target 1 X,Target 1 Z,Target 2 X,Target 2 Z,Target 3 X,Target 3 Z,Response 1 X,Response 1 Z,Response 2 X,Response 2 Z,Response 3 X,Response 3 Z
1,1,1,1,-146.816685018,-0.414279814366,0.890730838857,0.388040325289,0.165766995281,-0.822033377701,0.494322941022,-0.639847099781,0.769214034081,0.712405443192,0.187764450908,-0.567562282085,1.56843757629
1,1,1,1,122.372620127,0.331840693388,0.728880304655,-1.12070828352,-0.237571484427,0.218900529796,1.03367721277,-0.0739696249366,0.5466760993,-1.08325397968,0.307633846998,-0.478321373463,1.16861855984
1,1,1,1,-42.5696231805,0.0999630311109,-0.107704659399,1.03290444654,0.36861366559,-0.425958700877,-0.418418885041,0.075791798532,0.376405268908,1.03663122654,0.0173239726573,-0.446727454662,0.330443680286
1,1,1,1,-90.6460017489,-0.140456264203,-0.0669151468026,0.322300087723,-1.20060728366,0.254171836905,0.0627738368361,-0.200089782476,-0.0573949217796,0.293032050133,-0.607121288776,0.436744123697,0.0994125530124
1,1,1,1,37.4382317945,0.397951265318,1.13986763341,0.680073945865,0.747511634768,-0.735738968707,0.704749289388,0.313628017902,1.15853738785,0.600156068802,0.630375742912,-0.629135072231,0.930310964584
1,1,1,1,-1.17724494269,0.261099367919,0.127014887163,-0.27842481483,0.308460263096,-0.395376579529,1.03854529821,0.336208999157,0.221340686083,-0.393122524023,0.649387359619,-0.577340841293,1.28144204617
1,1,1,1,-4.20555255708,0.400942661378,0.395080083525,-0.101381142336,0.977427082701,-0.750600625835,0.0024903202606,0.508150100708,0.427261948586,-0.0906958729029,1.21948838234,-0.546503663063,0.564515352249
1,1,1,1,-147.064410382,0.553169188517,-0.0879433835666,-0.165125751172,1.04713395036,0.264519483009,1.17022159795,0.538199365139,0.556555628777,-0.177249461412,1.29279124737,-0.623207867146,0.666224598885
1,1,1,1,86.3984770892,0.164128412907,0.419236552065,0.0244878828751,0.35792606869,-0.819118340744,0.277790177426,0.551467120647,0.954241812229,0.223344564438,0.940012514591,-0.515718698502,0.994924008846
1,1,1,1,-176.63350471,-0.792354334389,0.365896368326,-0.7779058366,0.537609982792,0.404839688343,0.318082853314,-0.66748636961,0.563028335571,-0.206065177917,0.853239178658,0.520012617111,0.871834039688
1,1,1,1,58.5787913679,0.562188528481,-0.91864245616,-0.354098750796,1.0504526914,-0.525683095208,-0.495379394987,0.565351426601,-0.404464274645,-0.131084233522,1.03389656544,-0.374239623547,0.422194391489
1,1,1,1,-134.063987568,0.263795235093,-0.244430512662,-1.05763205376,-0.500451023858,0.447129401254,-1.09899799606,0.429088205099,0.268560230732,-0.539568901062,-0.2420309484,0.774824500084,-0.824125051498
