ID,Block,Trial,BlockType,Condition_Director,CorrectAnswer,IncorrectAnswer,Position,ACC,Stimulus.RT,TrialType,Testlist,Item
40,16,3,2,2,K,?,1,1,3420,0,16,95
40,16,4,2,2,C,?,1,1,2564,0,16,96
41,2,2,2,1,D,?,2,1,2659,0,1,1
41,2,3,2,1,M,P,2,0,3412,2,1,2
41,2,4,2,1,J,?,2,1,3076,0,1,3
41,3,2,1,1,D,?,1,1,3924,1,2,4
41,3,3,1,1,J,?,1,1,2860,0,2,5
41,3,4,1,1,O,?,1,1,2948,0,2,6
41,4,2,1,1,E,?,1,1,4155,1,3,7
41,4,3,1,1,M,?,1,1,2891,0,3,8
41,4,4,1,1,P,?,1,1,2803,0,3,9
41,5,2,2,1,C,?,3,1,3107,0,4,10
41,5,3,2,1,H,?,3,1,2532,0,4,11
41,5,4,2,1,K,N,3,0,3035,2,4,12
41,6,2,1,1,H,?,2,1,2755,0,5,13
41,6,3,1,1,K,?,2,1,2691,1,5,14
41,6,4,1,1,P,?,2,1,2955,0,5,15
41,7,2,2,1,N,?,3,1,2507,0,6,16
41,7,3,2,1,P,?,3,1,3315,0,6,17
41,7,4,2,1,F,B,3,0,3227,2,6,18
41,8,2,1,1,M,?,3,1,3627,0,7,19
41,8,3,1,1,A,?,3,1,2995,0,7,20
41,8,4,1,1,J,?,3,1,2731,1,7,21
41,9,2,2,1,M,?,2,1,2835,0,8,22
41,9,3,2,1,I,O,2,0,2715,2,8,23
41,9,4,2,1,G,?,2,1,2779,0,8,24
41,10,2,2,1,C,?,3,1,2739,0,9,25
41,10,3,2,1,P,?,3,1,2795,0,9,26
41,10,4,2,1,J,D,3,0,2651,2,9,27
41,11,2,1,1,J,?,2,1,2464,0,10,28
41,11,3,1,1,M,?,2,1,2984,1,10,29
41,11,4,1,1,H,?,2,1,2672,0,10,30
41,12,2,2,1,E,J,1,1,3159,2,11,31
41,12,3,2,1,L,?,1,1,2975,0,11,32
41,12,4,2,1,M,?,1,1,2719,0,11,33
41,13,2,1,1,L,?,3,1,2527,0,12,34
41,13,3,1,1,D,?,3,1,2479,0,12,35
41,13,4,1,1,F,?,3,1,2871,1,12,36
41,14,2,2,1,D,E,1,1,2935,2,13,37
41,14,3,2,1,F,?,1,1,2583,0,13,38
41,14,4,2,1,J,?,1,1,2463,0,13,39
41,15,2,2,1,A,?,2,1,2519,0,14,40
41,15,3,2,1,K,F,2,0,2535,2,14,41
41,15,4,2,1,H,?,2,1,2431,0,14,42
41,16,2,1,1,C,?,3,1,2535,0,15,43
41,16,3,1,1,F,?,3,1,2279,0,15,44
41,16,4,1,1,K,?,3,1,2255,1,15,45
41,17,2,1,1,L,?,2,1,3231,0,16,46
41,17,3,1,1,I,?,2,1,2863,1,16,47
41,17,4,1,1,G,?,2,1,2311,0,16,48
41,1,2,2,2,O,?,2,1,2693,0,1,49
41,1,3,2,2,I,B,2,1,4109,2,1,50
41,1,4,2,2,P,?,2,1,2741,0,1,51
41,2,2,1,2,M,?,1,1,3045,1,2,52
41,2,3,1,2,E,?,1,1,2621,0,2,53
41,2,4,1,2,N,?,1,1,2501,0,2,54
41,3,2,1,2,A,?,2,1,2661,0,3,55
41,3,3,1,2,K,?,2,1,2653,1,3,56
41,3,4,1,2,D,?,2,1,2885,0,3,57
41,4,2,2,2,L,?,3,1,2717,0,4,58
41,4,3,2,2,N,?,3,1,2645,0,4,59
41,4,4,2,2,B,H,3,1,2653,2,4,60
41,5,2,2,2,P,?,2,1,3413,0,5,61
41,5,3,2,2,E,D,2,1,2333,2,5,62
41,5,4,2,2,K,?,2,1,2365,0,5,63
41,6,2,1,2,L,?,1,1,2541,1,6,64
41,6,3,1,2,A,?,1,1,2362,0,6,65
41,6,4,1,2,K,?,1,1,2970,0,6,66
41,7,2,2,2,A,?,3,1,2458,0,7,67
41,7,3,2,2,O,?,3,1,2466,0,7,68
41,7,4,2,2,F,H,3,1,2386,2,7,69
41,8,2,1,2,L,?,1,0,2890,1,8,70
41,8,3,1,2,E,?,1,1,2402,0,8,71
41,8,4,1,2,G,?,1,1,2202,0,8,72
41,9,2,2,2,D,?,2,1,2945,0,9,73
41,9,3,2,2,K,N,2,1,3377,2,9,74
41,9,4,2,2,M,?,2,1,2505,0,9,75
41,10,2,1,2,K,?,2,1,2529,0,10,76
41,10,3,1,2,E,?,2,1,3121,1,10,77
41,10,4,1,2,C,?,2,1,2713,0,10,78
41,11,2,2,2,L,O,1,1,2801,2,11,79
41,11,3,2,2,G,?,1,1,2465,0,11,80
41,11,4,2,2,F,?,1,1,2433,0,11,81
41,12,2,1,2,P,?,2,1,2417,0,12,82
41,12,3,1,2,I,?,2,1,2865,1,12,83
41,12,4,1,2,D,?,2,1,2441,0,12,84
41,13,2,2,2,M,L,1,1,2649,2,13,85
41,13,3,2,2,N,?,1,1,2345,0,13,86
41,13,4,2,2,C,?,1,1,2297,0,13,87
41,14,2,1,2,N,?,3,1,2393,0,14,88
41,14,3,1,2,E,?,3,1,2394,0,14,89
41,14,4,1,2,B,?,3,1,3258,1,14,90
41,15,2,1,2,D,?,3,1,2682,0,15,91
41,15,3,1,2,A,?,3,1,2322,0,15,92
41,15,4,1,2,F,?,3,1,3410,1,15,93
41,16,2,2,2,L,N,1,1,3554,2,16,94
41,16,3,2,2,K,?,1,1,2154,0,16,95
41,16,4,2,2,C,?,1,1,2394,0,16,96
42,2,2,2,1,D,?,2,1,2249,0,1,1
42,2,3,2,1,M,P,2,0,2873,2,1,2
42,2,4,2,1,J,?,2,1,2209,0,1,3
42,3,2,1,1,D,?,1,0,2625,1,2,4
42,3,3,1,1,J,?,1,1,2449,0,2,5
42,3,4,1,1,O,?,1,1,2193,0,2,6
42,4,2,1,1,E,?,1,1,2505,1,3,7
42,4,3,1,1,M,?,1,1,2345,0,3,8
42,4,4,1,1,P,?,1,1,2201,0,3,9
42,5,2,2,1,C,?,3,1,2409,0,4,10
42,5,3,2,1,H,?,3,1,1929,0,4,11
42,5,4,2,1,K,N,3,0,2394,2,4,12
42,6,2,1,1,H,?,2,1,2298,0,5,13
42,6,3,1,1,K,?,2,1,3930,1,5,14
42,6,4,1,1,P,?,2,1,2130,0,5,15
42,7,2,2,1,N,?,3,1,2682,0,6,16
42,7,3,2,1,P,?,3,1,2450,0,6,17
42,7,4,2,1,F,B,3,0,2346,2,6,18
42,8,2,1,1,M,?,3,1,4618,0,7,19
42,8,3,1,1,A,?,3,1,2282,0,7,20
42,8,4,1,1,J,?,3,1,2106,1,7,21
42,9,2,2,1,M,?,2,1,2242,0,8,22
42,9,3,2,1,I,O,2,1,2162,2,8,23
42,9,4,2,1,G,?,2,1,2178,0,8,24
42,10,2,2,1,C,?,3,1,2114,0,9,25
42,10,3,2,1,P,?,3,1,2154,0,9,26
42,10,4,2,1,J,D,3,1,2914,2,9,27
42,11,2,1,1,J,?,2,1,2594,0,10,28
42,11,3,1,1,M,?,2,1,2074,1,10,29
42,11,4,1,1,H,?,2,1,2193,0,10,30
42,12,2,2,1,E,J,1,0,2777,2,11,31
42,12,3,2,1,L,?,1,1,2169,0,11,32
42,12,4,2,1,M,?,1,1,2041,0,11,33
42,13,2,1,1,L,?,3,1,2129,0,12,34
42,13,3,1,1,D,?,3,1,2265,0,12,35
42,13,4,1,1,F,?,3,1,1977,1,12,36
42,14,2,2,1,D,E,1,0,2801,2,13,37
42,14,3,2,1,F,?,1,1,1897,0,13,38
42,14,4,2,1,J,?,1,1,2289,0,13,39
42,15,2,2,1,A,?,2,1,2193,0,14,40
42,15,3,2,1,K,F,2,0,2641,2,14,41
42,15,4,2,1,H,?,2,1,2049,0,14,42
42,16,2,1,1,C,?,3,1,2249,0,15,43
42,16,3,1,1,F,?,3,1,2257,0,15,44
42,16,4,1,1,K,?,3,1,3081,1,15,45
42,17,2,1,1,L,?,2,1,2961,0,16,46
42,17,3,1,1,I,?,2,1,2121,1,16,47
42,17,4,1,1,G,?,2,1,2257,0,16,48
42,1,2,2,2,O,?,2,0,0,0,1,49
42,1,3,2,2,I,B,2,1,2452,2,1,50
42,1,4,2,2,P,?,2,1,3180,0,1,51
42,2,2,1,2,M,?,1,1,2636,1,2,52
42,2,3,1,2,E,?,1,1,1916,0,2,53
42,2,4,1,2,N,?,1,1,2252,0,2,54
42,3,2,1,2,A,?,2,1,3220,0,3,55
42,3,3,1,2,K,?,2,1,3044,1,3,56
42,3,4,1,2,D,?,2,1,2228,0,3,57
42,4,2,2,2,L,?,3,1,2164,0,4,58
42,4,3,2,2,N,?,3,1,2411,0,4,59
42,4,4,2,2,B,H,3,1,2268,2,4,60
42,5,2,2,2,P,?,2,0,3620,0,5,61
42,5,3,2,2,E,D,2,1,3459,2,5,62
42,5,4,2,2,K,?,2,1,2167,0,5,63
42,6,2,1,2,L,?,1,1,2247,1,6,64
42,6,3,1,2,A,?,1,1,3115,0,6,65
42,6,4,1,2,K,?,1,1,2279,0,6,66
42,7,2,2,2,A,?,3,1,2088,0,7,67
42,7,3,2,2,O,?,3,1,2675,0,7,68
42,7,4,2,2,F,H,3,1,2227,2,7,69
42,8,2,1,2,L,?,1,0,2795,1,8,70
42,8,3,1,2,E,?,1,1,2219,0,8,71
42,8,4,1,2,G,?,1,1,2171,0,8,72
42,9,2,2,2,D,?,2,1,2747,0,9,73
42,9,3,2,2,K,N,2,1,2175,2,9,74
42,9,4,2,2,M,?,2,1,2503,0,9,75
42,10,2,1,2,K,?,2,1,1999,0,10,76
42,10,3,1,2,E,?,2,1,2231,1,10,77
42,10,4,1,2,C,?,2,1,2723,0,10,78
42,11,2,2,2,L,O,1,1,2419,2,11,79
42,11,3,2,2,G,?,1,1,2039,0,11,80
42,11,4,2,2,F,?,1,1,2187,0,11,81
42,12,2,1,2,P,?,2,1,2175,0,12,82
42,12,3,1,2,I,?,2,1,4111,1,12,83
42,12,4,1,2,D,?,2,1,2592,0,12,84
42,13,2,2,2,M,L,1,0,0,2,13,85
42,13,3,2,2,N,?,1,0,792,0,13,86
42,13,4,2,2,C,?,1,1,2232,0,13,87
42,14,2,1,2,N,?,3,1,2312,0,14,88
42,14,3,1,2,E,?,3,1,2392,0,14,89
42,14,4,1,2,B,?,3,1,2928,1,14,90
42,15,2,1,2,D,?,3,1,2192,0,15,91
42,15,3,1,2,A,?,3,1,2032,0,15,92
42,15,4,1,2,F,?,3,1,2480,1,15,93
42,16,2,2,2,L,N,1,1,3704,2,16,94
42,16,3,2,2,K,?,1,1,2064,0,16,95
42,16,4,2,2,C,?,1,1,2528,0,16,96
43,2,2,2,1,D,?,2,1,2269,0,1,1
43,2,3,2,1,M,P,2,0,2421,2,1,2
43,2,4,2,1,J,?,2,1,2485,0,1,3
43,3,2,1,1,D,?,1,1,2805,1,2,4
43,3,3,1,1,J,?,1,1,2829,0,2,5
43,3,4,1,1,O,?,1,1,2445,0,2,6
43,4,2,1,1,E,?,1,1,2948,1,3,7
43,4,3,1,1,M,?,1,1,2485,0,3,8
43,4,4,1,1,P,?,1,1,2164,0,3,9
43,5,2,2,1,C,?,3,1,2100,0,4,10
43,5,3,2,1,H,?,3,1,1940,0,4,11
43,5,4,2,1,K,N,3,1,2084,2,4,12
43,6,2,1,1,H,?,2,1,2204,0,5,13
43,6,3,1,1,K,?,2,1,2812,1,5,14
43,6,4,1,1,P,?,2,1,2132,0,5,15
43,7,2,2,1,N,?,3,1,2332,0,6,16
43,7,3,2,1,P,?,3,1,2188,0,6,17
43,7,4,2,1,F,B,3,1,2020,2,6,18
43,8,2,1,1,M,?,3,1,2300,0,7,19
43,8,3,1,1,A,?,3,1,2092,0,7,20
43,8,4,1,1,J,?,3,1,2164,1,7,21
43,9,2,2,1,M,?,2,1,2092,0,8,22
43,9,3,2,1,I,O,2,0,2332,2,8,23
43,9,4,2,1,G,?,2,1,2325,0,8,24
43,10,2,2,1,C,?,3,1,2037,0,9,25
43,10,3,2,1,P,?,3,1,2229,0,9,26
43,10,4,2,1,J,D,3,0,2509,2,9,27
43,11,2,1,1,J,?,2,1,2229,0,10,28
43,11,3,1,1,M,?,2,1,2429,1,10,29
43,11,4,1,1,H,?,2,1,2357,0,10,30
43,12,2,2,1,E,J,1,0,2261,2,11,31
43,12,3,2,1,L,?,1,1,2445,0,11,32
43,12,4,2,1,M,?,1,1,2245,0,11,33
43,13,2,1,1,L,?,3,1,2133,0,12,34
43,13,3,1,1,D,?,3,1,2533,0,12,35
43,13,4,1,1,F,?,3,1,2445,1,12,36
43,14,2,2,1,D,E,1,0,2341,2,13,37
43,14,3,2,1,F,?,1,1,2421,0,13,38
43,14,4,2,1,J,?,1,1,2445,0,13,39
43,15,2,2,1,A,?,2,1,2117,0,14,40
43,15,3,2,1,K,F,2,0,2493,2,14,41
43,15,4,2,1,H,?,2,1,2133,0,14,42
43,16,2,1,1,C,?,3,1,2213,0,15,43
43,16,3,1,1,F,?,3,1,2309,0,15,44
43,16,4,1,1,K,?,3,1,2388,1,15,45
43,17,2,1,1,L,?,2,1,2828,0,16,46
43,17,3,1,1,I,?,2,1,3652,1,16,47
43,17,4,1,1,G,?,2,1,2524,0,16,48
43,1,2,2,2,O,?,2,1,2388,0,1,49
43,1,3,2,2,I,B,2,1,2252,2,1,50
43,1,4,2,2,P,?,2,1,2396,0,1,51
43,2,2,1,2,M,?,1,1,2069,1,2,52
43,2,3,1,2,E,?,1,1,2005,0,2,53
43,2,4,1,2,N,?,1,1,2773,0,2,54
43,3,2,1,2,A,?,2,1,2101,0,3,55
43,3,3,1,2,K,?,2,1,2229,1,3,56
43,3,4,1,2,D,?,2,1,2373,0,3,57
43,4,2,2,2,L,?,3,1,2389,0,4,58
43,4,3,2,2,N,?,3,1,2349,0,4,59
43,4,4,2,2,B,H,3,1,2925,2,4,60
43,5,2,2,2,P,?,2,1,4405,0,5,61
43,5,3,2,2,E,D,2,1,3037,2,5,62
43,5,4,2,2,K,?,2,1,2381,0,5,63
43,6,2,1,2,L,?,1,1,2365,1,6,64
43,6,3,1,2,A,?,1,1,2557,0,6,65
43,6,4,1,2,K,?,1,1,2309,0,6,66
43,7,2,2,2,A,?,3,1,2101,0,7,67
43,7,3,2,2,O,?,3,1,2524,0,7,68
43,7,4,2,2,F,H,3,1,2397,2,7,69
43,8,2,1,2,L,?,1,1,3444,1,8,70
43,8,3,1,2,E,?,1,1,2364,0,8,71
43,8,4,1,2,G,?,1,1,2436,0,8,72
43,9,2,2,2,D,?,2,1,2084,0,9,73
43,9,3,2,2,K,N,2,1,2764,2,9,74
43,9,4,2,2,M,?,2,1,2364,0,9,75
43,10,2,1,2,K,?,2,1,2476,0,10,76
43,10,3,1,2,E,?,2,1,2852,1,10,77
43,10,4,1,2,C,?,2,1,2388,0,10,78
43,11,2,2,2,L,O,1,1,3244,2,11,79
43,11,3,2,2,G,?,1,1,2380,0,11,80
43,11,4,2,2,F,?,1,1,2268,0,11,81
43,12,2,1,2,P,?,2,1,2740,0,12,82
43,12,3,1,2,I,?,2,1,3068,1,12,83
43,12,4,1,2,D,?,2,1,2828,0,12,84
43,13,2,2,2,M,L,1,1,3844,2,13,85
43,13,3,2,2,N,?,1,1,2484,0,13,86
43,13,4,2,2,C,?,1,1,2284,0,13,87
43,14,2,1,2,N,?,3,1,2036,0,14,88
43,14,3,1,2,E,?,3,1,2124,0,14,89
43,14,4,1,2,B,?,3,1,2269,1,14,90
43,15,2,1,2,D,?,3,1,2373,0,15,91
43,15,3,1,2,A,?,3,1,2237,0,15,92
43,15,4,1,2,F,?,3,1,2477,1,15,93
43,16,2,2,2,L,N,1,1,3589,2,16,94
43,16,3,2,2,K,?,1,1,2429,0,16,95
43,16,4,2,2,C,?,1,1,2453,0,16,96
44,2,2,2,1,D,?,2,1,2589,0,1,1
44,2,3,2,1,M,P,2,0,2733,2,1,2
44,2,4,2,1,J,?,2,1,2477,0,1,3
44,3,2,1,1,D,?,1,1,3333,1,2,4
44,3,3,1,1,J,?,1,1,2517,0,2,5
44,3,4,1,1,O,?,1,1,2493,0,2,6
44,4,2,1,1,E,?,1,1,3821,1,3,7
44,4,3,1,1,M,?,1,1,2989,0,3,8
44,4,4,1,1,P,?,1,1,2549,0,3,9
44,5,2,2,1,C,?,3,1,2565,0,4,10
44,5,3,2,1,H,?,3,1,2365,0,4,11
44,5,4,2,1,K,N,3,1,2533,2,4,12
44,6,2,1,1,H,?,2,1,2397,0,5,13
44,6,3,1,1,K,?,2,1,3317,1,5,14
44,6,4,1,1,P,?,2,1,2565,0,5,15
44,7,2,2,1,N,?,3,1,2181,0,6,16
44,7,3,2,1,P,?,3,1,3421,0,6,17
44,7,4,2,1,F,B,3,1,2045,2,6,18
44,8,2,1,1,M,?,3,1,4173,0,7,19
44,8,3,1,1,A,?,3,1,2341,0,7,20
44,8,4,1,1,J,?,3,1,3637,1,7,21
44,9,2,2,1,M,?,2,1,2469,0,8,22
44,9,3,2,1,I,O,2,1,3924,2,8,23
44,9,4,2,1,G,?,2,1,2172,0,8,24
44,10,2,2,1,C,?,3,1,2692,0,9,25
44,10,3,2,1,P,?,3,1,2396,0,9,26
44,10,4,2,1,J,D,3,1,2172,2,9,27
44,11,2,1,1,J,?,2,1,2557,0,10,28
44,11,3,1,1,M,?,2,1,2564,1,10,29
44,11,4,1,1,H,?,2,1,2108,0,10,30
44,12,2,2,1,E,J,1,1,3052,2,11,31
44,12,3,2,1,L,?,1,1,2380,0,11,32
44,12,4,2,1,M,?,1,1,2276,0,11,33
44,13,2,1,1,L,?,3,1,2076,0,12,34
44,13,3,1,1,D,?,3,1,2676,0,12,35
44,13,4,1,1,F,?,3,1,2817,1,12,36
44,14,2,2,1,D,E,1,1,3577,2,13,37
44,14,3,2,1,F,?,1,1,2345,0,13,38
44,14,4,2,1,J,?,1,1,2289,0,13,39
44,15,2,2,1,A,?,2,1,2985,0,14,40
44,15,3,2,1,K,F,2,1,2497,2,14,41
44,15,4,2,1,H,?,2,1,2265,0,14,42
44,16,2,1,1,C,?,3,1,2977,0,15,43
44,16,3,1,1,F,?,3,1,2217,0,15,44
44,16,4,1,1,K,?,3,1,2193,1,15,45
44,17,2,1,1,L,?,2,1,3889,0,16,46
44,17,3,1,1,I,?,2,1,2601,1,16,47
44,17,4,1,1,G,?,2,1,2417,0,16,48
44,1,2,2,2,O,?,2,1,4071,0,1,49
44,1,3,2,2,I,B,2,1,2295,2,1,50
44,1,4,2,2,P,?,2,1,2503,0,1,51
44,2,2,1,2,M,?,1,1,3183,1,2,52
44,2,3,1,2,E,?,1,1,2303,0,2,53
44,2,4,1,2,N,?,1,1,2327,0,2,54
44,3,2,1,2,A,?,2,1,2895,0,3,55
44,3,3,1,2,K,?,2,1,2623,1,3,56
44,3,4,1,2,D,?,2,1,2503,0,3,57
44,4,2,2,2,L,?,3,1,2439,0,4,58
44,4,3,2,2,N,?,3,1,2687,0,4,59
44,4,4,2,2,B,H,3,1,2278,2,4,60
44,5,2,2,2,P,?,2,1,2886,0,5,61
44,5,3,2,2,E,D,2,1,2262,2,5,62
44,5,4,2,2,K,?,2,1,2678,0,5,63
44,6,2,1,2,L,?,1,1,3126,1,6,64
44,6,3,1,2,A,?,1,1,2446,0,6,65
44,6,4,1,2,K,?,1,1,2447,0,6,66
44,7,2,2,2,A,?,3,1,2087,0,7,67
44,7,3,2,2,O,?,3,1,3063,0,7,68
44,7,4,2,2,F,H,3,1,2791,2,7,69
44,8,2,1,2,L,?,1,1,3543,1,8,70
44,8,3,1,2,E,?,1,1,2295,0,8,71
44,8,4,1,2,G,?,1,1,2295,0,8,72
44,9,2,2,2,D,?,2,1,2319,0,9,73
44,9,3,2,2,K,N,2,1,2183,2,9,74
44,9,4,2,2,M,?,2,1,2471,0,9,75
44,10,2,1,2,K,?,2,1,2543,0,10,76
44,10,3,1,2,E,?,2,1,3071,1,10,77
44,10,4,1,2,C,?,2,1,2575,0,10,78
44,11,2,2,2,L,O,1,1,2487,2,11,79
44,11,3,2,2,G,?,1,1,2159,0,11,80
44,11,4,2,2,F,?,1,1,2023,0,11,81
44,12,2,1,2,P,?,2,1,2351,0,12,82
44,12,3,1,2,I,?,2,1,2727,1,12,83
44,12,4,1,2,D,?,2,1,2975,0,12,84
44,13,2,2,2,M,L,1,1,2343,2,13,85
44,13,3,2,2,N,?,1,1,2247,0,13,86
44,13,4,2,2,C,?,1,1,2223,0,13,87
44,14,2,1,2,N,?,3,1,2463,0,14,88
44,14,3,1,2,E,?,3,1,2239,0,14,89
44,14,4,1,2,B,?,3,1,2335,1,14,90
44,15,2,1,2,D,?,3,1,2383,0,15,91
44,15,3,1,2,A,?,3,1,2039,0,15,92
44,15,4,1,2,F,?,3,1,2495,1,15,93
44,16,2,2,2,L,N,1,1,2183,2,16,94
44,16,3,2,2,K,?,1,1,2231,0,16,95
44,16,4,2,2,C,?,1,1,2239,0,16,96
45,2,2,2,1,D,?,2,1,2158,0,1,1
45,2,3,2,1,M,P,2,0,3806,2,1,2
45,2,4,2,1,J,?,2,1,2406,0,1,3
45,3,2,1,1,D,?,1,1,3686,1,2,4
45,3,3,1,1,J,?,1,1,2646,0,2,5
45,3,4,1,1,O,?,1,1,2374,0,2,6
45,4,2,1,1,E,?,1,1,3206,1,3,7
45,4,3,1,1,M,?,1,1,2590,0,3,8
45,4,4,1,1,P,?,1,1,2238,0,3,9
45,5,2,2,1,C,?,3,0,0,0,4,10
45,5,3,2,1,H,?,3,1,2182,0,4,11
45,5,4,2,1,K,N,3,0,2198,2,4,12
45,6,2,1,1,H,?,2,1,2398,0,5,13
45,6,3,1,1,K,?,2,0,0,1,5,14
45,6,4,1,1,P,?,2,1,2294,0,5,15
45,7,2,2,1,N,?,3,1,2373,0,6,16
45,7,3,2,1,P,?,3,1,2597,0,6,17
45,7,4,2,1,F,B,3,0,2381,2,6,18
45,8,2,1,1,M,?,3,1,4381,0,7,19
45,8,3,1,1,A,?,3,1,2621,0,7,20
45,8,4,1,1,J,?,3,1,2373,1,7,21
45,9,2,2,1,M,?,2,1,3397,0,8,22
45,9,3,2,1,I,O,2,0,3821,2,8,23
45,9,4,2,1,G,?,2,1,2061,0,8,24
45,10,2,2,1,C,?,3,1,1981,0,9,25
45,10,3,2,1,P,?,3,1,2445,0,9,26
45,10,4,2,1,J,D,3,1,2477,2,9,27
45,11,2,1,1,J,?,2,1,2717,0,10,28
45,11,3,1,1,M,?,2,1,3165,1,10,29
45,11,4,1,1,H,?,2,1,3181,0,10,30
45,12,2,2,1,E,J,1,0,4981,2,11,31
45,12,3,2,1,L,?,1,0,46,0,11,32
45,12,4,2,1,M,?,1,1,2686,0,11,33
45,13,2,1,1,L,?,3,1,2606,0,12,34
45,13,3,1,1,D,?,3,1,2110,0,12,35
45,13,4,1,1,F,?,3,1,3694,1,12,36
45,14,2,2,1,D,E,1,0,2814,2,13,37
45,14,3,2,1,F,?,1,1,2126,0,13,38
45,14,4,2,1,J,?,1,1,2258,0,13,39
45,15,2,2,1,A,?,2,1,2618,0,14,40
45,15,3,2,1,K,F,2,0,2682,2,14,41
45,15,4,2,1,H,?,2,1,2426,0,14,42
45,16,2,1,1,C,?,3,1,2642,0,15,43
45,16,3,1,1,F,?,3,1,2466,0,15,44
45,16,4,1,1,K,?,3,1,2374,1,15,45
45,17,2,1,1,L,?,2,1,4526,0,16,46
45,17,3,1,1,I,?,2,1,3106,1,16,47
45,17,4,1,1,G,?,2,1,2146,0,16,48
45,1,2,2,2,O,?,2,1,3393,0,1,49
45,1,3,2,2,I,B,2,0,0,2,1,50
45,1,4,2,2,P,?,2,1,2728,0,1,51
45,2,2,1,2,M,?,1,1,3864,1,2,52
45,2,3,1,2,E,?,1,1,2161,0,2,53
45,2,4,1,2,N,?,1,1,2704,0,2,54
45,3,2,1,2,A,?,2,1,2752,0,3,55
45,3,3,1,2,K,?,2,1,3337,1,3,56
45,3,4,1,2,D,?,2,1,3160,0,3,57
45,4,2,2,2,L,?,3,1,2753,0,4,58
45,4,3,2,2,N,?,3,0,0,0,4,59
45,4,4,2,2,B,H,3,1,4812,2,4,60
45,5,2,2,2,P,?,2,0,0,0,5,61
45,5,3,2,2,E,D,2,0,0,2,5,62
45,5,4,2,2,K,?,2,1,2505,0,5,63
45,6,2,1,2,L,?,1,1,3073,1,6,64
45,6,3,1,2,A,?,1,1,3465,0,6,65
45,6,4,1,2,K,?,1,1,2625,0,6,66
45,7,2,2,2,A,?,3,1,2897,0,7,67
45,7,3,2,2,O,?,3,1,3673,0,7,68
45,7,4,2,2,F,H,3,0,0,2,7,69
45,8,2,1,2,L,?,1,1,3105,1,8,70
45,8,3,1,2,E,?,1,1,3145,0,8,71
45,8,4,1,2,G,?,1,1,2513,0,8,72
45,9,2,2,2,D,?,2,1,2185,0,9,73
45,9,3,2,2,K,N,2,0,0,2,9,74
45,9,4,2,2,M,?,2,1,2513,0,9,75
45,10,2,1,2,K,?,2,1,2689,0,10,76
45,10,3,1,2,E,?,2,1,3713,1,10,77
45,10,4,1,2,C,?,2,1,2305,0,10,78
45,11,2,2,2,L,O,1,0,0,2,11,79
45,11,3,2,2,G,?,1,1,2161,0,11,80
45,11,4,2,2,F,?,1,1,3617,0,11,81
45,12,2,1,2,P,?,2,1,2449,0,12,82
45,12,3,1,2,I,?,2,1,4833,1,12,83
45,12,4,1,2,D,?,2,1,2649,0,12,84
45,13,2,2,2,M,L,1,0,0,2,13,85
45,13,3,2,2,N,?,1,1,2721,0,13,86
45,13,4,2,2,C,?,1,1,2473,0,13,87
45,14,2,1,2,N,?,3,1,2593,0,14,88
45,14,3,1,2,E,?,3,1,2273,0,14,89
45,14,4,1,2,B,?,3,1,3897,1,14,90
45,15,2,1,2,D,?,3,1,3177,0,15,91
45,15,3,1,2,A,?,3,1,3833,0,15,92
45,15,4,1,2,F,?,3,1,2889,1,15,93
45,16,2,2,2,L,N,1,0,0,2,16,94
45,16,3,2,2,K,?,1,1,2281,0,16,95
45,16,4,2,2,C,?,1,1,2905,0,16,96
46,2,2,2,1,D,?,2,1,2407,0,1,1
46,2,3,2,1,M,P,2,0,2600,2,1,2
46,2,4,2,1,J,?,2,1,2359,0,1,3
46,3,2,1,1,D,?,1,1,3351,1,2,4
46,3,3,1,1,J,?,1,1,2327,0,2,5
46,3,4,1,1,O,?,1,1,2543,0,2,6
46,4,2,1,1,E,?,1,1,2975,1,3,7
46,4,3,1,1,M,?,1,1,2807,0,3,8
46,4,4,1,1,P,?,1,1,2455,0,3,9
46,5,2,2,1,C,?,3,1,4623,0,4,10
46,5,3,2,1,H,?,3,1,2559,0,4,11
46,5,4,2,1,K,N,3,0,2303,2,4,12
46,6,2,1,1,H,?,2,1,2863,0,5,13
46,6,3,1,1,K,?,2,1,3991,1,5,14
46,6,4,1,1,P,?,2,1,2343,0,5,15
46,7,2,2,1,N,?,3,1,2415,0,6,16
46,7,3,2,1,P,?,3,0,3895,0,6,17
46,7,4,2,1,F,B,3,0,2279,2,6,18
46,8,2,1,1,M,?,3,1,2672,0,7,19
46,8,3,1,1,A,?,3,1,2632,0,7,20
46,8,4,1,1,J,?,3,1,2744,1,7,21
46,9,2,2,1,M,?,2,1,2616,0,8,22
46,9,3,2,1,I,O,2,0,2864,2,8,23
46,9,4,2,1,G,?,2,1,2712,0,8,24
46,10,2,2,1,C,?,3,1,2472,0,9,25
46,10,3,2,1,P,?,3,1,2232,0,9,26
46,10,4,2,1,J,D,3,0,2544,2,9,27
46,11,2,1,1,J,?,2,1,2368,0,10,28
46,11,3,1,1,M,?,2,1,2951,1,10,29
46,11,4,1,1,H,?,2,1,2279,0,10,30
46,12,2,2,1,E,J,1,0,2568,2,11,31
46,12,3,2,1,L,?,1,1,2327,0,11,32
46,12,4,2,1,M,?,1,1,2151,0,11,33
46,13,2,1,1,L,?,3,1,2215,0,12,34
