id,draw,score,R,P,S,,W,L,D,,RT after W,RT after L,RT after D,,WinStay,LoseShift,DrawShift,,Final Score
10,1,no,0.322222222222222,0.433333333333333,0.244444444444444,,0.266666666666667,0.377777777777778,0.355555555555556,,417,1068,951,,0.458333333333333,0.454545454545455,0.46875,,22
11,1,no,0.4,0.333333333333333,0.266666666666667,,0.244444444444444,0.377777777777778,0.377777777777778,,425,567.5,417,,0.181818181818182,0.764705882352941,0.696969696969697,,22
12,1,no,0.277777777777778,0.244444444444444,0.477777777777778,,0.222222222222222,0.388888888888889,0.388888888888889,,525.5,300,325.5,,0.65,0.342857142857143,0.411764705882353,,20
13,1,no,0.188888888888889,0.366666666666667,0.444444444444444,,0.355555555555556,0.333333333333333,0.311111111111111,,417,217,300,,0.354838709677419,0.833333333333333,0.892857142857143,,30
14,1,no,0.255555555555556,0.366666666666667,0.377777777777778,,0.233333333333333,0.411111111111111,0.355555555555556,,234,217,117,,0.4,0.810810810810811,0.71875,,16
15,1,no,0.355555555555556,0.366666666666667,0.277777777777778,,0.311111111111111,0.322222222222222,0.366666666666667,,259,375,317,,0.5,0.821428571428571,0.696969696969697,,32
16,1,no,0.4,0.266666666666667,0.333333333333333,,0.322222222222222,0.355555555555556,0.322222222222222,,200,250,150,,0.896551724137931,1,0.241379310344828,,26
17,1,no,0.4,0.333333333333333,0.266666666666667,,0.355555555555556,0.288888888888889,0.355555555555556,,1877,359,617,,0.125,0.923076923076923,0.903225806451613,,38
18,1,no,0.611111111111111,0.222222222222222,0.166666666666667,,0.344444444444444,0.388888888888889,0.266666666666667,,284,267,267,,0.580645161290323,0.457142857142857,0.217391304347826,,20
19,1,no,0.255555555555556,0.277777777777778,0.466666666666667,,0.333333333333333,0.322222222222222,0.344444444444444,,584,617.5,601,,0.4,0.821428571428571,0.709677419354839,,32
20,1,no,0.3,0.377777777777778,0.322222222222222,,0.366666666666667,0.377777777777778,0.255555555555556,,383.5,350,384,,0.15625,0.852941176470588,0.652173913043478,,22
21,1,no,0.344444444444444,0.322222222222222,0.333333333333333,,0.277777777777778,0.355555555555556,0.366666666666667,,284,134,350,,0,0,1,,26
22,1,no,0.288888888888889,0.388888888888889,0.322222222222222,,0.311111111111111,0.344444444444444,0.344444444444444,,267,284,242,,0.571428571428571,0.774193548387097,0.633333333333333,,28
23,1,no,0.344444444444444,0.311111111111111,0.344444444444444,,0.344444444444444,0.311111111111111,0.344444444444444,,134,334,308.5,,0.580645161290323,0.642857142857143,0.333333333333333,,34
24,1,no,0.422222222222222,0.311111111111111,0.266666666666667,,0.322222222222222,0.377777777777778,0.3,,367,1201,651,,0.793103448275862,0.787878787878788,0.777777777777778,,22
25,1,no,0.177777777777778,0.422222222222222,0.4,,0.366666666666667,0.244444444444444,0.388888888888889,,317,334,317,,0.757575757575758,0.904761904761905,0.457142857142857,,46
26,1,no,0.322222222222222,0.211111111111111,0.466666666666667,,0.333333333333333,0.388888888888889,0.277777777777778,,234,184,150,,0.379310344827586,0.457142857142857,0.52,,20
27,1,no,0.344444444444444,0.311111111111111,0.344444444444444,,0.388888888888889,0.322222222222222,0.288888888888889,,601,217,450,,0.228571428571429,0.724137931034483,0.88,,32
28,1,no,0.422222222222222,0.288888888888889,0.288888888888889,,0.288888888888889,0.388888888888889,0.322222222222222,,150,167,134,,0.48,0.771428571428571,0.344827586206897,,20
29,1,no,0.433333333333333,0.444444444444444,0.122222222222222,,0.2,0.411111111111111,0.388888888888889,,184,208.5,300,,0.833333333333333,0.305555555555556,0.285714285714286,,16
30,1,no,0.344444444444444,0.277777777777778,0.377777777777778,,0.466666666666667,0.233333333333333,0.3,,542.5,576,634,,0.214285714285714,0.85,0.814814814814815,,48
31,1,no,0.277777777777778,0.311111111111111,0.411111111111111,,0.355555555555556,0.355555555555556,0.288888888888889,,851,675.5,675.5,,0.258064516129032,0.8125,0.769230769230769,,26
32,1,no,0.6,0.4,0,,0.3,0.333333333333333,0.366666666666667,,134,117,117,,0.666666666666667,0.566666666666667,0.5,,30
33,1,no,0.355555555555556,0.388888888888889,0.255555555555556,,0.333333333333333,0.366666666666667,0.3,,300,284,300.5,,0.2,0.848484848484848,0.730769230769231,,24
34,1,no,0.366666666666667,0.3,0.333333333333333,,0.311111111111111,0.311111111111111,0.377777777777778,,225.5,217,183.5,,0.178571428571429,0.777777777777778,0.882352941176471,,34
35,1,no,0.322222222222222,0.355555555555556,0.322222222222222,,0.4,0.3,0.3,,150,83,200,,0.4,0.925925925925926,0.851851851851852,,36
36,1,no,0.422222222222222,0.266666666666667,0.311111111111111,,0.311111111111111,0.322222222222222,0.366666666666667,,492.5,350.5,334,,0.178571428571429,0.785714285714286,0.848484848484849,,32
