participant_id,group,AR_pre,TTS_pre,GNG_pre,GR_pre,MS_pre,PM_pre,RMS_pre,age_round,age_bin,AR_post,TTS_post,GNG_post,GR_post,MS_post,PM_post,RMS_post,AR_1,TTS_1,GNG_1,GR_1,MS_1,PM_1,RMS_1,GI_1,AR_2,TTS_2,GNG_2,GR_2,MS_2,PM_2,RMS_2,GI_2,AR_d,TTS_d,GNG_d,GR_d,MS_d,PM_d,RMS_d,GI_d,lost_track_details_pre,misplaced_items_pre,lost_concentration_pre,remembered_names_pre,felt_creative_pre,good_concentration_pre,felt_anxious_pre,in_bad_mood_pre,felt_sad_pre,felt_training_benefits_pre,rwc_ave_pre,lost_track_details_post,misplaced_items_post,lost_concentration_post,remembered_names_post,felt_creative_post,good_concentration_post,felt_anxious_post,in_bad_mood_post,felt_sad_post,felt_training_benefits_post,rwc_ave_post,lost_track_details_d,misplaced_items_d,lost_concentration_d,remembered_names_d,felt_creative_d,good_concentration_d,felt_anxious_d,in_bad_mood_d,felt_sad_d,felt_training_benefits_d,rwc_ave_d,crosswords_active_days,lumosity_active_days,active_days,exclude,est_hours
45,lumosity,18,-691.102,-493,9,5,15,5,29,"[25,30)",17,-838.98,-436,12,6,13,4,107.8409364,71.96554904,79.46168639,100.4810053,84.41604731,116.2361709,92.55730046,87.47628929,105.14905,64.69961167,92.18411306,108.9141837,97.78409342,103.2608009,79.51736008,86.96742546,-2.691886393,-7.265937376,12.72242667,8.433178375,13.36804612,-12.97537006,-13.03994038,-0.508863829,3,4,4,1,3,2,1,2,2,NA,2.444444444,3,5,4,3,4,4,4,2,2,NA,3.444444444,0,1,0,2,1,2,3,0,0,NA,1,0,62,62,0,13.02216097
46,crosswords,21,-232.182,-415,13,6,14,6,37,"[35,40)",22,-146.632,-433,14,6,14,4,117.8501465,104.8849151,100.2500077,116.6863057,100.7002435,113.3814695,108.1891174,116.6776972,121.7921456,115.6151037,94.63804418,120.3196173,100.7002435,113.3814695,81.6317446,112.9999945,3.941999115,10.73018861,-5.611963562,3.633311636,0,0,-26.55737282,-3.677702754,2,1,4,2,3,2,1,1,1,NA,1.888888889,4,4,5,NA,4,4,2,2,4,NA,3.625,2,3,1,NA,1,2,1,1,3,NA,1.736111111,58,0,58,0,16.60765306
47,crosswords,24,-202.24,-433,12,7,4,7,19,"[18,25)",21,-110.016,-470,10,7,14,6,124.2003759,105.6258354,92.2365271,110.2752517,109.7384325,71.13175413,116.828507,107.994568,115.6695646,118.9815731,83.37156544,103.8371949,109.7384325,110.5257196,104.3762811,112.5924864,-8.530811317,13.35573774,-8.864961661,-6.438056732,0,39.39396542,-12.45222589,4.597918474,1,3,2,3,3,2,2,4,3,NA,2.555555556,1,3,3,4,4,2,2,4,2,NA,2.777777778,0,0,1,1,1,0,0,0,-1,NA,0.222222222,32,0,32,0,9.117437222
48,crosswords,7,-668.548,-403,5,7,11,5,38,"[35,40)",5,-161.339,-479,6,5,6,5,75.21040759,70.9995542,104.5172941,89.24573314,114.6181379,96.3132714,95.32549902,85.36521764,68.75217211,113.6062792,84.80845563,92.3283906,87.20385626,80.17009288,95.32549902,79.03138187,-6.458235487,42.60672498,-19.70883849,3.082657457,-27.41428166,-16.14317852,0,-6.333835768,3,3,3,3,4,4,3,3,3,NA,3.222222222,2,2,2,4,3,3,3,3,3,NA,2.777777778,-1,-1,-1,1,-1,-1,0,0,0,NA,-0.444444444,39,0,39,0,15.53442361
49,crosswords,21,-380.852,-429,6,6,12,5,42,"[40,45)",23,-217.51,-505,13,7,10,5,117.3073931,95.24865641,96.36595911,92.25699045,101.9932487,103.0284022,98.00675126,101.0367654,124.0697107,111.5828982,79.75593143,117.3073931,115.4548854,93.28275416,98.00675126,110.6692705,6.762317605,16.3342418,-16.61002768,25.05040262,13.46163662,-9.745648025,0,9.632505112,1,1,4,4,1,2,1,NA,2,NA,2,1,2,4,4,1,1,1,2,3,NA,2.111111111,0,1,0,0,0,-1,0,NA,1,NA,0.111111111,51,0,51,0,13.53634444
50,crosswords,19,-172.743,-412,5,8,13,6,32,"[30,35)",15,-227.431,-413,9,8,11,5,111.1687973,111.7155072,100.2919394,88.442258,127.8178215,105.2736597,106.3436639,113.9426061,99.41601051,106.2161999,99.88323042,100.7885497,127.8178215,94.78840165,94.19503153,106.0759467,-11.7527868,-5.499307229,-0.408709002,12.34629174,0,-10.4852581,-12.14863241,-7.866659366,3,4,4,NA,3,2,2,2,4,NA,3,2,5,4,NA,3,2,1,1,4,4,2.75,-1,1,0,NA,0,0,-1,-1,0,NA,-0.25,2,0,2,0,0.2755875
51,lumosity,13,-280.738,-380,6,5,2,5,44,"[40,45)",11,-271.677,-535,7,4,13,6,93.40130251,104.3576016,113.0112354,92.25699045,89.19765074,66.54250413,98.00675126,88.35272908,87.45205896,105.779807,73.48735012,96.3106211,77.03165484,108.9985327,111.0122544,89.17659699,-5.949243553,1.422205429,-39.52388529,4.053630649,-12.1659959,42.45602859,13.00550318,0.823867912,2,2,2,3,3,2,2,2,2,NA,2.222222222,3,4,3,2,4,4,4,4,3,NA,3.444444444,1,2,1,-1,1,2,2,2,1,NA,1.222222222,0,50,50,0,15.40902722
52,lumosity,14,-535.334,-402,2,6,11,5,59,"[55,60)",17,-646.036,-468,5,5,14,5,101.1541869,90.10185828,112.6959006,80.77672652,110.6589712,104.0596246,104.3725447,100.9396682,110.7236012,81.96883094,97.88746944,93.04039614,97.83682509,121.2114596,104.3725447,101.8642643,9.56941431,-8.133027346,-14.80843117,12.26366962,-12.82214611,17.15183503,0,0.924596063,4,4,3,2,4,4,4,5,5,NA,3.888888889,4,4,4,2,3,4,4,5,5,NA,3.888888889,0,0,1,0,-1,0,0,0,0,NA,0,0,65,65,0,12.77642
53,lumosity,14,-562.9,-379,13,6,9,6,22,"[18,25)",12,-282.182,-365,13,6,5,7,95.97750773,76.97366114,107.9689114,113.3005653,96.84357409,87.19618064,104.3762811,95.20178366,90.15077663,98.51148813,112.573364,113.3005653,96.84357409,74.90183109,116.828507,100.7642435,-5.826731102,21.53782699,4.604452605,0,0,-12.29434955,12.45222589,5.562459835,1,3,2,3,5,5,2,5,5,NA,3.444444444,3,4,4,NA,5,5,4,4,5,5,4.25,2,1,2,NA,0,0,2,-1,0,NA,0.805555556,0,26,26,0,11.08452375
54,crosswords,12,-408.93,-431,8,4,10,4,51,"[50,55)",12,-285.672,-480,10,5,9,6,93.36024906,97.37059822,104.5469173,102.449485,79.74395703,95.91522691,87.08262768,89.27787422,93.36024906,106.7867799,92.51809029,110.2849715,94.13413715,92.66835383,113.5721504,100.8239496,0,9.416181718,-12.02882703,7.835486487,14.39018012,-3.246873074,26.48952275,11.5460754,5,5,4,4,4,4,5,3,5,NA,4.333333333,5,5,4,4,5,4,5,3,5,NA,4.444444444,0,0,0,0,1,0,0,0,0,NA,0.111111111,59,0,59,0,14.83565833
55,crosswords,12,-92.704,-477,7,6,11,6,43,"[40,45)",15,-320.833,-414,8,5,11,5,90.54717631,127.6055141,86.83155557,96.3106211,101.9932487,97.89831865,111.0122544,103.3822064,99.35523995,100.4835049,100.4835049,100.1074278,89.19765074,97.89831865,98.00675126,96.03795613,8.808063643,-27.12200924,13.65194931,3.796806745,-12.795598,0,-13.00550318,-7.344250284,4,2,2,3,5,3,4,2,4,NA,3.222222222,4,2,4,3,5,2,4,4,2,NA,3.333333333,0,0,2,0,0,-1,0,2,-2,NA,0.111111111,68,0,68,0,24.86603917
56,crosswords,18,-198.579,-412,6,7,12,5,39,"[35,40)",20,-201.849,-398,13,6,10,4,108.1311442,109.3155735,101.7036295,92.3283906,114.6181379,100.9506214,95.32549902,105.8863129,114.2213067,108.5984414,105.6293095,116.6863057,100.7002435,92.0995501,81.6317446,105.1091061,6.090162529,-0.71713207,3.925680029,24.35791507,-13.91789438,-8.851071308,-13.69375442,-0.777206852,4,4,5,2,4,4,5,4,5,NA,4.111111111,4,5,4,2,4,4,3,2,5,3,3.666666667,0,1,-1,0,0,0,-2,-2,0,NA,-0.444444444,45,0,45,0,12.69732278
57,lumosity,20,-361.856,-399,8,7,13,4,33,"[30,35)",22,-306.514,-393,9,7,15,5,114.036921,93.75197647,104.0176507,97.62556081,113.2855782,105.2736597,81.62188133,102.5763782,119.4782075,99.21145026,105.6479738,100.7885497,113.2855782,117.6574457,94.19503153,113.7429451,5.441286479,5.459473786,1.630323028,3.162988932,0,12.38378596,12.5731502,11.16656686,3,2,2,3,1,2,3,4,4,NA,2.666666667,4,4,3,4,3,4,4,4,4,NA,3.777777778,1,2,1,1,2,2,1,0,0,NA,1.111111111,0,65,65,0,15.13181903
58,crosswords,15,-394.809,-453,15,7,13,5,20,"[18,25)",15,-303.001,-377,14,7,15,5,98.69131405,89.4284259,86.56627387,119.4285719,109.7384325,104.4136606,91.48974509,99.98509438,98.69131405,96.86187706,108.4262643,116.3986931,109.7384325,117.2726016,91.48974509,110.4876882,0,7.433451155,21.85999041,-3.029878832,0,12.858941,0,10.50259382,1,2,2,3,1,2,1,1,2,NA,1.666666667,1,1,1,2,1,2,2,1,4,NA,1.666666667,0,-1,-1,-1,0,0,1,0,2,NA,0,35,0,35,0,3.067761666
59,crosswords,17,-252.907,-427,6,4,4,5,42,"[40,45)",17,-542.128,-423,8,5,11,5,105.8377028,107.6205298,96.91675806,92.25699045,77.03165484,75.11701446,98.00675126,87.40221216,105.8377028,82.15913018,98.06092817,100.1074278,89.19765074,97.89831865,98.00675126,91.87196646,0,-25.46139967,1.144170113,7.850437393,12.1659959,22.78130419,0,4.469754299,4,5,3,2,2,2,2,2,3,NA,2.777777778,4,5,5,1,3,4,4,1,4,NA,3.444444444,0,0,2,-1,1,2,2,-1,1,NA,0.666666667,50,0,50,0,3.360206389
60,lumosity,13,-270.266,-444,6,7,4,5,26,"[25,30)",11,-223.123,-473,5,7,14,6,92.92593645,100.174885,90.55860007,91.31947959,110.899714,70.89331872,92.55730046,86.22868137,86.38213676,104.5043986,83.68506446,88.31670083,110.899714,109.5750208,105.265139,96.91148389,-6.543799692,4.329513611,-6.873535608,-3.002778755,0,38.68170211,12.70783856,10.68280252,2,2,2,2,2,2,2,2,3,NA,2.111111111,NA,2,2,2,3,2,2,2,2,NA,2.125,NA,0,0,0,1,0,0,0,-1,NA,0.013888889,0,39,39,0,10.04673292
61,lumosity,14,-139.313,-365,3,4,5,4,59,"[55,60)",13,-445.189,-493,4,4,4,5,101.1541869,128.0662714,123.1551509,85.32774571,86.03924577,83.05677764,91.37593231,99.62732119,97.68474159,96.40650886,92.13399231,89.53374473,86.03924577,77.93734129,104.3725447,84.73450212,-3.469445328,-31.65976257,-31.02115862,4.205999024,0,-5.119436355,12.99661235,-14.89281906,4,5,5,1,2,2,1,3,4,NA,3,4,5,4,3,2,4,2,2,1,NA,3,0,0,-1,2,0,2,1,-1,-3,NA,0,0,55,55,0,11.34222875
62,lumosity,17,-375.285,-554,13,6,14,5,32,"[30,35)",18,-219.511,-373,10,9,15,5,105.3358115,92.71765821,69.93453624,114.3567219,99.44522366,111.2846825,94.19503153,96.47238333,107.9465092,107.4800385,113.028254,104.1994995,144.3563269,117.6574457,94.19503153,123.6957054,2.6106977,14.7623803,43.09371774,-10.15722245,44.91110327,6.372763233,0,27.22332209,3,4,4,2,4,3,4,3,4,NA,3.444444444,3,4,4,3,5,4,4,4,4,NA,3.888888889,0,0,0,1,1,1,0,1,0,NA,0.444444444,0,57,57,0,12.65012444
63,lumosity,25,-581.303,-364,15,5,13,4,28,"[25,30)",26,-264.024,-336,13,6,13,5,125.7494735,78.03062491,113.453636,118.1318246,84.41604731,103.2608009,79.51736008,100.6709766,128.6872822,100.6778947,122.9764167,111.5064699,97.78409342,103.2608009,92.55730046,115.4163779,2.937808722,22.64726981,9.522780704,-6.625354686,13.36804612,0,13.03994038,14.74540136,4,3,5,NA,4,3,2,1,1,NA,2.875,4,3,5,NA,4,NA,NA,1,1,NA,3,0,0,0,NA,0,NA,NA,0,0,NA,0.125,0,58,58,0,12.61494694
64,lumosity,10,-313.294,-405,8,5,13,5,42,"[40,45)",10,-231.779,-422,4,8,11,6,84.36130003,101.2907141,103.1381229,100.1074278,89.19765074,108.9985327,98.00675126,95.90273928,84.36130003,109.3221575,98.16920687,85.85597895,129.5850182,97.89831865,111.0122544,104.3415007,0,8.031443351,-4.968916073,-14.2514489,40.38736743,-11.10021407,13.00550318,8.438761455,4,4,3,2,4,4,3,4,3,NA,3.444444444,4,4,5,5,4,4,2,4,4,NA,4,0,0,2,3,0,0,-1,0,1,NA,0.555555556,0,58,58,0,19.85334236
65,crosswords,8,-435.444,-390,9,6,11,4,26,"[25,30)",10,-583.752,-361,1,6,14,6,77.77179242,86.67659351,105.2186659,100.4810053,97.78409342,93.09650188,79.51736008,83.83789076,84.0745064,77.83712062,114.3954083,75.65933247,97.78409342,109.5750208,105.265139,90.19623368,6.30271398,-8.839472893,9.176742316,-24.82167282,0,16.47851896,25.74777894,6.358342924,4,3,3,2,2,2,2,2,2,NA,2.444444444,4,3,4,2,3,3,2,4,2,NA,3,0,0,1,0,1,1,0,2,0,NA,0.555555556,28,0,28,0,7.372464722
66,crosswords,14,-219.623,-385,3,7,9,5,24,"[18,25)",16,-346.854,-484,1,7,15,6,95.97750773,104.2270319,106.3041015,83.33842575,109.7384325,87.19618064,91.48974509,94.00890152,101.5785035,93.91039409,80.14953675,77.80979622,109.7384325,117.2726016,104.3762811,95.85243155,5.600995767,-10.31663785,-26.15456477,-5.528629535,0,30.07642099,12.88653604,1.843530028,2,4,3,1,4,4,2,3,4,NA,3,4,4,4,3,4,4,4,4,5,NA,4,2,0,1,2,0,0,2,1,1,NA,1,31,0,31,0,8.055836667
67,crosswords,7,-442.709,-399,0,6,9,5,25,"[25,30)",9,-419.868,-360,0,6,8,5,74.43927782,86.11592121,102.3043455,69.47642982,97.78409342,85.81110163,92.55730046,75.6180189,81.16770745,88.10832486,114.6750762,69.47642982,97.78409342,82.78705541,92.55730046,80.52844587,6.728429631,1.992403647,12.37073075,0,0,-3.024046216,0,4.910426964,3,5,5,3,5,5,1,3,2,NA,3.555555556,4,5,4,2,4,4,2,3,2,NA,3.333333333,1,0,-1,-1,-1,-1,1,0,0,NA,-0.222222222,70,0,70,0,30.02854639
68,lumosity,7,-719.892,-399,3,5,12,4,32,"[30,35)",11,-469.567,-466,4,6,14,5,74.06850565,68.75760901,104.0176507,81.55988973,86.27662334,99.26990935,81.62188133,72.34308123,87.35070496,86.45312699,87.43382443,84.88656428,99.44522366,111.2846825,94.19503153,86.80359336,13.28219931,17.69551797,-16.58382631,3.326674552,13.16860032,12.01477312,12.5731502,14.46051213,2,4,4,NA,2,3,2,3,2,NA,2.75,4,5,4,NA,2,4,3,2,5,NA,3.625,2,1,0,NA,0,1,1,-1,3,NA,0.875,0,49,49,0,9.045593611
69,crosswords,17,-591.318,-439,12,5,6,6,25,"[25,30)",15,-514.529,-506,12,6,10,4,105.14905,77.37066649,91.83138937,108.9141837,84.41604731,77.37066649,105.265139,86.56598237,98.79640253,81.63912539,76.9526718,108.9141837,97.78409342,89.18550509,79.51736008,81.94588784,-6.352647444,4.268458904,-14.87871757,0,13.36804612,11.81483861,-25.74777894,-4.62009453,2,2,2,4,3,4,3,3,4,NA,3,4,5,3,NA,3,4,3,4,4,NA,3.75,2,3,1,NA,0,0,0,1,0,NA,0.75,3,0,3,0,0.340980833
70,lumosity,17,-164.087,-472,10,6,12,6,55,"[55,60)",16,-280.738,-419,13,6,14,0,110.7236012,124.2003759,97.27797525,109.7119218,110.6589712,108.6832773,118.4512193,121.5484337,107.2963581,110.8534628,107.5798163,120.6798809,110.6589712,121.2114596,61.69849855,110.7944165,-3.42724311,-13.34691308,10.30184108,10.96795911,0,12.52818228,-56.75272076,-10.75401718,5,4,5,2,2,3,3,3,4,NA,3.444444444,4,4,4,2,3,4,2,4,4,NA,3.444444444,-1,0,-1,0,1,1,-1,1,0,NA,0,0,65,65,0,13.98269681
71,crosswords,19,-335.954,-410,14,7,16,6,25,"[25,30)",20,-227.897,-425,18,7,16,6,110.3657318,94.78133406,99.08130049,114.3954083,110.899714,123.5587754,105.265139,115.6649414,113.0659127,103.8679647,94.61845571,127.9100601,110.899714,123.5587754,105.265139,121.4133644,2.700180945,9.086630634,-4.462844778,13.51465185,0,0,0,5.748423025,2,4,2,2,4,2,4,4,4,NA,3.111111111,3,4,4,5,4,3,2,4,4,NA,3.666666667,1,0,2,3,0,1,-2,0,0,NA,0.555555556,63,0,63,0,18.32595944
72,lumosity,14,-335.954,-446,11,6,10,5,58,"[55,60)",14,-560.068,-386,9,7,14,5,101.1541869,105.3234568,101.9101879,112.912405,110.6589712,99.54873885,104.3725447,109.6336875,101.1541869,88.88433764,116.2047901,106.4059472,124.2003759,121.2114596,104.3725447,116.8516674,0,-16.43911915,14.29460225,-6.506457738,13.54140472,21.66272078,0,7.217979929,3,4,4,4,2,2,4,4,2,NA,3.222222222,4,4,3,4,2,2,2,2,2,NA,2.777777778,1,0,-1,0,0,0,-2,-2,0,NA,-0.444444444,0,59,59,0,13.79122264
73,crosswords,20,-173.992,-375,1,6,14,7,30,"[30,35)",20,-161.339,-385,13,6,12,4,114.036921,111.4012451,112.1157252,74.93491032,99.44522366,111.2846825,118.2550683,111.1793818,114.036921,113.2855782,108.0474594,114.3567219,99.44522366,99.26990935,81.62188133,108.0074562,0,1.884333104,-4.06826583,39.42181161,0,-12.01477312,-36.63318693,-3.171925608,3,3,4,3,5,4,4,4,5,NA,3.888888889,4,3,4,4,4,4,3,4,4,NA,3.777777778,1,0,0,1,-1,0,-1,0,-1,NA,-0.111111111,49,0,49,0,12.56498778
74,lumosity,19,-227.133,-341,16,4,13,4,35,"[35,40)",20,-50.811,-391,15,6,11,5,111.2780894,105.9525205,124.7895924,126.0499334,73.72117113,106.7178775,81.6317446,108.0547637,114.2213067,139.7945327,107.3316462,123.8588333,100.7002435,96.3132714,95.32549902,121.0880798,2.943217312,33.84201226,-17.45794624,-2.191100162,26.9790724,-10.40460613,13.69375442,13.03331607,1,4,1,3,4,4,4,1,2,NA,2.666666667,5,5,4,4,5,5,5,5,5,3,4.777777778,4,1,3,1,1,1,1,4,3,NA,2.111111111,0,31,31,0,13.27121597
75,lumosity,18,-596.74,-525,0,6,11,5,30,"[30,35)",16,-346.854,-382,7,5,14,6,107.9465092,77.76201787,74.19763012,68.22759489,99.44522366,94.78840165,94.19503153,77.73724256,102.5519704,95.58755869,109.3249905,94.8813271,86.27662334,111.2846825,106.3436639,101.6241541,-5.394538859,17.82554082,35.12736038,26.65373221,-13.16860032,16.49628082,12.14863241,23.88691151,1,4,3,4,3,4,1,1,NA,NA,2.625,3,4,4,3,5,5,3,2,5,NA,3.777777778,2,0,1,-1,2,1,2,1,NA,NA,1.152777778,0,54,54,0,10.82303542
76,lumosity,8,-199.77,-508,5,5,10,5,52,"[50,55)",13,-300.223,-421,8,6,14,5,81.66962262,113.9777197,86.36094787,91.23424614,94.13413715,95.91522691,100.3547446,89.95971063,95.86919378,105.6272852,107.1324299,102.449485,108.3483539,119.4061229,100.3547446,110.5926257,14.19957115,-8.350434542,20.77148206,11.21523891,14.21421678,23.49089596,0,20.63291506,3,5,4,3,4,4,4,5,4,NA,4,3,5,5,NA,5,5,4,5,5,NA,4.625,0,0,1,NA,1,1,0,0,1,NA,0.625,0,68,68,0,26.47550583
77,lumosity,14,-598.185,-474,3,4,6,4,52,"[50,55)",14,-320.713,-505,6,0,4,5,98.40077352,83.33294675,93.94220367,83.65783834,79.74395703,84.81318135,87.08262768,76.21301652,98.40077352,103.9928217,87.40093659,94.93967009,59.60093392,76.98819183,100.3547446,78.95188917,0,20.6598749,-6.541267086,11.28183176,-20.14302311,-7.824989517,13.27211693,2.738872653,1,2,1,4,3,3,2,2,4,NA,2.444444444,2,2,2,4,3,4,5,3,5,NA,3.333333333,1,0,1,0,0,1,3,1,1,NA,0.888888889,0,51,51,0,11.70704972
78,lumosity,4,-161.339,-590,6,3,1,3,24,"[18,25)",4,-381.711,-446,3,4,2,3,63.93110165,110.5028291,65.61977091,92.2774394,62.87890526,55.25944187,67.35368793,56.02249672,63.93110165,90.34981892,88.46528935,83.33842575,72.77499024,62.48355621,67.35368793,56.78519643,0,-20.15301023,22.84551843,-8.939013647,9.896084981,7.224114342,0,0.762699711,2,2,2,4,4,4,2,2,2,NA,2.666666667,5,5,5,5,5,5,5,5,5,NA,5,3,3,3,1,1,1,3,3,3,NA,2.333333333,0,67,67,0,13.14317431
79,crosswords,11,-46.462,-406,3,6,11,5,56,"[55,60)",10,-422.46,-519,10,6,10,6,90.22617246,145.0563816,111.6505624,85.32774571,110.6589712,104.0596246,104.3725447,114.0001072,86.79466504,98.14034211,88.95020347,109.7119218,110.6589712,99.54873885,118.4512193,103.3936744,-3.431507417,-46.91603947,-22.7003589,24.38417612,0,-4.510885746,14.07867464,-10.60643272,1,1,3,2,3,3,2,2,3,NA,2.222222222,2,2,2,3,3,3,3,2,3,NA,2.555555556,1,1,-1,1,0,0,1,0,0,NA,0.333333333,65,0,65,0,15.4081825
80,lumosity,12,-398.125,-400,0,6,10,5,36,"[35,40)",10,-161.339,-512,0,6,9,5,90.37931782,91.86885578,105.0962948,69.57896283,100.7002435,92.0995501,95.32549902,84.98874333,84.21194327,113.6062792,79.92791198,69.57896283,100.7002435,88.78813218,95.32549902,81.75996931,-6.167374549,21.73742341,-25.16838286,0,0,-3.311417913,0,-3.228774013,1,2,4,2,2,1,2,2,2,NA,2,2,2,3,2,3,2,2,3,4,NA,2.555555556,1,0,-1,0,1,1,0,1,2,NA,0.555555556,0,46,46,0,9.628537189
81,crosswords,7,-271.795,-455,6,6,12,5,19,"[18,25)",8,-138.833,-376,6,8,15,6,73.65641597,99.06836803,85.93954222,92.2774394,96.84357409,98.83503824,91.48974509,83.21122206,77.37261524,114.8290534,108.7426226,92.2774394,122.8533768,117.2726016,104.3762811,110.1103301,3.716199271,15.7606854,22.80308038,0,26.00980276,18.43756339,12.88653604,26.89910801,1,3,4,5,5,4,2,3,4,NA,3.444444444,4,4,3,2,4,4,1,2,3,4,3,3,1,-1,-3,-1,0,-1,-1,-1,NA,-0.444444444,21,0,21,0,6.279955556
82,lumosity,9,-638.911,-434,1,4,10,4,68,"[65,70)",10,-184.226,-527,7,5,9,4,85.48867651,86.77002692,110.381157,80.29190245,88.9447228,100.1044437,92.72714482,84.8900437,89.88265375,125.5193225,91.40548677,104.3420404,100.7313896,96.73671212,92.72714482,100.3614963,4.393977239,38.74929558,-18.97567028,24.05013799,11.78666682,-3.367731568,0,15.47145256,3,3,4,4,1,2,1,2,4,NA,2.666666667,4,3,4,5,1,4,1,2,2,NA,2.888888889,1,0,0,1,0,2,0,0,-2,NA,0.222222222,0,30,30,0,6.347647639
83,crosswords,17,-188.541,-398,12,6,8,7,20,"[18,25)",17,-184.97,-390,14,6,11,4,104.6197456,107.4782755,102.0474517,110.2752517,96.84357409,84.29950428,116.828507,105.8943631,104.6197456,108.2174306,104.5634557,116.3986931,96.84357409,93.83254199,78.38176743,100.7120106,0,0.739155119,2.516004034,6.123441428,0,9.533037713,-38.44673958,-5.182352494,4,3,3,2,5,3,2,2,3,NA,3,4,5,5,2,5,4,4,3,4,NA,4,0,2,2,0,0,1,2,1,1,NA,1,44,0,44,0,4.8635175
84,crosswords,6,-430.852,-400,0,6,4,4,32,"[30,35)",11,-724.907,-436,0,5,12,5,69.93453624,88.79264866,103.7760961,68.22759489,99.44522366,71.32285613,81.62188133,69.10728526,87.35070496,68.22759489,93.78380006,68.22759489,86.27662334,99.26990935,94.19503153,72.83767717,17.41616872,-20.56505377,-9.99229608,0,-13.16860032,27.94705322,12.5731502,3.730391904,4,4,2,5,5,3,1,1,2,NA,3,5,5,4,2,5,5,2,4,5,NA,4.111111111,1,1,2,-3,0,2,1,3,3,NA,1.111111111,46,0,46,0,13.56717444
85,lumosity,14,-370.77,-385,6,5,14,4,40,"[40,45)",14,-172.743,-348,6,6,14,5,96.19979345,96.14430212,111.0122544,92.25699045,89.19765074,115.5465008,83.89115329,95.66238492,96.19979345,115.0940498,123.3216039,92.25699045,101.9932487,115.5465008,98.00675126,111.4318569,0,18.94974767,12.30934949,0,12.795598,0,14.11559796,15.76947194,3,4,3,1,3,2,2,3,5,NA,2.888888889,4,5,3,4,5,4,4,5,5,5,4.333333333,1,1,0,3,2,2,2,2,0,NA,1.444444444,0,50,50,0,10.2327275
86,lumosity,12,-260.226,-354,4,6,14,5,32,"[30,35)",15,-470.834,-360,4,6,13,7,90.46157175,103.7459718,119.8925856,84.88656428,99.44522366,111.2846825,94.19503153,100.9695399,99.41601051,86.36511115,118.0125848,84.88656428,99.44522366,105.2736597,118.2550683,103.2867157,8.954438766,-17.38086068,-1.880000734,0,0,-6.011022728,24.06003673,2.31717575,3,3,3,2,2,2,3,3,2,NA,2.555555556,4,4,4,2,4,5,5,3,4,NA,3.888888889,1,1,1,0,2,3,2,0,2,NA,1.333333333,0,48,48,0,70.07856931
87,crosswords,21,-268.303,-357,12,7,15,5,37,"[35,40)",18,-138.833,-346,16,7,16,6,117.8501465,103.1734675,119.9503475,111.9529111,114.6181379,120.072088,95.32549902,122.3302451,108.1311442,118.2628859,123.8588333,126.0499334,114.6181379,128.0839465,108.1891174,133.3564171,-9.719002285,15.08941838,3.908485759,14.09702235,0,8.011858516,12.8636184,11.026172,4,5,5,2,4,4,4,4,5,NA,4.111111111,5,5,4,2,4,4,4,3,5,3,4,1,0,-1,0,0,0,0,-1,0,NA,-0.111111111,64,0,64,0,16.08609222
88,lumosity,7,-518.261,-539,0,5,10,3,74,"[70,75)",6,-802.283,-719,0,5,6,4,80.88442148,98.57001069,91.74910569,77.82062158,103.1158876,106.6354181,86.82455717,85.13558604,76.28801811,78.50714638,66.45190814,77.82062158,103.1158876,92.83550402,99.28581714,71.94601958,-4.596403373,-20.06286431,-25.29719754,0,0,-13.79991404,12.46125997,-13.18956646,1,1,2,4,4,2,3,3,3,NA,2.555555556,3,2,4,4,4,3,2,3,4,NA,3.222222222,2,1,2,0,0,1,-1,0,1,NA,0.666666667,0,23,23,0,5.659975
89,crosswords,9,-471.676,-522,7,6,13,6,29,"[25,30)",13,-227.897,-460,9,5,9,4,81.16770745,84.49085434,74.53215525,94.14949451,97.78409342,103.2608009,105.265139,83.86449998,92.92593645,103.8679647,87.09308257,100.4810053,84.41604731,85.81110163,79.51736008,82.20461949,11.758229,19.37711035,12.56092732,6.33151078,-13.36804612,-17.44969923,-25.74777894,-1.659880498,2,2,1,2,4,3,5,4,4,NA,3,1,2,1,1,4,3,4,4,4,NA,2.666666667,-1,0,0,-1,0,0,-1,0,0,NA,-0.333333333,14,0,14,0,3.675311389
90,lumosity,14,-604.432,-452,5,5,13,5,22,"[18,25)",12,-667.065,-441,6,5,11,5,95.97750773,73.9848466,86.91033981,89.17443288,84.26850625,104.4136606,91.48974509,80.4328609,90.15077663,70.28871405,90.26156747,92.2774394,84.26850625,93.83254199,91.48974509,76.809784,-5.826731102,-3.696132548,3.351227665,3.103006516,0,-10.58111865,0,-3.623076899,5,5,4,2,3,3,2,2,4,NA,3.333333333,2,5,5,NA,4,5,3,4,4,NA,4,-3,0,1,NA,1,2,1,2,0,NA,0.666666667,0,57,57,0,27.33137611
