subNum, blockNum, trialNum, curvature, width,occludedHalf, startSide, response, RT,,,,,
16,2,42,30,0.80 ,1,1,0,3.600 ,,,,,
16,3,1,30,0.80 ,1,1,0,3.620 ,,,,,
16,3,2,-30,1.00 ,2,-1,1,3.790 ,,,,,
16,3,3,45,1.20 ,1,1,0,3.640 ,,,,,
16,3,4,15,0.80 ,2,-1,0,3.690 ,,,,,
16,3,5,-30,1.20 ,1,1,1,3.640 ,,,,,
16,3,6,30,1.20 ,2,-1,0,3.580 ,,,,,
16,3,7,0,0.80 ,2,-1,1,3.640 ,,,,,
16,3,8,45,1.00 ,1,1,0,3.680 ,,,,,
16,3,9,-15,1.20 ,2,-1,1,3.770 ,,,,,
16,3,10,45,1.20 ,2,-1,1,4.090 ,,,,,
16,3,11,-45,1.00 ,1,1,1,3.640 ,,,,,
16,3,12,0,1.20 ,1,1,0,3.750 ,,,,,
16,3,13,30,1.00 ,2,-1,1,3.600 ,,,,,
16,3,14,0,1.20 ,2,-1,0,3.690 ,,,,,
16,3,15,30,1.00 ,1,1,0,3.690 ,,,,,
16,3,16,-45,1.20 ,1,1,1,3.680 ,,,,,
16,3,17,0,0.80 ,1,1,1,4.290 ,,,,,
16,3,18,-30,1.00 ,1,1,1,3.700 ,,,,,
16,3,19,-15,1.00 ,1,1,0,3.840 ,,,,,
16,3,20,-15,0.80 ,1,1,0,3.720 ,,,,,
16,3,21,15,0.80 ,1,1,0,3.650 ,,,,,
16,3,22,-45,0.80 ,2,-1,1,3.650 ,,,,,
16,3,23,0,1.00 ,1,1,1,3.910 ,,,,,
16,3,24,30,1.20 ,1,1,0,3.860 ,,,,,
16,3,25,15,1.00 ,1,1,0,3.480 ,,,,,
16,3,26,-15,0.80 ,2,-1,0,3.670 ,,,,,
16,3,27,-15,1.00 ,2,-1,1,3.640 ,,,,,
16,3,28,-30,0.80 ,2,-1,1,3.610 ,,,,,
16,3,29,15,1.20 ,2,-1,0,3.570 ,,,,,
16,3,30,45,0.80 ,2,-1,0,3.620 ,,,,,
16,3,31,-15,1.20 ,1,1,1,3.650 ,,,,,
16,3,32,0,1.00 ,2,-1,0,3.660 ,,,,,
16,3,33,-45,0.80 ,1,1,1,3.680 ,,,,,
16,3,34,-45,1.00 ,2,-1,1,3.600 ,,,,,
16,3,35,-45,1.20 ,2,-1,1,3.650 ,,,,,
16,3,36,-30,1.20 ,2,-1,1,3.740 ,,,,,
16,3,37,-30,0.80 ,1,1,1,3.630 ,,,,,
16,3,38,15,1.00 ,2,-1,0,3.680 ,,,,,
16,3,39,45,0.80 ,1,1,1,3.630 ,,,,,
16,3,40,15,1.20 ,1,1,0,3.770 ,,,,,
16,3,41,45,1.00 ,2,-1,0,3.680 ,,,,,
16,3,42,30,0.80 ,2,-1,0,3.670 ,,,,,
