id,trial,image,imagecategory,pointx,pointy
19,14,25,1,-1.495717,-2.449493
19,15,27,1,4.3841,2.640102
19,16,35,1,3.338471,-2.640102
19,17,40,1,-2.068116,1.845559
19,18,17,0,-0.572939,1.59114
19,19,36,1,-0.222816,2.798899
19,20,32,1,-0.891196,-3.243292
19,21,11,0,2.227047,0.732073
19,22,21,1,-7.594643,0.541111
19,23,15,0,-0.700247,0.190985
19,24,33,1,-2.385944,2.068116
19,25,10,0,-3.782384,3.052883
19,26,19,0,-6.780007,-7.312986
19,27,30,1,-0.923019,0.986663
19,28,18,0,6.18293,-5.805125
19,29,26,1,3.17983,2.036325
19,30,13,0,0.477454,0.66842
19,31,22,1,-4.06752,-2.925905
19,32,24,1,1.27303,-1.082125
19,33,3,0,0.636594,-2.29061
19,34,12,0,-2.227047,0.445625
19,35,34,1,3.814075,-0.732073
19,36,20,0,0.350137,-0.063662
19,37,4,0,3.940817,-7.938389
19,38,6,0,0.477454,2.671865
19,39,37,1,-4.194183,2.703626
19,40,8,0,4.573921,0.445625
20,1,4,0,-0.095493,-1.400285
20,2,20,0,-3.718994,-3.370193
20,3,8,0,-1.241214,-1.082125
20,4,10,0,-4.668794,0.222816
20,5,40,1,4.668794,3.782384
20,6,9,0,1.718358,-3.87745
20,7,15,0,-0.286477,-0.986663
20,8,38,1,-0.127324,1.241214
20,9,7,0,0.509282,1.241214
20,10,12,0,-4.194183,1.177581
20,11,33,1,3.401913,-3.11636
20,12,14,0,0.127324,-1.145763
20,13,16,0,0.572939,-1.050305
20,14,36,1,5.647555,3.655595
20,15,35,1,5.111188,-4.130856
20,16,37,1,10.388858,-11.218083
20,17,26,1,-4.352454,-1.27303
20,18,17,0,-0.222816,-3.17983
20,19,39,1,10.573523,-10.757967
20,20,23,1,10.511993,-11.279322
20,21,13,0,0.063662,1.050305
20,22,27,1,-4.004173,-2.894156
20,23,5,0,-0.286477,-0.732073
20,24,25,1,9.833564,-10.542761
20,25,24,1,0.891196,-1.622946
20,26,18,0,-3.021141,-1.27303
20,27,28,1,-3.814075,1.495717
20,28,34,1,-0.445625,-1.050305
20,29,6,0,0.222816,0.254646
20,30,2,0,-1.654751,0.063662
20,31,11,0,-0.572939,1.495717
20,32,29,1,9.059238,-9.462322
20,33,31,1,2.894156,-2.894156
20,34,30,1,10.049739,-11.768289
20,35,21,1,-0.572939,-2.099905
20,36,32,1,9.74083,-10.018875
20,37,1,0,-0.763898,-0.604766
20,38,19,0,4.542291,-2.640102
20,39,3,0,0.127324,-0.923019
20,40,22,1,10.234803,-11.61567
21,1,39,1,-4.479023,-4.542291
21,2,37,1,3.718994,-2.894156
21,3,8,0,-0.572939,-1.336659
21,4,18,0,-0.827548,4.953257
21,5,22,1,-0.063662,0.66842
21,6,14,0,0.477454,-1.559333
21,7,15,0,-0.286477,0.572939
21,8,13,0,-0.159155,-4.700413
21,9,4,0,0.763898,0.795724
21,10,38,1,1.432096,1.940948
21,11,16,0,1.241214,-1.27303
21,12,11,0,-1.559333,-0.413796
21,13,24,1,2.449493,-5.584502
21,14,3,0,-0.254646,1.018484
21,15,34,1,-0.859372,-3.052883
21,16,29,1,-0.286477,-2.258829
21,17,17,0,-0.572939,2.513035
21,18,40,1,-2.29061,-0.891196
21,19,10,0,-0.923019,0.923019
21,20,23,1,4.795252,2.894156
21,21,20,0,0.636594,1.113944
21,22,5,0,0.095493,-0.986663
21,23,12,0,-2.227047,-0.413796
21,24,30,1,0.031831,2.322389
21,25,26,1,2.767143,-3.560481
21,26,27,1,-2.385944,-2.608338
21,27,9,0,1.177581,0.604766
21,28,36,1,-0.254646,1.241214
21,29,32,1,-0.763898,-1.877356
21,30,6,0,0.127324,0.286477
21,31,1,0,-1.781961,-3.560481
21,32,7,0,7.750961,0.891196
21,33,33,1,-0.477454,-3.909135
21,34,28,1,-1.304845,0.986663
21,35,25,1,-0.318307,1.559333
21,36,2,0,3.623893,-3.338471
21,37,35,1,-4.194183,1.718358
21,38,31,1,0.700247,-3.75069
21,39,19,0,-2.798899,-3.243292
21,40,21,1,-3.592188,1.527525
22,1,33,1,2.640102,-6.623019
22,2,14,0,-3.243292,-4.858463
22,3,40,1,4.700413,2.576572
22,4,31,1,7.719707,-0.700247
22,5,27,1,2.258829,-2.989397
22,6,7,0,2.862405,-5.647555
22,7,32,1,5.26904,-5.868129
22,8,26,1,-1.177581,-3.560481
22,9,5,0,1.495717,-2.036325
22,10,4,0,0.859372,-6.057053
22,11,19,0,4.194183,-6.905523
22,12,37,1,3.338471,-5.805125
22,13,39,1,0.636594,-2.671865
22,14,15,0,6.87415,-4.542291
22,15,18,0,0.732073,-5.079608
22,16,23,1,2.258829,0.063662
22,17,35,1,1.27303,-7.250347
22,18,10,0,1.177581,3.623893
22,19,20,0,1.81376,-3.148096
22,20,38,1,1.718358,-6.87415
22,21,6,0,-1.81376,-8.997143
22,22,30,1,4.479023,-4.921662
22,23,3,0,1.59114,-4.98485
22,24,8,0,2.481265,-6.905523
22,25,2,0,3.243292,-4.320805
22,26,29,1,0.127324,-0.827548
22,27,16,0,2.544804,-4.700413
22,28,17,0,0.031831,-5.142765
22,29,25,1,0.732073,-5.174338
22,30,24,1,3.814075,-1.432096
22,31,34,1,-1.909152,-6.465932
22,32,21,1,-2.735385,-1.845559
22,33,13,0,2.322389,-3.43363
22,34,36,1,4.06752,-6.340192
22,35,9,0,2.576572,-6.371633
22,36,12,0,2.195263,-7.156355
22,37,28,1,0.381966,-3.655595
22,38,11,0,-0.318307,-5.584502
22,39,1,0,5.079608,-4.415744
22,40,22,1,1.972741,-7.782211
23,1,15,0,4.352454,-4.921662
23,2,19,0,4.953257,4.98485
23,3,25,1,-0.827548,-2.385944
23,4,32,1,-4.099189,-4.194183
23,5,29,1,-0.413796,-8.530766
23,6,9,0,5.868129,-4.668794
23,7,4,0,0.318307,1.432096
23,8,5,0,0.350137,-0.986663
23,9,8,0,2.481265,0.827548
23,10,6,0,0.891196,-0.572939
23,11,14,0,5.300601,-3.49706
23,12,10,0,-4.3841,3.27502
23,13,17,0,3.814075,4.542291
23,14,20,0,6.717224,-4.763642
23,15,22,1,-0.572939,-0.509282
23,16,40,1,-3.623893,3.148096
23,17,2,0,3.465346,-3.084622
23,18,3,0,0.604766,-0.891196
23,19,30,1,2.989397,-1.400285
23,20,38,1,-3.338471,-3.148096
23,21,33,1,5.048025,2.131692
23,22,27,1,-2.385944,-2.830653
23,23,26,1,5.899625,3.17983
23,24,37,1,3.909135,-4.289153
23,25,11,0,-1.781961,-3.401913
23,26,7,0,-2.258829,1.59114
23,27,28,1,3.655595,-2.036325
23,28,21,1,-2.798899,-2.767143
23,29,39,1,2.227047,-2.227047
23,30,23,1,2.640102,0.763898
23,31,36,1,0.763898,-4.225842
23,32,31,1,2.004534,-1.050305
23,33,24,1,1.845559,1.177581
23,34,34,1,-0.095493,-3.75069
23,35,1,0,-3.655595,-3.623893
23,36,13,0,3.11636,-1.336659
23,37,16,0,0.732073,-1.209398
23,38,12,0,-3.814075,0.636594
23,39,18,0,0.063662,2.830653
23,40,35,1,4.921662,0.541111
24,1,12,0,1.781961,-0.159155
24,2,32,1,5.237476,1.432096
24,3,4,0,-0.286477,-1.336659
24,4,1,0,-0.477454,1.781961
24,5,39,1,4.668794,-3.49706
24,6,9,0,-1.686555,-1.177581
24,7,16,0,1.432096,0.923019
24,8,8,0,-2.957652,-0.127324
24,9,25,1,-0.254646,1.940948
24,10,18,0,-0.827548,-1.622946
24,11,26,1,3.338471,-4.289153
24,12,15,0,0.859372,-1.686555
24,13,13,0,0.254646,0.732073
24,14,17,0,-1.781961,-0.572939
24,15,27,1,-3.211562,-2.036325
24,16,22,1,0.572939,1.145763
24,17,2,0,-2.449493,-0.636594
24,18,33,1,-2.385944,1.718358
24,19,40,1,-1.718358,-0.954841
24,20,14,0,0.541111,0.127324
24,21,30,1,-3.43363,0.509282
24,22,20,0,-3.052883,-2.957652
24,23,28,1,-2.925905,-3.370193
24,24,38,1,0.063662,-0.986663
24,25,31,1,-2.258829,0.254646
24,26,10,0,-0.763898,0.604766
24,27,34,1,-1.527525,-2.957652
24,28,35,1,0.66842,0.572939
24,29,6,0,2.798899,0.636594
24,30,37,1,-2.830653,0.572939
24,31,7,0,0.827548,-0.318307
24,32,36,1,-0.445625,-1.113944
24,33,3,0,-0.445625,-0.541111
24,34,21,1,-0.413796,-1.909152
24,35,23,1,1.654751,-0.350137
24,36,11,0,-1.304845,0.827548
24,37,29,1,0.222816,-0.795724
24,38,5,0,-0.572939,-0.795724
24,39,24,1,2.004534,1.018484
24,40,19,0,2.036325,1.527525
