id,trial,image,imagecategory,pointx,pointy
5,31,38,1,0.413796,0.763898
5,32,16,0,0.509282,2.417719
5,33,30,1,-0.859372,-3.306746
5,34,14,0,1.368472,0.763898
5,35,35,1,-1.241214,-0.286477
5,36,24,1,-3.338471,3.021141
5,37,5,0,0.063662,-0.063662
5,38,3,0,-0.763898,3.940817
5,39,29,1,-0.222816,-2.894156
5,40,26,1,4.637173,1.909152
6,1,40,1,-1.082125,-1.050305
6,2,36,1,0.159155,0.763898
6,3,11,0,4.194183,-0.541111
6,4,38,1,-2.449493,3.021141
6,5,35,1,-3.972496,1.336659
6,6,31,1,-0.222816,-1.113944
6,7,26,1,3.465346,2.036325
6,8,21,1,-1.654751,-2.417719
6,9,27,1,-5.205909,-2.862405
6,10,9,0,-2.227047,-1.113944
6,11,16,0,1.145763,-1.209398
6,12,14,0,0.222816,0.413796
6,13,24,1,2.004534,1.368472
6,14,29,1,-0.604766,-5.773618
6,15,6,0,-2.544804,1.718358
6,16,13,0,0.031831,0.700247
6,17,8,0,4.795252,0.923019
6,18,2,0,4.763642,-3.655595
6,19,18,0,-2.513035,-1.940948
6,20,28,1,1.845559,-1.082125
6,21,23,1,2.417719,0.700247
6,22,20,0,0.318307,0.095493
6,23,3,0,-0.254646,-1.75016
6,24,10,0,-1.27303,-4.035847
6,25,34,1,-1.495717,2.417719
6,26,37,1,3.655595,-1.781961
6,27,5,0,0.572939,-1.27303
6,28,17,0,0.477454,0.190985
6,29,22,1,2.671865,1.336659
6,30,7,0,4.605548,2.544804
6,31,33,1,4.289153,-3.560481
6,32,32,1,-0.477454,2.036325
6,33,12,0,-2.576572,-0.222816
6,34,4,0,-0.66842,0.923019
6,35,30,1,-4.605548,1.75016
6,36,39,1,4.162521,-3.211562
6,37,25,1,4.415744,1.877356
6,38,15,0,-0.477454,-0.222816
6,39,1,0,-1.845559,0.541111
6,40,19,0,4.194183,0.66842
7,1,3,0,-1.082125,-0.477454
7,2,19,0,2.195263,3.845764
7,3,30,1,9.090277,9.524252
7,4,38,1,0.031831,7.281669
7,5,18,0,-2.862405,-0.222816
7,6,23,1,7.125016,-5.584502
7,7,9,0,2.798899,-4.320805
7,8,29,1,0.66842,6.780007
7,9,39,1,7.625916,-1.050305
7,10,33,1,3.814075,-2.227047
7,11,21,1,1.241214,7.030973
7,12,13,0,-0.190985,0.159155
7,13,7,0,0.159155,0.222816
7,14,14,0,0.763898,-1.559333
7,15,5,0,-0.413796,-0.827548
7,16,4,0,0.66842,-1.241214
7,17,36,1,-0.636594,7.563366
7,18,16,0,3.687296,-2.385944
7,19,35,1,-9.307399,-1.972741
7,20,25,1,2.767143,-8.872891
7,21,20,0,-2.767143,-2.099905
7,22,28,1,8.094448,6.21439
7,23,12,0,-3.052883,-0.318307
7,24,6,0,-2.862405,0.413796
7,25,26,1,1.81376,-7.657184
7,26,27,1,7.030973,-6.717224
7,27,22,1,8.530766,-5.836629
7,28,8,0,-3.87745,-0.604766
7,29,32,1,2.004534,-7.96961
7,30,1,0,-0.891196,0.127324
7,31,11,0,-0.954841,1.304845
7,32,15,0,2.449493,-1.781961
7,33,34,1,8.997143,1.686555
7,34,24,1,3.560481,-8.063246
7,35,31,1,-1.781961,1.527525
7,36,17,0,4.06752,-1.241214
7,37,2,0,-2.735385,0.222816
7,38,37,1,-6.560196,-4.98485
7,39,10,0,2.481265,-2.195263
7,40,40,1,6.717224,-8.37505
8,1,3,0,-4.921662,-8.156839
8,2,32,1,7.719707,1.432096
8,3,19,0,1.559333,-0.509282
8,4,29,1,8.530766,-10.60428
8,5,26,1,-6.748618,-0.286477
8,6,38,1,3.401913,-0.859372
8,7,37,1,-9.802659,-10.972866
8,8,39,1,8.655247,-0.509282
8,9,35,1,8.903962,6.936892
8,10,28,1,0.795724,-1.432096
8,11,25,1,-4.826859,-5.805125
8,12,2,0,-7.750961,0.159155
8,13,1,0,8.997143,-8.624134
8,14,12,0,-8.468494,-0.222816
8,15,13,0,9.307399,7.219021
8,16,17,0,-1.336659,-7.030973
8,17,4,0,-2.671865,-3.17983
8,18,10,0,5.805125,-5.836629
8,19,15,0,-6.057053,1.654751
8,20,21,1,6.811392,2.004534
8,21,27,1,-1.909152,0.350137
8,22,23,1,-7.907163,-9.245392
8,23,24,1,9.090277,6.151467
8,24,22,1,-0.159155,-1.082125
8,25,34,1,0.222816,6.936892
8,26,18,0,-9.555209,-2.640102
8,27,9,0,7.125016,-5.899625
8,28,40,1,-1.622946,-7.813456
8,29,8,0,-7.406912,-7.156355
8,30,7,0,7.782211,0
8,31,33,1,8.343892,7.625916
8,32,36,1,-5.931118,-8.406203
8,33,5,0,0.891196,-2.099905
8,34,31,1,8.063246,-5.899625
8,35,16,0,-6.717224,-0.063662
8,36,14,0,1.622946,-1.559333
8,37,30,1,7.594643,-0.66842
8,38,11,0,-1.145763,-0.636594
8,39,20,0,3.401913,-7.875932
8,40,6,0,0.891196,0.732073
9,1,11,0,-0.954841,0.350137
9,2,19,0,-2.481265,-2.894156
9,3,32,1,-0.477454,-2.989397
9,4,2,0,-1.622946,-0.031831
9,5,30,1,-4.921662,2.163478
9,6,27,1,7.96961,2.767143
9,7,16,0,3.814075,0.732073
9,8,5,0,1.622946,-1.336659
9,9,26,1,3.687296,-4.225842
9,10,38,1,0.350137,-1.050305
9,11,20,0,-3.306746,-1.877356
9,12,37,1,3.49706,-1.972741
9,13,6,0,-2.29061,2.385944
9,14,28,1,2.894156,-0.254646
9,15,21,1,-0.763898,-0.732073
9,16,14,0,1.113944,0.381966
9,17,29,1,-3.084622,-2.449493
9,18,17,0,3.940817,0.222816
9,19,3,0,0.381966,-1.177581
9,20,31,1,-2.099905,1.59114
9,21,12,0,-3.465346,0.254646
9,22,25,1,4.130856,1.495717
9,23,13,0,0.509282,0.254646
9,24,15,0,3.211562,1.177581
9,25,18,0,0.222816,-0.445625
9,26,24,1,7.688448,-0.763898
9,27,39,1,0.795724,6.497357
9,28,36,1,0.159155,-7.938389
9,29,35,1,-0.222816,-1.909152
9,30,23,1,-3.084622,-4.035847
9,31,8,0,-2.29061,0.445625
9,32,1,0,-0.954841,3.11636
9,33,34,1,-1.082125,-3.338471
9,34,40,1,4.320805,0.572939
9,35,10,0,5.363713,-0.66842
9,36,33,1,4.130856,-2.767143
9,37,7,0,4.479023,2.29061
9,38,22,1,5.489898,-4.510659
9,39,4,0,0,-1.432096
9,40,9,0,-2.258829,-1.177581
10,1,26,1,4.289153,-4.162521
10,2,3,0,-0.732073,0.159155
10,3,1,0,-2.830653,4.130856
10,4,20,0,-4.826859,-3.243292
10,5,40,1,4.194183,-3.49706
10,6,24,1,2.195263,1.082125
10,7,32,1,-0.477454,-1.113944
10,8,21,1,-1.686555,-3.11636
10,9,2,0,-4.162521,-0.190985
10,10,11,0,-4.352454,0.763898
10,11,10,0,-1.972741,-3.465346
10,12,25,1,-0.763898,-3.084622
10,13,33,1,3.560481,-3.052883
10,14,7,0,8.28156,-10.327254
10,15,13,0,0.190985,0.763898
10,16,27,1,-3.465346,-3.17983
10,17,4,0,-0.700247,-1.241214
10,18,14,0,-7.938389,-8.966088
10,19,15,0,1.622946,-2.481265
10,20,23,1,-7.719707,8.000827
10,21,16,0,8.219209,8.125646
10,22,29,1,-0.732073,-2.957652
10,23,39,1,-5.395265,-0.604766
10,24,36,1,8.37505,-10.327254
10,25,5,0,1.336659,-1.368472
10,26,37,1,3.243292,-1.113944
10,27,22,1,-8.063246,-10.419651
10,28,34,1,-1.145763,-0.604766
10,29,31,1,-2.481265,1.304845
10,30,8,0,1.909152,1.495717
10,31,9,0,-7.281669,7.030973
10,32,17,0,-0.413796,2.322389
10,33,18,0,0.095493,-0.509282
10,34,35,1,-0.541111,0.509282
10,35,19,0,4.004173,-0.732073
10,36,30,1,-4.06752,1.336659
10,37,6,0,0.827548,0.286477
10,38,12,0,1.654751,-0.413796
10,39,38,1,-9.369385,8.935028
10,40,28,1,1.622946,-0.127324
11,1,6,0,-0.222816,-0.66842
11,2,1,0,-0.827548,-4.3841
11,3,40,1,3.87745,-0.827548
11,4,8,0,-2.767143,0.190985
11,5,10,0,6.497357,-0.700247
11,6,7,0,7.594643,4.289153
11,7,30,1,0.381966,-0.795724
11,8,34,1,-0.636594,-4.06752
11,9,5,0,-2.481265,0.095493
11,10,20,0,3.052883,0.445625
11,11,15,0,-2.099905,-0.66842
11,12,35,1,-0.350137,0.477454
11,13,36,1,0.254646,3.687296
11,14,12,0,-1.113944,-5.016439
11,15,9,0,-0.063662,0
11,16,22,1,4.194183,2.417719
11,17,23,1,-0.700247,0.159155
11,18,33,1,-0.222816,1.972741
11,19,21,1,2.417719,-3.370193
11,20,39,1,1.241214,0.318307
11,21,3,0,-0.445625,-2.894156
11,22,14,0,1.654751,0
11,23,18,0,-0.604766,3.592188
11,24,11,0,-1.781961,0.763898
11,25,25,1,-0.095493,-2.671865
11,26,2,0,3.814075,-3.084622
11,27,13,0,3.370193,0.986663
11,28,16,0,-0.700247,-0.254646
11,29,32,1,0.477454,-3.909135
11,30,38,1,0.763898,1.082125
11,31,26,1,4.542291,3.75069
11,32,28,1,5.237476,-5.395265
11,33,17,0,-0.063662,3.87745
11,34,27,1,-1.495717,1.27303
11,35,37,1,0.572939,-2.099905
11,36,4,0,0.063662,5.332159
11,37,24,1,-3.211562,-2.258829
11,38,31,1,1.75016,0.159155
11,39,29,1,-2.29061,0
11,40,19,0,4.004173,-0.541111
12,1,23,1,3.052883,0.095493
12,2,38,1,-1.972741,-2.481265
12,3,31,1,0.318307,0.350137
12,4,10,0,0.954841,-1.082125
12,5,37,1,-2.798899,1.304845
12,6,39,1,2.544804,0
12,7,25,1,0.413796,0.413796
12,8,21,1,-1.209398,-2.640102
12,9,22,1,-1.75016,-0.541111
12,10,8,0,-1.177581,-0.318307
12,11,16,0,1.432096,-1.400285
12,12,20,0,-2.481265,-2.449493
12,13,4,0,-0.095493,-1.177581
12,14,28,1,3.243292,-0.127324
12,15,2,0,-1.81376,-0.509282
12,16,15,0,-0.222816,-1.018484
12,17,19,0,1.940948,1.495717
12,18,40,1,-2.131692,-1.877356
12,19,3,0,-0.413796,-0.445625
12,20,35,1,0.572939,1.241214
12,21,9,0,1.368472,1.463907
12,22,1,0,-1.209398,0.190985
12,23,33,1,-0.095493,1.877356
12,24,12,0,0.159155,-0.318307
12,25,29,1,-0.445625,-0.891196
12,26,6,0,3.084622,1.781961
12,27,14,0,0.477454,-0.159155
12,28,11,0,-0.763898,1.909152
12,29,5,0,-0.127324,-0.795724
12,30,7,0,0.795724,0.954841
12,31,26,1,1.432096,1.654751
12,32,34,1,-0.891196,0.445625
12,33,27,1,3.021141,-0.923019
12,34,30,1,0.222816,-0.381966
12,35,24,1,-0.286477,-1.654751
12,36,18,0,-0.604766,0.477454
12,37,13,0,0,1.877356
12,38,36,1,0,1.81376
12,39,17,0,0.700247,1.463907
12,40,32,1,-0.795724,0
13,1,32,1,-0.954841,-2.099905
13,2,17,0,1.018484,1.877356
13,3,35,1,0.127324,0.66842
13,4,25,1,0.381966,0.541111
13,5,34,1,-0.604766,2.195263
13,6,1,0,0.604766,-1.463907
13,7,10,0,2.513035,-1.75016
13,8,19,0,0.381966,1.463907
13,9,15,0,-1.75016,2.163478
13,10,40,1,-1.59114,-0.66842
13,11,7,0,1.495717,1.304845
13,12,8,0,0.413796,1.018484
13,13,4,0,-0.954841,-0.190985
13,14,2,0,4.479023,-2.513035
13,15,3,0,-0.413796,1.845559
13,16,30,1,-0.445625,-0.095493
13,17,23,1,2.925905,0.795724
13,18,9,0,0.827548,1.718358
13,19,26,1,-1.018484,-2.322389
13,20,28,1,2.131692,0.286477
13,21,13,0,1.209398,0.063662
13,22,21,1,1.050305,-0.127324
13,23,22,1,-0.381966,-2.099905
13,24,12,0,-4.099189,1.113944
13,25,6,0,-1.559333,2.131692
13,26,37,1,3.49706,-2.036325
13,27,29,1,-0.445625,-1.082125
13,28,20,0,0.541111,-2.608338
13,29,31,1,2.385944,-1.082125
13,30,16,0,0.286477,-0.66842
13,31,38,1,-0.732073,-1.368472
13,32,18,0,-0.604766,-2.322389
13,33,36,1,0.350137,-3.87745
13,34,24,1,1.686555,-2.227047
13,35,27,1,1.018484,-2.894156
13,36,14,0,0.477454,0.190985
13,37,11,0,-2.385944,2.29061
13,38,33,1,-0.254646,2.671865
13,39,39,1,-1.686555,0.859372
13,40,5,0,-0.700247,0.477454
14,1,19,0,0.827548,11.859779
14,2,8,0,9.617106,-11.768289
14,3,27,1,8.655247,-3.052883
14,4,2,0,-9.617106,-2.417719
14,5,22,1,8.063246,-2.576572
14,6,10,0,0.700247,5.962607
14,7,24,1,8.717457,-0.509282
14,8,13,0,-7.062325,-1.209398
14,9,36,1,7.312986,-0.254646
14,10,14,0,0.604766,-9.678979
14,11,1,0,-0.190985,1.877356
14,12,26,1,7.625916,-1.018484
14,13,5,0,-7.18769,6.151467
14,14,4,0,-2.068116,-8.437351
14,15,21,1,7.125016,-1.050305
14,16,3,0,-10.142298,-3.243292
14,17,7,0,-0.700247,6.465932
14,18,18,0,7.312986,-4.700413
14,19,15,0,-0.636594,-1.209398
14,20,11,0,7.125016,0.127324
14,21,33,1,7.250347,-2.099905
14,22,23,1,5.363713,-1.59114
14,23,35,1,6.654425,6.905523
14,24,39,1,5.710593,-1.050305
14,25,40,1,5.836629,-6.560196
14,26,30,1,2.989397,3.972496
14,27,37,1,3.243292,-4.06752
14,28,31,1,2.925905,-0.413796
14,29,29,1,0.891196,3.17983
14,30,16,0,-6.780007,2.258829
14,31,25,1,4.479023,0.318307
14,32,6,0,-4.98485,5.016439
14,33,9,0,-0.891196,7.125016
14,34,17,0,-0.222816,8.966088
14,35,38,1,0.732073,6.968257
14,36,34,1,-4.194183,2.131692
14,37,12,0,0.732073,5.016439
14,38,32,1,0.827548,5.899625
14,39,28,1,1.463907,6.40307
14,40,20,0,1.177581,-3.211562
15,1,36,1,-0.222816,1.654751
15,2,14,0,0.381966,-1.400285
15,3,35,1,-3.940817,1.27303
15,4,39,1,-3.148096,-2.767143
15,5,38,1,0.286477,-0.350137
15,6,6,0,3.084622,0.891196
15,7,20,0,-2.862405,-2.163478
15,8,19,0,2.163478,1.27303
15,9,11,0,-1.432096,0.827548
15,10,26,1,3.084622,1.59114
15,11,31,1,1.686555,-0.286477
15,12,5,0,-0.190985,-0.318307
15,13,37,1,-3.27502,0.509282
15,14,25,1,-0.254646,-1.845559
15,15,15,0,-0.954841,0.954841
15,16,1,0,-2.163478,0.254646
15,17,7,0,0.254646,0.827548
15,18,9,0,1.527525,1.495717
15,19,40,1,-0.222816,-2.830653
15,20,17,0,0.763898,0.732073
15,21,27,1,-1.113944,1.368472
15,22,12,0,-3.814075,1.145763
15,23,16,0,-0.604766,-0.350137
15,24,23,1,2.163478,0.222816
15,25,28,1,0.859372,-1.495717
15,26,8,0,-2.385944,-0.66842
15,27,10,0,0.031831,0.732073
15,28,29,1,-0.413796,-1.940948
15,29,2,0,-2.163478,0.286477
15,30,34,1,-1.209398,-2.036325
15,31,21,1,-0.891196,-0.636594
15,32,3,0,0.541111,-2.036325
15,33,18,0,-3.592188,-1.686555
15,34,22,1,-0.541111,-0.732073
15,35,4,0,0,-1.145763
15,36,13,0,-2.989397,0.541111
15,37,24,1,1.59114,0.604766
15,38,30,1,0.031831,-1.27303
15,39,33,1,-2.004534,1.972741
15,40,32,1,-1.432096,-1.909152
16,1,6,0,-0.063662,-0.445625
16,2,17,0,3.211562,-0.286477
16,3,28,1,-7.96961,6.21439
16,4,8,0,-3.528771,0.986663
16,5,34,1,-0.954841,-4.447385
16,6,36,1,-0.095493,1.495717
16,7,31,1,4.510659,-1.336659
16,8,38,1,7.813456,-1.654751
16,9,19,0,2.513035,3.27502
16,10,40,1,-2.227047,-0.509282
16,11,35,1,-1.145763,-0.190985
16,12,15,0,1.718358,-0.445625
16,13,2,0,-3.75069,0.095493
16,14,11,0,-0.923019,3.370193
16,15,32,1,-0.477454,-2.989397
16,16,25,1,-5.458357,-7.813456
16,17,39,1,-8.406203,-8.37505
16,18,23,1,2.099905,1.59114
16,19,24,1,8.250387,6.40307
16,20,22,1,1.940948,2.004534
16,21,29,1,9.369385,-9.152339
16,22,3,0,0,-2.989397
16,23,9,0,8.312728,0.795724
16,24,4,0,-0.604766,-1.845559
16,25,27,1,-2.004534,8.000827
16,26,30,1,-4.826859,3.148096
16,27,5,0,-0.891196,-0.031831
16,28,7,0,-0.222816,1.940948
16,29,10,0,7.96961,3.021141
16,30,1,0,-0.66842,0.222816
16,31,12,0,-1.209398,-2.767143
16,32,18,0,-1.050305,2.258829
16,33,16,0,0.509282,8.094448
16,34,26,1,-10.696511,-1.432096
16,35,37,1,3.972496,0.66842
16,36,20,0,-4.98485,-1.27303
16,37,21,1,-10.265626,-2.099905
16,38,33,1,-2.862405,1.75016
16,39,14,0,0.859372,0.159155
16,40,13,0,-9.58616,3.87745
17,1,13,0,-0.159155,2.227047
17,2,24,1,10.757967,-10.665773
17,3,11,0,6.87415,-1.59114
17,4,16,0,0.063662,-1.145763
17,5,27,1,5.237476,2.099905
17,6,17,0,1.113944,1.654751
17,7,38,1,-10.111451,-10.018875
17,8,36,1,-0.954841,1.909152
17,9,39,1,8.468494,-8.593017
17,10,21,1,-7.469507,-8.156839
17,11,37,1,-10.203974,2.004534
17,12,32,1,0.031831,1.432096
17,13,18,0,-3.49706,2.576572
17,14,5,0,1.972741,-1.81376
17,15,28,1,10.481218,-10.234803
17,16,6,0,-0.190985,-0.031831
17,17,4,0,-1.082125,6.465932
17,18,2,0,3.021141,0.923019
17,19,40,1,-2.576572,-3.782384
17,20,26,1,4.447385,1.877356
17,21,31,1,3.718994,-3.052883
17,22,10,0,-7.375608,-0.350137
17,23,22,1,0,-3.814075
17,24,9,0,2.417719,-2.894156
17,25,15,0,-0.891196,0.222816
17,26,35,1,-1.527525,-0.222816
17,27,7,0,-2.957652,-5.742107
17,28,23,1,6.18293,5.679076
17,29,1,0,-2.385944,-0.954841
17,30,29,1,-2.099905,-4.225842
17,31,3,0,1.113944,-4.320805
17,32,12,0,0.413796,-3.021141
17,33,33,1,-2.989397,2.862405
17,34,14,0,1.81376,-0.732073
17,35,8,0,-4.225842,-5.079608
17,36,19,0,-2.354167,-4.605548
17,37,34,1,-2.671865,-4.605548
17,38,30,1,-2.862405,0.254646
17,39,20,0,-7.844696,-9.771747
17,40,25,1,-1.654751,-4.225842
18,1,16,0,-3.052883,-1.463907
18,2,37,1,2.957652,-2.385944
18,3,28,1,1.177581,-1.432096
18,4,38,1,0.190985,-1.113944
18,5,2,0,-1.495717,-0.222816
18,6,19,0,-3.782384,-2.894156
18,7,7,0,-1.082125,-0.381966
18,8,18,0,-1.432096,-1.940948
18,9,24,1,-3.560481,-3.560481
18,10,22,1,-2.099905,-4.447385
18,11,9,0,2.767143,-4.3841
18,12,27,1,-3.940817,-1.781961
18,13,11,0,-1.654751,0.318307
18,14,4,0,0.732073,-2.354167
18,15,26,1,4.415744,1.495717
18,16,40,1,-2.099905,-1.304845
18,17,32,1,-1.59114,-2.29061
18,18,30,1,0.031831,-0.891196
18,19,8,0,-0.859372,-1.113944
18,20,13,0,0.127324,0.636594
18,21,33,1,3.718994,-2.830653
18,22,35,1,4.004173,-0.031831
18,23,5,0,0.954841,-1.59114
18,24,29,1,-1.432096,-2.004534
18,25,6,0,2.862405,0.127324
18,26,23,1,-1.495717,-4.447385
18,27,20,0,-2.227047,-1.050305
18,28,21,1,-1.781961,-2.322389
18,29,15,0,-1.781961,0.859372
18,30,14,0,1.113944,-4.668794
18,31,31,1,-2.798899,0.541111
18,32,36,1,-0.222816,1.463907
18,33,39,1,1.781961,-1.781961
18,34,10,0,4.826859,0.700247
18,35,34,1,-0.190985,-2.767143
18,36,25,1,0.891196,-0.318307
18,37,1,0,0.063662,0.127324
18,38,12,0,-2.830653,-0.413796
18,39,3,0,-0.700247,-1.877356
18,40,17,0,-2.195263,2.608338
19,1,7,0,3.687296,1.59114
19,2,31,1,1.050305,2.004534
19,3,28,1,-3.687296,2.354167
19,4,14,0,-2.385944,2.099905
19,5,38,1,-0.827548,0
19,6,29,1,-0.286477,-6.748618
19,7,2,0,-2.735385,-0.350137
19,8,23,1,-3.75069,-2.131692
19,9,39,1,3.909135,-1.622946
19,10,9,0,1.27303,0.636594
19,11,5,0,-0.477454,2.131692
19,12,1,0,-2.385944,0
19,13,16,0,-8.779646,0.318307
