condition	stimulus	Min	Max	Crossover	Slope	exitflag	R	LS	AR	N	status
VisNew	rake	4.65415098127586e-08	0.852132192557175	574.847729584022	0.0021148128942715	2010	0.998771691674676	0.000347519095926031	0.95466078888324	326	1
VisNew	robe	0.00848191196213199	0.916666657944466	750.986956080059	0.00151144754825217	2010	0.994758685919181	0.00131427405899357	0.986527700763566	326	1
VisNew	rose	1.07684328121138e-08	0.917932377281485	638.052509319117	0.00181782078324644	2010	0.998115366756876	0.000583025557203371	0.973599710188966	326	1
VisNew	snail	0.0286497033708454	0.877358462595986	832.968761518473	0.00148661916422941	2010	0.993441655890768	0.00125056455720983	0.98641414736114	326	1
VisNew	snake	9.27831784428568e-05	0.84089023196635	645.689833456701	0.00156405446458672	2010	0.998132277687835	0.000436680720979584	0.964821292615603	326	1
VisNew	web	2.30498790609879e-08	0.861110573735764	673.369525746833	0.00175571869364517	2010	0.998993090694161	0.000245689540255302	0.932593074931779	326	1
VisNew	well	0.00697805792799472	0.861111100879816	674.328694427152	0.00180736959032712	2010	0.997339910991933	0.000706291844944104	0.980351603797959	326	1
VisSame	bag	0.0400458610107977	0.886363604255634	623.292322264511	0.00193953166439474	2010	0.997475982718529	0.00063080812175546	0.970488358714851	326	1
VisSame	bark	0.0132825947015722	0.874327446870415	532.159536184066	0.00263228504998688	2010	0.999503162413317	0.000132140960762757	0.858296543175947	326	1
VisSame	barn	0.00424194210144324	0.806360748941634	534.352466400619	0.00262931388083373	2010	0.999350784784458	0.000153624151465312	0.899869627683612	326	1
VisSame	bat	2.43030718277693e-06	0.863027002902674	601.719310067518	0.00215226425511573	2010	0.999099843001285	0.000232167670598282	0.934516986296109	326	1
VisSame	beach	1.61840276735603e-08	0.806818158792515	690.737275429739	0.0013459897978703	2010	0.999210308510966	0.000147022673042487	0.891223412647352	326	1
VisSame	beak	3.21195851099576e-06	0.829545389090928	716.685747167778	0.00130165091658327	2010	0.99630749120857	0.000778166102161342	0.977335117090093	326	1
VisSame	bed	3.49472991656441e-08	0.852272699341011	552.076329686776	0.00176195389675585	2010	0.99856611649756	0.000342208667181969	0.949971270537493	326	1
VisSame	bell	0.0101696599433951	0.821091062138972	546.718725505982	0.00326696089531028	2010	0.998567381268296	0.000370370496524189	0.961244021561939	326	1
VisSame	braid	5.3061559979195e-08	0.908045959740704	678.144079804306	0.00155132265240428	2010	0.995478237076367	0.00119147821368126	0.982081923035473	326	1
VisSame	brain	0.000167058996823344	0.818137085688267	591.331839983146	0.00174055719382805	2010	0.998986963872253	0.000220037238494044	0.922749514271071	326	1
VisSame	bug	4.79150027821174e-07	0.836417306200466	516.250394906741	0.00281409030150004	2010	0.998699504412368	0.000333094754926535	0.941189369402753	326	1
VisSame	bus	1.73979499890065e-06	0.868324112364018	578.129894589647	0.00261341837838341	2010	0.999200442382061	0.000221757309287701	0.949557466468872	326	1
VisSame	cab	0.0228304019971723	0.796524527754077	854.20770123765	0.00173447256457342	2010	0.994269200814913	0.000982523048683025	0.97832005434866	326	1
VisSame	cake	0.00915874626907576	0.818175813870835	624.430767544985	0.00163929581831864	2010	0.998082296731601	0.00042807178372581	0.958789055279617	326	1
VisSame	cat	0.0188532278123921	0.829110726652194	516.167077013291	0.00281629752244872	2010	0.999587735147871	9.98600409427594e-05	0.877161386682573	326	1
VisSame	cave	0.00715712874454899	0.806744195864	673.537492063635	0.00138806176833094	2010	0.994330854449352	0.00112775396632205	0.983611834261747	326	1
VisSame	cork	0.0287380009269714	0.872485318239972	594.742518240301	0.00228467451735746	2010	0.998507067055542	0.000378262598673485	0.960456613898461	326	1
VisSame	corn	0.0340791450962314	0.80678460114907	591.978058560011	0.00192873245426949	2010	0.998261755002919	0.000357330630252264	0.956591945499847	326	1
VisSame	crowd	0.0329632580237899	0.816091944303219	709.2716885861	0.00111953884748766	2010	0.983177742903868	0.00291954520363258	0.991427992566436	326	1
VisSame	crown	0.0113645819681667	0.874999577599475	607.992296002418	0.00154301206954696	2010	0.998889810115873	0.000241769111432444	0.923336658462827	326	1
VisSame	goal	7.23543371328184e-08	0.84592360806677	632.933805419624	0.00220595627735108	2010	0.999258224834344	0.000190944553064129	0.929204429451423	326	1
VisSame	goat	6.15847143836667e-08	0.812776739440875	513.186944826595	0.00216613596752068	2010	0.998854654207877	0.00025883033191346	0.93957101453754	326	1
VisSame	hole	2.21505494502061e-08	0.767441759541194	785.724184935192	0.0009476692153529	2010	0.989897303993119	0.00129696453870772	0.981989656955068	326	1
VisSame	horn	1.08162486274765e-05	0.78346598697151	671.166158788204	0.0015131503505869	2010	0.996575658325908	0.00064438551549726	0.973134572119749	326	1
VisSame	horse	0.0194965502726375	0.795763064266172	531.972843167202	0.00225958582131132	2010	0.998316249867768	0.000358262711617575	0.958849528999068	326	1
VisSame	hose	1.88090462649448e-08	0.845241956701614	625.847333302786	0.00172341926349646	2010	0.998662094482197	0.000333302232519879	0.949421002864521	326	1
VisSame	judge	6.39371811050893e-08	0.840908820864915	561.960390661223	0.00179734741662595	2010	0.996828939586085	0.000789604850801408	0.97321358740862	326	1
VisSame	jug	0.0238970426186239	0.852272582005399	769.432732668572	0.00141811433540381	2010	0.998526840117403	0.000290255505481985	0.935032647314071	326	1
VisSame	moon	0.00074890322257154	0.85227258459115	664.60123589129	0.00157352686984775	2010	0.998739669236511	0.000271530119278466	0.928295666367877	326	1
VisSame	moose	2.81283971503843e-07	0.846397976141644	590.708738463169	0.00199080826309468	2010	0.998319594059599	0.000406954469156206	0.960354666085452	326	1
VisSame	peace	0.0426755243132472	0.827585991325304	777.74522254053	0.00177677802986466	2010	0.996360480140625	0.000717736466910915	0.969543069509359	326	1
VisSame	peach	0.0186743290863963	0.784090854334323	580.634762369196	0.00190867979542863	2010	0.998618850776873	0.000298286909403309	0.947454981194372	326	1
VisSame	peak	2.62108130921757e-07	0.795454484893741	743.746287939574	0.00104381777719503	2010	0.989544459167225	0.00166103569721486	0.986274441474374	326	1
VisSame	peas	0.00227831861394778	0.829541426530179	597.516472107395	0.00203405887021171	2010	0.997977816974505	0.000474090788130871	0.969892517901181	326	1
VisSame	pig	9.3884954982526e-07	0.806565560189984	558.235291773957	0.00251011952295407	2010	0.999450572760537	0.00013575248762069	0.884764969677901	326	1
VisSame	pit	3.13214799485539e-07	0.83777086473939	602.834232014639	0.00215195942735657	2010	0.998845412415253	0.000285482186886166	0.953274036368793	326	1
VisSame	plane	0.0132164519298329	0.885817035415653	637.839522261818	0.00231431425155298	2010	0.998260667090754	0.0004721376475609	0.960258808151024	326	1
VisSame	plate	4.47627029331876e-08	0.847296962287634	580.747235126636	0.00265088049811404	2010	0.99935034586706	0.000180682999817935	0.927818526000938	326	1
VisSame	plug	0.0296844420293204	0.897723953162772	738.667030311045	0.00243350795001832	2010	0.997787687238633	0.000594175814809442	0.962701364485733	326	1
VisSame	plum	0.0102462610157359	0.841348504735683	600.492293864179	0.00211304928432208	2010	0.998612585758751	0.000333012101695653	0.946372916838297	326	1
VisSame	race	0.046925265336462	0.852272650866792	720.35612324013	0.00167993286212298	2010	0.992277754814987	0.00169607091784041	0.98854898046412	326	1
VisSame	rake	0.00333149144229511	0.814514977823565	571.437052716512	0.00225896408670254	2010	0.999260210979669	0.000173173115493898	0.909944247712844	326	1
VisSame	robe	0.026960133901786	0.818181461468104	766.393567057707	0.00155763806086651	2010	0.994976489252908	0.000985267563100567	0.983603688022478	326	1
VisSame	rose	4.45277444915959e-08	0.87499998985699	701.464723987692	0.00132335784166939	2010	0.994713088427136	0.00117598468981079	0.9855942747476	326	1
VisSame	snail	0.0428105140567365	0.873563174691977	752.556502040272	0.0012203714718133	2010	0.994746324132573	0.00102133953856923	0.978549378959892	326	1
VisSame	snake	9.49996845078793e-08	0.852272693167193	660.685278980342	0.00138630972163861	2010	0.997802705203457	0.000475541768379058	0.967153771571463	326	1
VisSame	web	0.0524206948474789	0.852272683634665	745.891186373004	0.00191074738070533	2010	0.994474799225653	0.00119777791243954	0.984318596546597	326	1
VisSame	well	0.0363693797341956	0.861932902615348	657.187893148179	0.0021418195255212	2010	0.996431853111597	0.000861815627389279	0.978886486873963	326	1
