2	1	2	37	1	5255	1	0	7	3	3a
2	1	3	39	4	4205	1	0	9	3	3d
2	1	4	31	1	1356	2	0	1	3	4a
2	1	5	38	2	1275	1	0	8	3	3b
2	1	6	66	4	4411	1	0	6	6	1d
2	1	7	71	2	1468	2	1	1	7	2b
2	1	8	19	4	2204	1	0	9	1	3d
2	1	9	13	2	3020	2	0	3	1	4b
2	1	10	38	1	1724	1	0	8	3	3a
2	1	11	81	4	1083	1	0	1	8	2d
2	1	12	13	3	1099	2	0	3	1	4c
2	1	13	13	3	3579	2	0	3	1	4c
2	1	14	49	2	2268	1	0	9	4	3b
2	1	15	89	2	972	1	0	9	8	1b
2	1	16	44	2	844	2	0	4	4	4b
2	1	17	24	4	1579	2	0	4	2	4d
2	1	18	32	1	700	2	0	2	3	4a
2	1	19	28	2	1035	1	0	8	2	3b
2	1	20	94	4	1867	1	0	4	9	2d
2	1	21	99	2	636	1	0	9	9	1b
2	1	22	32	4	1084	2	0	2	3	4d
2	1	23	98	3	1244	1	0	8	9	1c
2	1	24	22	3	1644	2	0	2	2	4c
2	1	25	43	4	1676	2	0	3	4	4d
2	1	26	47	4	892	1	0	7	4	3d
2	1	27	61	1	1371	1	0	1	6	2a
2	1	28	26	4	2732	1	0	6	2	3d
2	1	29	43	3	843	2	0	3	4	4c
2	1	30	17	2	604	1	0	7	1	3b
2	1	31	74	1	844	1	0	4	7	2a
2	1	32	18	4	956	1	0	8	1	3d
2	1	33	84	3	924	1	0	4	8	2c
2	1	34	14	3	1116	2	0	4	1	4c
2	1	35	12	4	1052	2	0	2	1	4d
2	1	36	24	4	907	2	0	4	2	4d
2	1	37	23	1	619	2	0	3	2	4a
2	1	38	63	1	587	1	0	3	6	2a
2	1	39	32	4	1292	2	0	2	3	4d
2	1	40	63	3	764	1	0	3	6	2c
2	1	41	38	4	956	1	0	8	3	3d
2	1	42	22	3	1212	2	0	2	2	4c
2	1	43	98	2	604	1	0	8	9	1b
2	1	44	79	2	604	1	0	9	7	1b
2	1	45	83	2	1916	1	0	3	8	2b
2	1	46	84	4	780	1	0	4	8	2d
2	1	47	73	1	715	1	0	3	7	2a
2	1	48	42	4	843	2	0	2	4	4d
2	1	49	39	3	1003	2	1	9	3	3c
2	1	50	48	2	1627	1	0	8	4	3b
2	1	51	22	2	1885	2	0	2	2	4b
2	1	52	22	3	1164	2	0	2	2	4c
2	1	53	93	2	1196	1	0	3	9	2b
2	1	54	93	1	604	1	0	3	9	2a
2	1	55	41	3	2892	2	0	1	4	4c
2	1	56	92	4	1115	1	0	2	9	2d
2	1	57	36	1	875	2	1	6	3	3a
2	1	58	86	3	795	1	0	6	8	1c
2	1	59	76	3	1932	1	0	6	7	1c
2	1	60	23	2	1357	1	1	3	2	4b
2	1	61	13	4	4748	2	0	3	1	4d
2	1	62	46	1	780	1	0	6	4	3a
2	1	63	76	2	751	1	0	6	7	1b
2	1	64	37	2	1320	1	0	7	3	3b
2	1	65	26	3	1195	1	0	6	2	3c
2	1	66	97	2	556	1	0	7	9	1b
2	1	67	81	3	684	1	0	1	8	2c
2	1	68	99	1	444	1	0	9	9	1a
2	1	69	66	1	556	1	0	6	6	1a
2	1	70	27	2	684	1	0	7	2	3b
2	1	71	34	4	925	2	0	4	3	4d
2	1	72	33	2	924	2	0	3	3	4b
2	1	73	33	1	444	2	0	3	3	4a
2	1	74	31	3	860	2	0	1	3	4c
2	1	75	32	4	939	2	0	2	3	4d
2	1	76	64	2	2267	1	0	4	6	2b
2	1	77	73	3	891	1	0	3	7	2c
2	1	78	41	3	908	2	0	1	4	4c
2	1	79	13	4	1004	2	0	3	1	4d
2	1	80	72	4	876	1	0	2	7	2d
2	1	81	42	4	1052	1	1	2	4	4d
2	1	82	11	1	620	2	0	1	1	4a
2	1	83	42	1	781	2	0	2	4	4a
2	1	84	14	1	524	2	0	4	1	4a
2	1	85	23	3	971	2	0	3	2	4c
2	1	86	89	4	987	1	0	9	8	1d
2	1	87	29	1	715	1	0	9	2	3a
2	1	88	92	2	1339	1	0	2	9	2b
2	1	89	71	4	1132	1	0	1	7	2d
2	1	90	18	2	3340	2	1	8	1	3b
2	1	91	13	1	604	2	0	3	1	4a
2	1	92	78	1	812	1	0	8	7	1a
2	1	93	77	3	1357	1	0	7	7	1c
2	1	94	97	1	491	1	0	7	9	1a
2	1	95	32	3	907	2	0	2	3	4c
2	1	96	88	4	1131	2	1	8	8	1d
2	1	97	21	4	2235	2	0	1	2	4d
2	1	98	33	3	1004	2	0	3	3	4c
2	1	99	44	4	1244	2	0	4	4	4d
2	1	100	91	2	892	1	0	1	9	2b
2	1	101	81	2	1164	1	0	1	8	2b
2	1	102	21	3	1148	2	0	1	2	4c
2	1	103	44	1	812	2	0	4	4	4a
2	1	104	32	1	588	2	0	2	3	4a
2	1	105	46	2	1051	1	0	6	4	3b
2	1	106	94	2	715	1	0	4	9	2b
2	1	107	67	3	587	1	0	7	6	1c
2	1	108	66	2	764	1	0	6	6	1b
2	1	109	42	2	1036	2	0	2	4	4b
2	1	110	61	4	1004	1	0	1	6	2d
2	1	111	47	3	1084	1	0	7	4	3c
2	1	112	24	3	1116	2	0	4	2	4c
2	1	113	31	4	940	2	0	1	3	4d
2	1	114	47	1	796	1	0	7	4	3a
2	1	115	74	2	1083	1	0	4	7	2b
2	1	116	66	3	667	1	0	6	6	1c
2	1	117	28	3	1148	1	0	8	2	3c
2	1	118	41	1	507	2	0	1	4	4a
2	1	119	43	2	1260	2	0	3	4	4b
2	1	120	43	1	524	2	0	3	4	4a
2	1	121	17	4	908	1	0	7	1	3d
2	1	122	14	1	604	2	0	4	1	4a
2	1	123	88	3	636	1	0	8	8	1c
2	1	124	96	1	572	1	0	6	9	1a
2	1	125	64	4	1388	1	0	4	6	2d
2	1	126	79	1	524	1	0	9	7	1a
2	1	127	72	1	396	1	0	2	7	2a
2	1	128	33	4	1227	2	0	3	3	4d
2	1	129	23	4	811	2	0	3	2	4d
2	1	130	76	1	620	1	0	6	7	1a
2	1	131	34	3	923	2	0	4	3	4c
2	1	132	21	4	1164	2	0	1	2	4d
2	1	133	49	1	668	1	0	9	4	3a
2	1	134	22	4	1100	2	0	2	2	4d
2	1	135	79	4	732	1	0	9	7	1d
2	1	136	91	1	620	1	0	1	9	2a
2	1	137	34	3	1036	2	0	4	3	4c
2	1	138	69	2	1147	1	0	9	6	1b
2	1	139	93	3	475	1	0	3	9	2c
2	1	140	14	1	603	2	0	4	1	4a
2	1	141	32	3	1083	2	0	2	3	4c
2	1	142	11	4	1884	2	0	1	1	4d
2	1	143	38	3	1249	1	0	8	3	3c
2	1	144	16	1	807	1	0	6	1	3a
2	1	145	92	3	860	1	0	2	9	2c
2	1	146	13	4	860	2	0	3	1	4d
2	1	147	23	4	748	2	0	3	2	4d
2	1	148	42	4	732	2	0	2	4	4d
2	1	149	77	2	556	1	0	7	7	1b
2	1	150	93	4	859	2	1	3	9	2d
2	1	151	21	3	1019	2	0	1	2	4c
2	1	152	36	3	859	1	0	6	3	3c
2	1	153	21	1	683	2	0	1	2	4a
2	1	154	19	3	1468	1	0	9	1	3c
2	1	155	48	3	1629	1	0	8	4	3c
2	1	156	42	3	876	2	0	2	4	4c
2	1	157	24	1	796	2	0	4	2	4a
2	1	158	33	1	524	2	0	3	3	4a
2	1	159	63	2	3195	1	0	3	6	2b
2	1	160	83	3	555	1	0	3	8	2c
2	1	161	24	1	731	2	0	4	2	4a
2	1	162	41	2	1051	2	0	1	4	4b
2	1	163	41	4	796	2	0	1	4	4d
2	1	164	98	1	572	1	0	8	9	1a
2	1	165	43	4	1180	2	0	3	4	4d
2	1	166	68	2	861	1	0	8	6	1b
2	1	167	62	1	668	1	0	2	6	2a
