id,trial,location,image,imagecategory,target_delay,rt_ej,imageduration,rt_detection,target_correct,ej_correct
3,124,3,14,0,704.22,1034.99,2059.31,309.43,0,0
3,125,1,25,1,789.58,981.64,2048.64,266.75,0,0
3,126,0,3,0,1067,1099.01,2443.43,266.75,0,0
3,127,3,26,1,821.59,1397.77,2614.15,384.12,0,0
3,128,0,9,0,693.55,1067,2059.31,288.09,0,0
3,129,2,5,0,928.29,960.3,2358.07,458.81,0,0
3,130,3,32,1,874.94,1013.65,2262.04,362.78,0,0
3,131,1,24,1,693.55,960.3,2059.31,394.79,0,0
3,132,0,26,1,906.95,1002.98,2166.01,245.41,0,0
3,133,3,5,0,970.97,874.94,2208.69,352.11,0,0
3,134,2,38,1,1002.98,1312.41,2635.49,309.43,0,0
3,135,0,29,1,618.86,874.94,1781.89,277.42,0,0
3,136,3,24,1,640.2,992.31,1931.27,288.09,0,0
3,137,3,39,1,661.54,1024.32,2027.3,330.77,0,0
3,138,0,31,1,938.96,778.91,2005.96,277.42,0,0
3,139,0,12,0,800.25,1440.45,2496.78,245.41,0,0
3,140,0,6,0,1024.32,1429.78,2710.18,245.41,0,0
3,141,2,4,0,970.97,1056.33,2347.4,309.43,0,0
3,142,3,8,0,565.51,1099.01,2037.97,362.78,1,0
3,143,2,26,1,554.84,874.94,1781.89,341.44,0,0
3,144,0,37,1,810.92,1099.01,2187.35,266.75,0,0
3,145,2,25,1,842.93,970.97,2069.98,245.41,0,0
3,146,0,33,1,981.64,853.6,2176.68,330.77,0,0
3,147,0,35,1,938.96,789.58,1995.29,256.08,0,0
3,148,1,8,0,1056.33,1205.71,2646.16,373.45,0,1
3,149,3,22,1,640.2,821.59,1760.55,288.09,0,0
3,150,1,31,1,789.58,853.6,2037.97,384.12,0,0
3,151,3,10,0,917.62,1419.11,2635.49,288.09,0,0
3,152,3,28,1,736.23,373.45,1472.46,352.11,0,0
3,153,3,7,0,768.24,960.3,1963.28,224.07,0,0
3,154,2,32,1,640.2,384.12,1515.14,480.15,0,0
3,155,0,14,0,906.95,490.82,1781.89,373.45,0,0
3,156,0,24,1,928.29,405.46,1621.84,277.42,0,0
3,157,3,20,0,586.85,490.82,1323.08,234.74,0,0
3,158,1,4,0,1056.33,522.83,2016.63,426.8,0,0
3,159,3,25,1,1067,1173.7,2486.11,234.74,0,0
3,160,3,18,0,704.22,736.23,2134,682.88,0,0
4,1,0,17,0,1013.65,1600.5,2976.93,352.11,1,0
4,2,1,32,1,864.27,1451.12,2827.55,501.49,0,0
4,3,1,24,1,757.57,1877.92,3062.29,416.13,0,0
4,4,3,4,0,661.54,853.6,1824.57,298.76,0,0
4,5,2,12,0,832.26,938.96,2144.67,362.78,0,0
4,6,0,34,1,736.23,1002.98,2112.66,362.78,0,0
4,7,0,24,1,768.24,757.57,1867.25,330.77,0,0
4,8,2,22,1,704.22,608.19,1600.5,277.42,0,0
4,9,2,8,0,714.89,672.21,1664.52,266.75,0,0
4,10,1,10,0,768.24,618.86,1845.91,448.14,0,0
4,11,2,28,1,725.56,501.49,1504.47,266.75,0,0
4,12,3,21,1,960.3,437.47,1728.54,320.1,0,0
4,13,3,36,1,768.24,554.84,1589.83,256.08,0,0
4,14,2,19,0,885.61,597.52,1792.56,298.76,0,0
4,15,3,34,1,960.3,458.81,1611.17,181.39,0,0
4,16,2,6,0,597.52,629.53,1515.14,277.42,0,0
4,17,2,29,1,821.59,512.16,1579.16,234.74,0,0
4,18,3,10,0,821.59,501.49,1579.16,245.41,0,0
4,19,0,20,0,544.17,533.5,1355.09,266.75,0,0
4,20,3,37,1,693.55,352.11,1365.76,309.43,0,0
4,21,2,24,1,874.94,437.47,1589.83,266.75,0,0
4,22,2,30,1,757.57,501.49,1643.18,373.45,0,0
4,23,3,28,1,906.95,437.47,1632.51,277.42,0,0
4,24,0,30,1,714.89,426.8,1504.47,352.11,0,0
4,25,2,11,0,970.97,533.5,1888.59,373.45,0,0
4,26,3,27,1,992.31,405.46,1696.53,288.09,0,0
4,27,1,15,0,864.27,501.49,1803.23,426.8,0,0
4,28,1,11,0,778.91,629.53,1739.21,320.1,0,0
4,29,2,7,0,565.51,533.5,1429.78,320.1,0,0
4,30,3,23,1,981.64,533.5,1803.23,277.42,0,0
4,31,3,33,1,1024.32,480.15,1760.55,245.41,0,0
4,32,1,18,0,821.59,853.6,1963.28,277.42,0,0
4,33,1,27,1,725.56,373.45,1397.77,288.09,0,0
4,34,1,39,1,565.51,394.79,1387.1,416.13,0,0
4,35,1,23,1,821.59,458.81,1589.83,298.76,0,0
4,36,3,29,1,1013.65,362.78,1653.85,266.75,0,0
4,37,0,33,1,629.53,458.81,1557.82,458.81,0,0
4,38,3,14,0,832.26,576.18,1685.86,266.75,0,0
4,39,1,26,1,832.26,949.63,2091.32,298.76,0,1
4,40,3,39,1,650.87,544.17,1493.8,288.09,0,0
4,41,0,26,1,576.18,736.23,1781.89,458.81,0,1
4,42,3,18,0,917.62,565.51,1717.87,224.07,0,0
4,43,1,5,0,853.6,522.83,1685.86,298.76,0,0
4,44,2,20,0,1067,512.16,1963.28,373.45,0,1
4,45,1,3,0,768.24,565.51,1675.19,330.77,0,0
4,46,2,36,1,586.85,586.85,1568.49,384.12,0,0
4,47,2,3,0,586.85,512.16,1387.1,277.42,0,0
4,48,2,14,0,576.18,608.19,1557.82,362.78,0,0
4,49,3,40,1,842.93,565.51,1717.87,298.76,0,0
4,50,0,10,0,810.92,597.52,1899.26,480.15,0,0
4,51,3,25,1,1067,565.51,1867.25,224.07,0,0
4,52,0,28,1,810.92,437.47,1525.81,266.75,1,0
4,53,0,36,1,597.52,512.16,1408.44,288.09,0,0
4,54,2,15,0,608.19,565.51,1419.11,234.74,0,0
4,55,0,14,0,640.2,416.13,1355.09,288.09,0,0
4,56,3,20,0,992.31,554.84,1749.88,192.06,0,0
4,57,0,12,0,832.26,448.14,1483.13,192.06,0,0
4,58,2,21,1,640.2,384.12,1301.74,266.75,0,0
4,59,1,19,0,693.55,352.11,1461.79,405.46,0,0
4,60,0,5,0,906.95,469.48,1728.54,341.44,0,0
4,61,1,17,0,1024.32,480.15,1728.54,213.4,1,0
4,62,2,18,0,650.87,917.62,1899.26,320.1,0,0
4,63,0,31,1,992.31,554.84,1909.93,352.11,0,0
4,64,3,22,1,821.59,448.14,1643.18,362.78,0,0
4,65,0,15,0,960.3,533.5,1835.24,330.77,0,0
4,66,1,7,0,746.9,490.82,1525.81,277.42,1,0
4,67,3,38,1,981.64,1056.33,2432.76,384.12,0,1
4,68,0,7,0,874.94,416.13,1664.52,362.78,0,0
4,69,1,36,1,586.85,522.83,1493.8,373.45,0,0
4,70,1,34,1,864.27,522.83,1739.21,341.44,0,0
4,71,2,33,1,725.56,458.81,1536.48,341.44,0,0
4,72,2,39,1,576.18,458.81,1387.1,341.44,0,0
4,73,1,40,1,725.56,469.48,1568.49,362.78,0,0
4,74,1,35,1,533.5,533.5,1408.44,330.77,0,0
4,75,3,11,0,1056.33,480.15,1771.22,224.07,0,0
4,76,3,7,0,1056.33,554.84,1835.24,213.4,0,0
4,77,2,27,1,960.3,352.11,1621.84,298.76,0,0
4,78,1,16,0,917.62,554.84,1717.87,234.74,0,0
4,79,1,8,0,672.21,501.49,1440.45,256.08,0,0
4,80,2,10,0,981.64,437.47,1760.55,330.77,0,0
4,81,1,9,0,821.59,416.13,1557.82,309.43,0,0
4,82,3,35,1,736.23,426.8,1504.47,330.77,0,0
4,83,1,14,0,1034.99,512.16,1803.23,245.41,0,0
4,84,0,8,0,640.2,394.79,1344.42,298.76,0,0
4,85,2,38,1,757.57,234.74,1291.07,288.09,0,1
4,86,2,25,1,1024.32,501.49,1781.89,245.41,0,0
4,87,3,32,1,906.95,426.8,1632.51,288.09,0,0
4,88,0,22,1,629.53,490.82,1504.47,373.45,0,0
4,89,2,34,1,938.96,426.8,1643.18,266.75,0,0
4,90,1,20,0,597.52,640.2,1600.5,352.11,0,0
4,91,2,31,1,853.6,362.78,1461.79,234.74,0,0
4,92,1,13,0,586.85,352.11,1280.4,330.77,0,0
4,93,2,4,0,800.25,618.86,1760.55,330.77,0,1
4,94,1,1,0,768.24,629.53,1760.55,352.11,0,0
4,95,3,6,0,981.64,416.13,1632.51,224.07,0,0
4,96,0,35,1,629.53,1045.66,2016.63,330.77,0,0
4,97,0,6,0,960.3,469.48,1760.55,320.1,0,0
4,98,3,31,1,586.85,384.12,1184.37,202.73,0,0
4,99,1,22,1,981.64,341.44,1728.54,394.79,0,0
4,100,3,30,1,992.31,394.79,1696.53,298.76,0,0
4,101,2,23,1,928.29,384.12,1579.16,256.08,0,0
4,102,1,37,1,949.63,341.44,1653.85,352.11,0,0
4,103,0,13,0,885.61,501.49,1739.21,341.44,0,0
4,104,0,19,0,704.22,554.84,1568.49,298.76,0,0
4,105,2,32,1,906.95,373.45,1600.5,309.43,0,0
4,106,1,28,1,576.18,426.8,1440.45,426.8,0,0
4,107,0,11,0,597.52,533.5,1515.14,373.45,0,0
4,108,0,29,1,757.57,533.5,1632.51,330.77,0,0
4,109,3,19,0,736.23,448.14,1440.45,245.41,0,0
4,110,3,24,1,757.57,576.18,1547.15,202.73,0,0
4,111,3,3,0,853.6,533.5,1589.83,192.06,0,0
4,112,3,26,1,768.24,917.62,1920.6,224.07,0,1
4,113,2,37,1,576.18,426.8,1312.41,298.76,0,0
4,114,0,39,1,928.29,490.82,1920.6,490.82,0,0
4,115,0,16,0,810.92,448.14,1600.5,330.77,0,0
4,116,1,6,0,1024.32,426.8,1888.59,426.8,0,0
4,117,0,18,0,746.9,629.53,1643.18,256.08,0,0
4,118,1,4,0,757.57,469.48,1643.18,405.46,0,0
4,119,1,29,1,586.85,426.8,1323.08,298.76,0,0
4,120,2,5,0,832.26,490.82,1600.5,266.75,0,0
4,121,0,1,0,586.85,597.52,1568.49,373.45,0,0
4,122,3,1,0,1034.99,533.5,1909.93,330.77,0,0
4,123,3,5,0,768.24,437.47,1547.15,330.77,0,0
4,124,0,27,1,1024.32,384.12,1771.22,352.11,0,0
4,125,0,25,1,906.95,544.17,1813.9,352.11,0,0
4,126,0,38,1,885.61,533.5,1792.56,362.78,0,1
4,127,1,38,1,885.61,490.82,1387.1,0,1,1
4,128,0,37,1,800.25,576.18,1781.89,394.79,0,0
4,129,3,8,0,832.26,480.15,1621.84,298.76,0,0
4,130,2,40,1,714.89,405.46,1525.81,394.79,0,0
4,131,0,4,0,832.26,501.49,1696.53,352.11,0,0
4,132,3,16,0,736.23,405.46,1429.78,277.42,0,0
4,133,2,26,1,554.84,554.84,1408.44,288.09,0,1
4,134,3,13,0,757.57,597.52,1643.18,277.42,0,0
4,135,3,12,0,597.52,512.16,1387.1,266.75,0,0
4,136,1,25,1,629.53,373.45,1451.12,437.47,0,0
4,137,3,2,0,672.21,426.8,1333.75,224.07,0,0
4,138,0,9,0,746.9,586.85,1675.19,330.77,0,0
4,139,0,21,1,906.95,480.15,1739.21,341.44,0,0
4,140,2,35,1,885.61,405.46,1568.49,266.75,0,0
4,141,1,2,0,832.26,512.16,1824.57,469.48,0,0
4,142,2,9,0,896.28,501.49,1685.86,277.42,0,0
4,143,1,12,0,746.9,448.14,1621.84,416.13,0,0
4,144,3,17,0,544.17,522.83,1355.09,277.42,0,0
4,145,0,2,0,1067,405.46,1824.57,341.44,0,0
4,146,3,15,0,768.24,554.84,1600.5,266.75,0,0
4,147,2,16,0,789.58,480.15,1600.5,320.1,0,0
4,148,2,17,0,533.5,416.13,1237.72,277.42,0,0
4,149,2,1,0,949.63,490.82,1771.22,320.1,0,0
4,150,0,32,1,896.28,448.14,1589.83,234.74,1,0
4,151,0,40,1,1056.33,512.16,1909.93,330.77,0,0
4,152,0,23,1,1034.99,437.47,1813.9,330.77,0,0
4,153,1,31,1,1056.33,501.49,2005.96,437.47,0,0
4,154,2,2,0,1013.65,544.17,1856.58,288.09,0,0
4,155,1,21,1,778.91,512.16,1717.87,416.13,0,0
4,156,1,33,1,714.89,384.12,1461.79,352.11,0,0
4,157,1,30,1,693.55,373.45,1408.44,330.77,0,0
4,158,2,13,0,725.56,448.14,1472.46,288.09,0,0
4,159,3,9,0,885.61,938.96,2134,298.76,0,0
4,160,0,3,0,874.94,416.13,1621.84,320.1,0,0
5,1,2,13,0,789.58,512.16,2187.35,874.94,0,0
5,2,2,2,0,1013.65,789.58,2710.18,896.28,0,0
5,3,0,6,0,1024.32,640.2,2198.02,522.83,0,0
5,4,3,27,1,714.89,832.26,1952.61,394.79,0,1
5,5,0,33,1,874.94,586.85,1707.2,234.74,0,0
5,6,3,20,0,725.56,416.13,1408.44,256.08,0,0
5,7,2,34,1,938.96,533.5,1749.88,266.75,0,0
5,8,2,5,0,544.17,704.22,1579.16,320.1,0,1
5,9,2,14,0,896.28,533.5,1707.2,266.75,0,0
5,10,2,32,1,533.5,458.81,1291.07,288.09,0,0
5,11,1,10,0,896.28,458.81,1941.94,576.18,0,0
5,12,3,18,0,853.6,576.18,1675.19,234.74,0,0
5,13,2,3,0,810.92,522.83,1579.16,234.74,0,0
5,14,1,35,1,586.85,330.77,1280.4,352.11,0,0
5,15,0,21,1,1067,533.5,1899.26,288.09,0,0
5,16,2,33,1,960.3,352.11,1536.48,213.4,0,0
5,17,3,8,0,736.23,426.8,1387.1,213.4,0,0
5,18,1,2,0,832.26,309.43,1611.17,458.81,0,0
5,19,3,39,1,970.97,554.84,1728.54,192.06,0,0
5,20,1,39,1,714.89,501.49,1621.84,394.79,0,0
5,21,3,1,0,896.28,416.13,1621.84,298.76,0,0
5,22,1,37,1,896.28,373.45,1589.83,309.43,0,0
5,23,3,40,1,533.5,362.78,1291.07,384.12,0,0
5,24,3,13,0,992.31,309.43,1493.8,181.39,0,0
5,25,0,20,0,906.95,341.44,1515.14,256.08,0,0
5,26,2,16,0,757.57,373.45,1344.42,202.73,0,0
5,27,0,27,1,704.22,405.46,1397.77,277.42,0,0
5,28,0,28,1,725.56,373.45,1333.75,224.07,0,0
5,29,2,29,1,970.97,309.43,1493.8,202.73,0,0
5,30,0,11,0,597.52,352.11,1227.05,266.75,0,0
5,31,1,6,0,757.57,266.75,1440.45,405.46,0,0
5,32,0,31,1,800.25,394.79,1483.13,277.42,0,0
5,33,1,38,1,757.57,373.45,1376.43,234.74,1,0
5,34,2,20,0,885.61,384.12,1504.47,224.07,0,0
5,35,1,32,1,1034.99,426.8,1803.23,330.77,0,0
5,36,2,17,0,1013.65,394.79,1664.52,245.41,0,0
5,37,0,13,0,885.61,352.11,1557.82,309.43,0,0
5,38,0,37,1,682.88,458.81,1440.45,288.09,0,0
5,39,1,11,0,810.92,405.46,1579.16,352.11,0,0
5,40,1,16,0,810.92,330.77,1461.79,309.43,0,0
5,41,1,25,1,1013.65,458.81,1781.89,298.76,0,0
5,42,0,10,0,800.25,352.11,1408.44,245.41,0,0
5,43,3,22,1,1013.65,405.46,1643.18,213.4,0,0
5,44,1,22,1,586.85,458.81,1376.43,320.1,0,0
5,45,0,17,0,981.64,373.45,1621.84,256.08,0,0
5,46,2,38,1,565.51,394.79,1205.71,234.74,0,0
5,47,0,24,1,810.92,298.76,1525.81,405.46,0,0
5,48,1,19,0,618.86,640.2,1589.83,320.1,0,0
5,49,1,26,1,650.87,266.75,1195.04,266.75,0,0
5,50,3,5,0,746.9,437.47,1440.45,245.41,0,1
5,51,2,37,1,533.5,320.1,1152.36,288.09,0,0
5,52,1,31,1,981.64,352.11,1557.82,213.4,0,0
5,53,1,29,1,714.89,234.74,1173.7,213.4,0,0
5,54,1,24,1,597.52,277.42,1109.68,224.07,0,0
5,55,0,1,0,725.56,330.77,1461.79,394.79,0,0
5,56,3,14,0,778.91,512.16,1547.15,245.41,0,1
5,57,3,28,1,778.91,352.11,1376.43,234.74,0,0
5,58,1,5,0,1024.32,362.78,1611.17,213.4,0,1
5,59,0,4,0,533.5,405.46,1216.38,266.75,0,0
5,60,1,7,0,1024.32,266.75,1643.18,341.44,0,0
5,61,2,21,1,778.91,469.48,1515.14,256.08,0,0
5,62,0,32,1,682.88,256.08,1312.41,362.78,0,0
5,63,3,3,0,597.52,352.11,1216.38,256.08,0,0
5,64,0,23,1,586.85,512.16,1451.12,341.44,0,0
5,65,0,29,1,618.86,298.76,1259.06,330.77,0,0
5,66,1,27,1,714.89,256.08,1195.04,213.4,0,0
5,67,2,6,0,1013.65,373.45,1611.17,213.4,0,0
5,68,0,18,0,1002.98,352.11,1685.86,320.1,0,0
5,69,1,17,0,544.17,309.43,1216.38,352.11,0,0
5,70,0,16,0,544.17,256.08,1077.67,266.75,0,0
5,71,2,1,0,938.96,288.09,1419.11,181.39,0,0
5,72,0,12,0,746.9,277.42,1280.4,245.41,0,0
5,73,3,26,1,736.23,682.88,1621.84,192.06,0,0
5,74,3,37,1,938.96,266.75,1408.44,192.06,0,0
5,75,2,19,0,1024.32,416.13,1771.22,320.1,0,0
5,76,0,2,0,960.3,309.43,1493.8,213.4,0,0
5,77,0,14,0,853.6,288.09,1387.1,234.74,0,0
5,78,1,21,1,736.23,384.12,1472.46,341.44,0,0
5,79,3,10,0,917.62,352.11,1525.81,245.41,0,0
5,80,3,11,0,586.85,309.43,1163.03,256.08,0,0
5,81,0,3,0,885.61,256.08,1408.44,256.08,0,0
5,82,2,7,0,928.29,298.76,1440.45,202.73,0,0
5,83,1,8,0,1024.32,341.44,1589.83,213.4,0,0
5,84,0,38,1,1024.32,330.77,1632.51,266.75,0,0
5,85,1,20,0,960.3,384.12,1600.5,245.41,0,0
5,86,3,23,1,810.92,352.11,1408.44,234.74,0,0
5,87,1,30,1,565.51,437.47,1312.41,298.76,0,0
5,88,3,17,0,682.88,341.44,1259.06,224.07,0,0
5,89,3,36,1,1056.33,362.78,1675.19,245.41,0,0
5,90,3,16,0,618.86,298.76,1184.37,256.08,0,0
5,91,0,8,0,1002.98,384.12,1611.17,213.4,0,0
5,92,1,13,0,1024.32,256.08,1621.84,330.77,0,0
5,93,1,4,0,949.63,298.76,1611.17,352.11,0,0
5,94,1,23,1,853.6,352.11,1483.13,266.75,0,0
5,95,3,32,1,586.85,266.75,1141.69,277.42,0,0
5,96,2,11,0,832.26,330.77,1429.78,256.08,0,0
5,97,1,14,0,682.88,885.61,1877.92,298.76,0,0
5,98,2,40,1,832.26,522.83,1632.51,266.75,0,0
5,99,0,39,1,938.96,256.08,1568.49,362.78,0,0
5,100,3,33,1,661.54,352.11,1301.74,277.42,0,0
5,101,2,25,1,853.6,394.79,1472.46,213.4,0,0
5,102,1,40,1,746.9,352.11,1419.11,309.43,0,0
5,103,3,25,1,565.51,320.1,1173.7,277.42,0,0
5,104,2,27,1,576.18,288.09,1152.36,277.42,0,0
5,105,3,24,1,704.22,384.12,1355.09,256.08,0,0
5,106,3,4,0,1045.66,298.76,1611.17,256.08,0,0
5,107,2,24,1,544.17,341.44,1184.37,288.09,0,0
5,108,0,7,0,981.64,266.75,1568.49,309.43,0,0
5,109,3,30,1,1024.32,266.75,1515.14,213.4,0,0
5,110,0,35,1,608.19,394.79,1269.73,256.08,0,0
5,111,0,40,1,906.95,266.75,1504.47,320.1,0,0
5,112,0,9,0,906.95,352.11,1461.79,192.06,0,0
5,113,2,4,0,1024.32,277.42,1525.81,213.4,0,0
5,114,1,28,1,597.52,266.75,1248.39,373.45,0,0
5,115,0,26,1,874.94,512.16,1760.55,362.78,0,0
5,116,0,19,0,1024.32,416.13,1771.22,320.1,0,0
5,117,3,6,0,640.2,320.1,1173.7,202.73,0,0
5,118,3,21,1,1002.98,384.12,1664.52,266.75,0,0
5,119,1,36,1,586.85,394.79,1259.06,266.75,0,0
5,120,2,15,0,597.52,341.44,1173.7,224.07,0,0
5,121,2,36,1,608.19,352.11,1195.04,224.07,0,0
5,122,2,10,0,618.86,341.44,1184.37,213.4,0,0
5,123,2,26,1,565.51,330.77,1173.7,266.75,0,0
5,124,1,1,0,608.19,405.46,1355.09,330.77,0,0
5,125,0,5,0,565.51,256.08,1163.03,330.77,0,0
5,126,0,15,0,746.9,384.12,1440.45,298.76,0,0
5,127,2,12,0,800.25,362.78,1397.77,224.07,0,0
5,128,2,31,1,885.61,373.45,1493.8,224.07,0,0
5,129,1,12,0,906.95,320.1,1632.51,394.79,0,0
5,130,2,35,1,842.93,405.46,1461.79,202.73,0,0
5,131,0,30,1,533.5,405.46,1301.74,352.11,0,0
5,132,3,7,0,1002.98,597.52,1877.92,266.75,0,0
5,133,2,8,0,725.56,341.44,1355.09,277.42,0,0
5,134,0,34,1,586.85,416.13,1333.75,320.1,0,0
5,135,3,15,0,608.19,362.78,1205.71,224.07,0,0
5,136,3,19,0,757.57,405.46,1387.1,213.4,0,0
5,137,2,9,0,1013.65,298.76,1536.48,213.4,0,0
5,138,2,39,1,1045.66,394.79,1717.87,266.75,0,0
5,139,2,28,1,832.26,384.12,1451.12,224.07,0,0
5,140,3,12,0,896.28,288.09,1419.11,224.07,0,0
5,141,1,15,0,896.28,501.49,1760.55,352.11,0,0
5,142,0,36,1,608.19,330.77,1227.05,277.42,0,0
5,143,2,18,0,714.89,341.44,1291.07,224.07,0,0
5,144,2,22,1,896.28,384.12,1515.14,224.07,0,0
5,145,3,29,1,1067,362.78,1653.85,213.4,0,0
5,146,3,35,1,533.5,320.1,1173.7,309.43,0,0
5,147,3,31,1,533.5,352.11,1141.69,245.41,0,0
5,148,1,18,0,640.2,448.14,1461.79,362.78,0,0
5,149,1,33,1,970.97,298.76,1643.18,362.78,0,0
5,150,3,34,1,661.54,277.42,1227.05,277.42,0,0
5,151,2,23,1,704.22,352.11,1333.75,266.75,0,0
5,152,1,3,0,832.26,362.78,1547.15,341.44,0,0
5,153,1,9,0,800.25,362.78,1408.44,234.74,0,0
5,154,0,22,1,853.6,394.79,1653.85,394.79,0,0
5,155,3,38,1,960.3,384.12,1632.51,277.42,0,0
5,156,2,30,1,832.26,352.11,1472.46,277.42,0,0
5,157,1,34,1,960.3,234.74,1504.47,298.76,0,0
5,158,3,2,0,533.5,330.77,1227.05,352.11,0,0
5,159,0,25,1,629.53,416.13,1333.75,277.42,0,0
5,160,3,9,0,810.92,362.78,1429.78,245.41,0,0
6,1,0,19,0,640.2,533.5,1419.11,234.74,0,0
6,2,2,16,0,789.58,672.21,1643.18,170.72,0,0
6,3,0,26,1,896.28,490.82,1600.5,202.73,0,1
6,4,0,21,1,640.2,586.85,1451.12,213.4,0,0
6,5,0,9,0,714.89,352.11,1269.73,192.06,0,0
6,6,1,18,0,1013.65,490.82,1835.24,320.1,0,0
6,7,0,5,0,565.51,501.49,1323.08,245.41,0,1
6,8,1,14,0,736.23,533.5,1568.49,288.09,0,0
6,9,3,28,1,672.21,544.17,1397.77,170.72,0,0
6,10,1,4,0,554.84,608.19,1408.44,234.74,0,0
6,11,2,27,1,736.23,458.81,1397.77,192.06,0,0
6,12,0,14,0,928.29,597.52,1739.21,202.73,0,0
6,13,3,9,0,629.53,426.8,1248.39,181.39,0,0
6,14,0,6,0,682.88,458.81,1333.75,181.39,0,0
6,15,2,11,0,906.95,416.13,1536.48,202.73,0,0
6,16,3,25,1,1034.99,277.42,1515.14,192.06,0,1
6,17,3,4,0,736.23,437.47,1365.76,181.39,0,0
6,18,2,39,1,714.89,416.13,1355.09,213.4,0,0
6,19,1,9,0,789.58,458.81,1557.82,298.76,0,0
6,20,2,35,1,554.84,458.81,1227.05,202.73,0,0
6,21,1,26,1,1013.65,554.84,1867.25,288.09,0,1
6,22,2,33,1,842.93,426.8,1472.46,192.06,1,0
6,23,0,11,0,704.22,597.52,1557.82,245.41,0,0
6,24,0,25,1,1056.33,512.16,1835.24,256.08,0,0
6,25,0,2,0,554.84,458.81,1312.41,288.09,0,0
6,26,2,2,0,768.24,426.8,1397.77,192.06,0,0
6,27,1,12,0,768.24,448.14,1515.14,288.09,0,0
6,28,3,35,1,906.95,405.46,1504.47,181.39,0,0
6,29,3,20,0,554.84,437.47,1195.04,192.06,0,0
6,30,2,34,1,896.28,490.82,1643.18,245.41,0,0
6,31,2,13,0,618.86,426.8,1248.39,192.06,0,0
6,32,3,37,1,885.61,384.12,1483.13,202.73,0,0
6,33,3,8,0,544.17,533.5,1291.07,202.73,0,1
6,34,0,18,0,757.57,576.18,1600.5,256.08,0,0
6,35,0,31,1,1056.33,522.83,1824.57,234.74,0,0
6,36,1,17,0,725.56,512.16,1984.62,736.23,0,1
6,37,2,3,0,1056.33,725.56,1973.95,181.39,0,1
6,38,1,16,0,1024.32,597.52,1856.58,224.07,0,0
6,39,0,34,1,821.59,469.48,1493.8,192.06,0,0
6,40,2,7,0,725.56,437.47,1376.43,202.73,0,0
6,41,0,36,1,874.94,405.46,1525.81,234.74,0,0
6,42,3,23,1,640.2,458.81,1301.74,192.06,0,0
6,43,2,6,0,704.22,448.14,1355.09,192.06,0,0
6,44,0,32,1,757.57,416.13,1376.43,192.06,0,0
6,45,2,20,0,1002.98,384.12,1600.5,202.73,0,0
6,46,1,3,0,544.17,672.21,1525.81,298.76,0,1
6,47,3,16,0,1013.65,373.45,1600.5,202.73,0,0
6,48,1,28,1,1067,362.78,1589.83,149.38,0,0
6,49,3,1,0,778.91,330.77,1280.4,160.05,0,0
6,50,0,22,1,1024.32,437.47,1696.53,224.07,0,0
6,51,2,5,0,544.17,629.53,1408.44,224.07,0,1
6,52,0,30,1,778.91,373.45,1376.43,213.4,0,0
6,53,1,10,0,661.54,384.12,1227.05,170.72,0,0
6,54,2,22,1,992.31,394.79,1589.83,192.06,0,0
6,55,3,40,1,1067,416.13,1685.86,192.06,0,0
6,56,3,15,0,746.9,704.22,1643.18,181.39,0,0
6,57,1,36,1,938.96,352.11,1557.82,256.08,0,0
6,58,3,5,0,938.96,554.84,1675.19,170.72,0,1
6,59,3,11,0,608.19,394.79,1205.71,192.06,0,0
6,60,1,15,0,885.61,448.14,1568.49,224.07,0,0
6,61,2,37,1,960.3,320.1,1483.13,192.06,0,0
6,62,2,21,1,810.92,373.45,1632.51,437.47,0,0
6,63,2,24,1,853.6,394.79,1440.45,181.39,0,0
6,64,2,25,1,768.24,384.12,1355.09,192.06,0,0
6,65,0,13,0,778.91,330.77,1451.12,330.77,0,0
6,66,1,31,1,1067,426.8,1696.53,192.06,0,0
6,67,3,22,1,565.51,320.1,1131.02,234.74,0,0
6,68,3,36,1,906.95,362.78,1493.8,213.4,0,0
6,69,2,19,0,1024.32,394.79,1621.84,192.06,0,0
6,70,0,17,0,789.58,682.88,1728.54,245.41,0,0
6,71,0,40,1,821.59,405.46,1472.46,234.74,0,0
6,72,2,4,0,842.93,384.12,1504.47,266.75,0,0
6,73,3,29,1,992.31,853.6,2016.63,160.05,0,0
6,74,3,32,1,992.31,373.45,1525.81,149.38,0,0
6,75,1,20,0,544.17,341.44,1152.36,256.08,0,0
6,76,0,4,0,544.17,448.14,1248.39,245.41,0,0
6,77,3,7,0,853.6,597.52,1621.84,160.05,0,0
6,78,1,29,1,938.96,373.45,1557.82,234.74,0,0
6,79,1,19,0,842.93,437.47,1515.14,224.07,0,0
6,80,0,35,1,704.22,362.78,1333.75,256.08,0,0
6,81,2,40,1,992.31,320.1,1568.49,245.41,0,0
6,82,1,33,1,1013.65,405.46,1632.51,202.73,0,0
6,83,2,36,1,992.31,341.44,1525.81,181.39,0,0
6,84,1,6,0,842.93,341.44,1365.76,170.72,0,0
6,85,3,17,0,650.87,373.45,1237.72,202.73,0,0
6,86,2,1,0,981.64,405.46,1589.83,192.06,0,0
6,87,3,3,0,1013.65,394.79,1600.5,181.39,0,0
6,88,0,12,0,586.85,394.79,1269.73,277.42,0,0
6,89,1,11,0,1045.66,341.44,1621.84,224.07,0,0
6,90,0,3,0,757.57,256.08,1269.73,245.41,0,0
6,91,3,30,1,650.87,362.78,1184.37,160.05,0,0
