subjID,trialNum,uniqueID,trialType,numInSequence,numCorrect,ITI,Total Trial Duration,Correct Sequence,Response Sequence,Accuracy
102,13,14,space,6,6,1.5,24.3388234,"['Circle', 'Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Circle', 'Pentagon', 'Circle']",1
102,14,6,space,5,5,1.5,16.5755148,"['Circle', 'Diamond', 'Pentagon', 'Circle', 'Circle']","['Circle', 'Diamond', 'Pentagon', 'Circle', 'Circle']",1
102,15,5,space,5,5,1.5,15.1795557,"['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Circle']",1
102,16,9,space,6,1,1.5,23.1646965,"['Pentagon', 'Diamond', 'Circle', 'Diamond', 'Circle', 'Pentagon']","['Pentagon', 'Circle', 'Diamond', 'Circle', 'Pentagon', 'Diamond']",0.166666667
102,17,21,space,7,4,1.5,24.1885027,"['Circle', 'Pentagon', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Circle']","['Circle', 'Pentagon', 'Diamond', 'Diamond', 'Pentagon', 'Circle', 'Circle']",0.571428571
102,18,10,space,6,3,1.5,25.9297557,"['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Diamond', 'Circle']","['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Circle', 'Pentagon']",0.5
102,19,20,space,7,7,1.5,22.2366631,"['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Circle', 'Circle', 'Circle']","['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Circle', 'Circle', 'Circle']",1
102,20,16,space,6,6,1.5,17.9210487,"['Diamond', 'Pentagon', 'Circle', 'Diamond', 'Circle', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Diamond', 'Circle', 'Circle']",1
102,21,11,space,6,6,1.5,17.1768578,"['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Diamond', 'Diamond']","['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Diamond', 'Diamond']",1
102,22,22,space,7,7,1.5,21.654887,"['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Diamond', 'Diamond']","['Circle', 'Diamond', 'Pentagon', 'Diamond', 'Diamond', 'Diamond', 'Diamond']",1
102,23,19,space,7,7,1.5,22.2512173,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Pentagon', 'Circle', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Pentagon', 'Circle', 'Circle']",1
102,24,17,space,7,7,1.5,19.4646264,"['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Diamond', 'Diamond', 'Circle']","['Diamond', 'Circle', 'Pentagon', 'Pentagon', 'Diamond', 'Diamond', 'Circle']",1
102,1,15,color,6,3,1.5,26.9131634,"['Diamond', 'Pentagon', 'Circle', 'Pentagon', 'Diamond', 'Circle']","['Diamond', 'Pentagon', 'Circle', 'Diamond', 'Pentagon', 'Pentagon']",0.5
102,2,2,color,5,5,1.5,21.1862609,"['Pentagon', 'Diamond', 'Circle', 'Circle', 'Circle']","['Pentagon', 'Diamond', 'Circle', 'Circle', 'Circle']",1
102,3,3,color,5,5,1.5,20.0645656,"['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']","['Diamond', 'Circle', 'Pentagon', 'Diamond', 'Pentagon']",1
102,4,20,color,7,6,1.5,21.907553,"['Pentagon', 'Diamond', 'Circle', 'Diamond', 'Diamond', 'Diamond', 'Pentagon']","['Pentagon', 'Diamond', 'Circle', 'Diamond', 'Diamond', 'Pentagon', 'Pentagon']",0.857142857
