"subject","value","name"
"subject23",134.07873168,"cond_rad_wheelBlind_3.0.csv"
"subject24",101.098561294,"cond_rad_wheelBlind_3.0.csv"
"subject25",72.2717688443,"cond_rad_wheelBlind_3.0.csv"
"subject26",123.29432978,"cond_rad_wheelBlind_3.0.csv"
"subject3",134.289915533,"cond_rad_wheelBlind_3.0.csv"
"subject4",108.768821362,"cond_rad_wheelBlind_3.0.csv"
"subject5",70.8205721306,"cond_rad_wheelBlind_3.0.csv"
"subject6",94.3697931626,"cond_rad_wheelBlind_3.0.csv"
"subject7",46.5299154961,"cond_rad_wheelBlind_3.0.csv"
"subject8",122.704668384,"cond_rad_wheelBlind_3.0.csv"
"subject9",134.166191879,"cond_rad_wheelBlind_3.0.csv"
"subject1",144.539845478,"cond_rad_wheelVision_0.5.csv"
"subject10",49.0094696549,"cond_rad_wheelVision_0.5.csv"
"subject11",52.5388607715,"cond_rad_wheelVision_0.5.csv"
"subject12",48.7960654582,"cond_rad_wheelVision_0.5.csv"
"subject13",131.217235997,"cond_rad_wheelVision_0.5.csv"
"subject14",33.3067116755,"cond_rad_wheelVision_0.5.csv"
"subject15",77.143441262,"cond_rad_wheelVision_0.5.csv"
"subject16",37.4627231577,"cond_rad_wheelVision_0.5.csv"
"subject18",108.018817569,"cond_rad_wheelVision_0.5.csv"
"subject19",18.5859510711,"cond_rad_wheelVision_0.5.csv"
"subject2",72.7075207773,"cond_rad_wheelVision_0.5.csv"
"subject20",68.9780173323,"cond_rad_wheelVision_0.5.csv"
"subject21",43.1932963358,"cond_rad_wheelVision_0.5.csv"
"subject22",67.986779187,"cond_rad_wheelVision_0.5.csv"
"subject23",84.1722920317,"cond_rad_wheelVision_0.5.csv"
"subject24",155.815860389,"cond_rad_wheelVision_0.5.csv"
"subject25",42.7060568178,"cond_rad_wheelVision_0.5.csv"
"subject26",98.2590884008,"cond_rad_wheelVision_0.5.csv"
"subject3",27.1997027435,"cond_rad_wheelVision_0.5.csv"
"subject4",99.3624436755,"cond_rad_wheelVision_0.5.csv"
"subject5",39.9242122353,"cond_rad_wheelVision_0.5.csv"
"subject6",59.025544586,"cond_rad_wheelVision_0.5.csv"
"subject7",102.335058836,"cond_rad_wheelVision_0.5.csv"
"subject8",68.1145540191,"cond_rad_wheelVision_0.5.csv"
"subject9",159.312356732,"cond_rad_wheelVision_0.5.csv"
"subject1",137.23713963,"cond_rad_wheelVision_1.0.csv"
"subject10",74.7498215766,"cond_rad_wheelVision_1.0.csv"
"subject11",36.0367908971,"cond_rad_wheelVision_1.0.csv"
"subject12",41.6316918998,"cond_rad_wheelVision_1.0.csv"
"subject13",107.987885498,"cond_rad_wheelVision_1.0.csv"
"subject14",66.6471378231,"cond_rad_wheelVision_1.0.csv"
"subject15",34.7841027776,"cond_rad_wheelVision_1.0.csv"
"subject16",24.3735657898,"cond_rad_wheelVision_1.0.csv"
"subject18",96.007204713,"cond_rad_wheelVision_1.0.csv"
"subject19",46.6551173311,"cond_rad_wheelVision_1.0.csv"
"subject2",65.4961731923,"cond_rad_wheelVision_1.0.csv"
"subject20",60.4803211108,"cond_rad_wheelVision_1.0.csv"
"subject21",77.198642289,"cond_rad_wheelVision_1.0.csv"
"subject22",68.6651365104,"cond_rad_wheelVision_1.0.csv"
"subject23",64.292919258,"cond_rad_wheelVision_1.0.csv"
"subject24",134.489207002,"cond_rad_wheelVision_1.0.csv"
"subject25",94.4891888099,"cond_rad_wheelVision_1.0.csv"
"subject26",97.9732518195,"cond_rad_wheelVision_1.0.csv"
"subject3",46.2334402803,"cond_rad_wheelVision_1.0.csv"
"subject4",66.6331928096,"cond_rad_wheelVision_1.0.csv"
"subject5",43.6251146882,"cond_rad_wheelVision_1.0.csv"
"subject6",33.9758065301,"cond_rad_wheelVision_1.0.csv"
"subject7",102.525103573,"cond_rad_wheelVision_1.0.csv"
"subject8",75.182931594,"cond_rad_wheelVision_1.0.csv"
"subject9",149.667667272,"cond_rad_wheelVision_1.0.csv"
"subject1",128.926918253,"cond_rad_wheelVision_1.5.csv"
"subject10",44.6947300184,"cond_rad_wheelVision_1.5.csv"
"subject11",38.0086169111,"cond_rad_wheelVision_1.5.csv"
"subject12",46.0299799955,"cond_rad_wheelVision_1.5.csv"
"subject13",103.463147173,"cond_rad_wheelVision_1.5.csv"
"subject14",69.1687093365,"cond_rad_wheelVision_1.5.csv"
"subject15",33.9930285227,"cond_rad_wheelVision_1.5.csv"
"subject16",31.402717509,"cond_rad_wheelVision_1.5.csv"
"subject18",82.3032074078,"cond_rad_wheelVision_1.5.csv"
"subject19",13.6313152242,"cond_rad_wheelVision_1.5.csv"
"subject2",108.221653518,"cond_rad_wheelVision_1.5.csv"
"subject20",44.8549394056,"cond_rad_wheelVision_1.5.csv"
"subject21",68.3881728805,"cond_rad_wheelVision_1.5.csv"
"subject22",67.8760162263,"cond_rad_wheelVision_1.5.csv"
"subject23",30.8729822913,"cond_rad_wheelVision_1.5.csv"
"subject24",102.746723063,"cond_rad_wheelVision_1.5.csv"
"subject25",3.1449057615,"cond_rad_wheelVision_1.5.csv"
"subject26",72.9806147797,"cond_rad_wheelVision_1.5.csv"
"subject3",60.6243844625,"cond_rad_wheelVision_1.5.csv"
"subject4",74.7292090908,"cond_rad_wheelVision_1.5.csv"
"subject5",37.9674941693,"cond_rad_wheelVision_1.5.csv"
"subject6",30.9903097625,"cond_rad_wheelVision_1.5.csv"
"subject7",69.4337273438,"cond_rad_wheelVision_1.5.csv"
"subject8",61.236289275,"cond_rad_wheelVision_1.5.csv"
"subject9",149.639881982,"cond_rad_wheelVision_1.5.csv"
"subject1",127.454904719,"cond_rad_wheelVision_2.0.csv"
"subject10",64.5238163484,"cond_rad_wheelVision_2.0.csv"
"subject11",36.310965623,"cond_rad_wheelVision_2.0.csv"
"subject12",28.68655863,"cond_rad_wheelVision_2.0.csv"
"subject13",102.571366518,"cond_rad_wheelVision_2.0.csv"
"subject14",65.7991013359,"cond_rad_wheelVision_2.0.csv"
"subject15",38.8218657764,"cond_rad_wheelVision_2.0.csv"
"subject16",44.5475567185,"cond_rad_wheelVision_2.0.csv"
"subject18",104.718311534,"cond_rad_wheelVision_2.0.csv"
"subject19",23.8239433268,"cond_rad_wheelVision_2.0.csv"
"subject2",82.9308331995,"cond_rad_wheelVision_2.0.csv"
"subject20",63.5446664483,"cond_rad_wheelVision_2.0.csv"
"subject21",63.3881911613,"cond_rad_wheelVision_2.0.csv"
"subject22",69.379107899,"cond_rad_wheelVision_2.0.csv"
"subject23",68.8870479567,"cond_rad_wheelVision_2.0.csv"
"subject24",66.2371657295,"cond_rad_wheelVision_2.0.csv"
"subject25",81.558701521,"cond_rad_wheelVision_2.0.csv"
"subject26",79.8243321252,"cond_rad_wheelVision_2.0.csv"
"subject3",37.3753170517,"cond_rad_wheelVision_2.0.csv"
"subject4",87.6989237624,"cond_rad_wheelVision_2.0.csv"
"subject5",46.9136445555,"cond_rad_wheelVision_2.0.csv"
"subject6",59.7389722593,"cond_rad_wheelVision_2.0.csv"
"subject7",95.7102338858,"cond_rad_wheelVision_2.0.csv"
"subject8",69.2224918509,"cond_rad_wheelVision_2.0.csv"
"subject9",138.47971712,"cond_rad_wheelVision_2.0.csv"
"subject1",138.747226172,"cond_rad_wheelVision_2.5.csv"
"subject10",74.5074474848,"cond_rad_wheelVision_2.5.csv"
"subject11",27.7284200532,"cond_rad_wheelVision_2.5.csv"
"subject12",35.644626563,"cond_rad_wheelVision_2.5.csv"
"subject13",132.292071814,"cond_rad_wheelVision_2.5.csv"
"subject14",77.355495808,"cond_rad_wheelVision_2.5.csv"
"subject15",33.3061851315,"cond_rad_wheelVision_2.5.csv"
"subject16",72.0562872731,"cond_rad_wheelVision_2.5.csv"
"subject18",129.041833892,"cond_rad_wheelVision_2.5.csv"
"subject19",64.7387226757,"cond_rad_wheelVision_2.5.csv"
"subject2",110.426929375,"cond_rad_wheelVision_2.5.csv"
"subject20",87.9829097225,"cond_rad_wheelVision_2.5.csv"
"subject21",91.8796167794,"cond_rad_wheelVision_2.5.csv"
"subject22",79.1044907647,"cond_rad_wheelVision_2.5.csv"
"subject23",42.2864395582,"cond_rad_wheelVision_2.5.csv"
"subject24",53.8961846358,"cond_rad_wheelVision_2.5.csv"
"subject25",37.6974125583,"cond_rad_wheelVision_2.5.csv"
"subject26",63.0006495838,"cond_rad_wheelVision_2.5.csv"
"subject3",37.0307859726,"cond_rad_wheelVision_2.5.csv"
"subject4",72.88089841,"cond_rad_wheelVision_2.5.csv"
"subject5",40.9112982152,"cond_rad_wheelVision_2.5.csv"
"subject6",58.9687762571,"cond_rad_wheelVision_2.5.csv"
"subject7",98.7156345648,"cond_rad_wheelVision_2.5.csv"
"subject8",99.3898301285,"cond_rad_wheelVision_2.5.csv"
"subject9",115.162699733,"cond_rad_wheelVision_2.5.csv"
"subject1",125.048578511,"cond_rad_wheelVision_3.0.csv"
"subject10",101.690360155,"cond_rad_wheelVision_3.0.csv"
"subject11",60.5882911674,"cond_rad_wheelVision_3.0.csv"
"subject12",44.9335404703,"cond_rad_wheelVision_3.0.csv"
"subject13",123.877012861,"cond_rad_wheelVision_3.0.csv"
"subject14",74.7899663728,"cond_rad_wheelVision_3.0.csv"
"subject15",66.4299718929,"cond_rad_wheelVision_3.0.csv"
"subject16",49.7000715445,"cond_rad_wheelVision_3.0.csv"
"subject18",136.093643561,"cond_rad_wheelVision_3.0.csv"
"subject19",24.3422899891,"cond_rad_wheelVision_3.0.csv"
"subject2",127.236247495,"cond_rad_wheelVision_3.0.csv"
"subject20",75.8593193438,"cond_rad_wheelVision_3.0.csv"
"subject21",58.7096019485,"cond_rad_wheelVision_3.0.csv"
"subject22",73.2151099252,"cond_rad_wheelVision_3.0.csv"
"subject23",88.6126737567,"cond_rad_wheelVision_3.0.csv"
"subject24",77.5838729515,"cond_rad_wheelVision_3.0.csv"
"subject25",65.517292248,"cond_rad_wheelVision_3.0.csv"
"subject26",75.3411140436,"cond_rad_wheelVision_3.0.csv"
"subject3",71.5553028289,"cond_rad_wheelVision_3.0.csv"
"subject4",105.812376237,"cond_rad_wheelVision_3.0.csv"
"subject5",51.9244024384,"cond_rad_wheelVision_3.0.csv"
"subject6",69.1753523821,"cond_rad_wheelVision_3.0.csv"
"subject7",100.701819641,"cond_rad_wheelVision_3.0.csv"
"subject8",82.4158026507,"cond_rad_wheelVision_3.0.csv"
"subject9",120.865462314,"cond_rad_wheelVision_3.0.csv"
