id,win,score,R,P,S,,W,L,D,,RT after W,RT after L,RT after D,,WinStay,LoseShift,DrawShift,,Final Score,
21,lose,no,0.411111111111111,0.3,0.288888888888889,,0.344444444444444,0.333333333333333,0.322222222222222,,284,192,175.5,,0.290322580645161,0.9,0.678571428571429,,-29,
22,lose,no,0.322222222222222,0.444444444444444,0.233333333333333,,0.333333333333333,0.355555555555556,0.311111111111111,,217,325.5,200,,0.833333333333333,0.75,0.259259259259259,,-34,
23,lose,no,0.3,0.322222222222222,0.377777777777778,,0.322222222222222,0.344444444444444,0.333333333333333,,484,467,367,,0.655172413793103,0.903225806451613,0.448275862068966,,-33,
24,lose,no,0.355555555555556,0.322222222222222,0.322222222222222,,0.4,0.333333333333333,0.266666666666667,,350,267,308.5,,0.444444444444444,0.862068965517241,0.458333333333333,,-24,
25,lose,no,0.311111111111111,0.388888888888889,0.3,,0.244444444444444,0.322222222222222,0.433333333333333,,200,234,167,,0.666666666666667,0.448275862068966,0.256410256410256,,-36,
26,lose,no,0.244444444444444,0.4,0.355555555555556,,0.266666666666667,0.355555555555556,0.377777777777778,,534,600.5,367,,0.625,0.8125,0.818181818181818,,-40,
27,lose,no,0.388888888888889,0.366666666666667,0.244444444444444,,0.355555555555556,0.3,0.344444444444444,,759.5,525.5,484,,0.1875,0.807692307692308,0.806451612903226,,-22,
28,lose,no,0.311111111111111,0.4,0.288888888888889,,0.344444444444444,0.366666666666667,0.288888888888889,,134,100,134,,0.451612903225806,0.606060606060606,0.76,,-35,
29,lose,no,0.222222222222222,0.4,0.377777777777778,,0.333333333333333,0.311111111111111,0.355555555555556,,943,350,384,,0.333333333333333,0.555555555555556,0.65625,,-26,
30,lose,no,0.244444444444444,0.422222222222222,0.333333333333333,,0.255555555555556,0.433333333333333,0.311111111111111,,317,334,292,,0.772727272727273,0.794871794871795,0.892857142857143,,-55,
31,lose,no,0.222222222222222,0.255555555555556,0.522222222222222,,0.366666666666667,0.3,0.333333333333333,,250,267,626,,0.875,0.777777777777778,0.233333333333333,,-21,
32,lose,no,0.444444444444444,0.344444444444444,0.211111111111111,,0.311111111111111,0.344444444444444,0.344444444444444,,517.5,417,400,,0.464285714285714,0.7,0.548387096774194,,-34,
33,lose,no,0.4,0.322222222222222,0.277777777777778,,0.3,0.355555555555556,0.344444444444444,,367,367,334,,0.185185185185185,0.870967741935484,0.483870967741935,,-37,
34,lose,no,0.4,0.266666666666667,0.333333333333333,,0.355555555555556,0.422222222222222,0.222222222222222,,484,509,250,,0.1875,0.736842105263158,0.684210526315789,,-44,
35,lose,no,0.322222222222222,0.388888888888889,0.288888888888889,,0.3,0.366666666666667,0.333333333333333,,367,317,367,,0.296296296296296,0.875,0.633333333333333,,-39,
36,lose,no,0.466666666666667,0.288888888888889,0.244444444444444,,0.377777777777778,0.4,0.222222222222222,,2986,1685,1777,,0.558823529411765,0.771428571428571,0.5,,-38,
1,win,no,0.5,0.377777777777778,0.122222222222222,,0.322222222222222,0.366666666666667,0.311111111111111,,501,484,450,,0.172413793103448,0.727272727272727,0.740740740740741,,25,
2,win,no,0.322222222222222,0.355555555555556,0.322222222222222,,0.311111111111111,0.344444444444444,0.344444444444444,,300.5,175.5,317,,0.0714285714285714,0.933333333333333,0.870967741935484,,25,
3,win,no,0.3,0.388888888888889,0.311111111111111,,0.288888888888889,0.311111111111111,0.4,,701,642.5,709,,0.48,0.5,0.472222222222222,,24,
4,win,no,0.422222222222222,0.266666666666667,0.311111111111111,,0.344444444444444,0.388888888888889,0.266666666666667,,417,242,617.5,,0.32258064516129,0.705882352941176,0.791666666666667,,27,
5,win,no,0.355555555555556,0.344444444444444,0.3,,0.377777777777778,0.3,0.322222222222222,,601,567,584,,0.0882352941176471,0.888888888888889,0.785714285714286,,41,
6,win,no,0.311111111111111,0.411111111111111,0.277777777777778,,0.288888888888889,0.422222222222222,0.288888888888889,,283.5,300,317,,0.307692307692308,0.72972972972973,0.807692307692308,,14,
7,win,no,0.388888888888889,0.344444444444444,0.266666666666667,,0.344444444444444,0.266666666666667,0.388888888888889,,434,484,375.5,,0.258064516129032,0.916666666666667,0.852941176470588,,38,
8,win,no,0.377777777777778,0.233333333333333,0.388888888888889,,0.255555555555556,0.344444444444444,0.4,,384,567,534,,0.652173913043478,0.806451612903226,0.457142857142857,,15,
9,win,no,0.355555555555556,0.322222222222222,0.322222222222222,,0.255555555555556,0.388888888888889,0.355555555555556,,267,300,350,,0.0869565217391304,1,0.903225806451613,,11,
10,win,no,0.366666666666667,0.366666666666667,0.266666666666667,,0.388888888888889,0.322222222222222,0.288888888888889,,1301,1201,1585,,0.2,0.862068965517241,0.8,,41,
11,win,no,0.288888888888889,0.422222222222222,0.288888888888889,,0.311111111111111,0.344444444444444,0.344444444444444,,334,150,250,,0.703703703703704,0.806451612903226,0.612903225806452,,25,
12,win,no,0.322222222222222,0.4,0.277777777777778,,0.388888888888889,0.266666666666667,0.344444444444444,,233.5,133.5,150,,0.117647058823529,0.833333333333333,0.709677419354839,,46,
13,win,no,0.266666666666667,0.555555555555556,0.177777777777778,,0.355555555555556,0.311111111111111,0.333333333333333,,334,250,292,,0.645161290322581,0.642857142857143,0.766666666666667,,36,
14,win,no,0.3,0.322222222222222,0.377777777777778,,0.366666666666667,0.255555555555556,0.377777777777778,,334,358.5,334,,0.0303030303030303,0.272727272727273,0.441176470588235,,43,
15,win,no,0.333333333333333,0.333333333333333,0.333333333333333,,0.355555555555556,0.388888888888889,0.255555555555556,,609,484,692,,0,1,1,,29,
16,win,no,0.266666666666667,0.366666666666667,0.366666666666667,,0.411111111111111,0.277777777777778,0.311111111111111,,542.5,367,384,,0.0555555555555556,0.8,0.75,,49,
17,win,no,0.277777777777778,0.455555555555556,0.266666666666667,,0.344444444444444,0.255555555555556,0.4,,667.5,617,575.5,,0.633333333333333,0.91304347826087,0.611111111111111,,39,
18,win,no,0.3,0.377777777777778,0.322222222222222,,0.322222222222222,0.3,0.377777777777778,,384,284,358.5,,0.103448275862069,0.923076923076923,0.911764705882353,,31,
19,win,no,0.522222222222222,0.266666666666667,0.211111111111111,,0.355555555555556,0.333333333333333,0.311111111111111,,167,158.5,217,,0.34375,0.633333333333333,0.777777777777778,,34,
20,win,no,0.377777777777778,0.377777777777778,0.244444444444444,,0.333333333333333,0.3,0.366666666666667,,275,234,242,,0.466666666666667,0.851851851851852,0.875,,33,
21,win,no,0.5,0.233333333333333,0.266666666666667,,0.277777777777778,0.344444444444444,0.377777777777778,,158.5,150,125.5,,0.5,0.774193548387097,0.676470588235294,,19,
22,win,no,0.322222222222222,0.466666666666667,0.211111111111111,,0.355555555555556,0.333333333333333,0.311111111111111,,217,358.5,250,,0.84375,0.733333333333333,0.444444444444444,,34,
23,win,no,0.388888888888889,0.277777777777778,0.333333333333333,,0.344444444444444,0.366666666666667,0.288888888888889,,484,358.5,451,,0.483870967741935,1,0.769230769230769,,29,
24,win,no,0.322222222222222,0.333333333333333,0.344444444444444,,0.288888888888889,0.366666666666667,0.344444444444444,,2561,1368,3145,,0.115384615384615,0.757575757575758,0.533333333333333,,19,
25,win,no,0.311111111111111,0.388888888888889,0.3,,0.355555555555556,0.266666666666667,0.377777777777778,,234,342,225.5,,0.612903225806452,0.375,0.323529411764706,,40,
26,win,no,0.355555555555556,0.344444444444444,0.3,,0.311111111111111,0.266666666666667,0.422222222222222,,342,325.5,400,,0.535714285714286,0.75,0.945945945945946,,32,
27,win,no,0.277777777777778,0.355555555555556,0.366666666666667,,0.377777777777778,0.355555555555556,0.266666666666667,,1159.5,442,551,,0.117647058823529,0.96875,0.826086956521739,,36,
28,win,no,0.677777777777778,0.322222222222222,0,,0.355555555555556,0.3,0.344444444444444,,208.5,117,125.5,,0.5625,0.37037037037037,0.333333333333333,,37,
29,win,no,0.333333333333333,0.244444444444444,0.422222222222222,,0.311111111111111,0.322222222222222,0.366666666666667,,367,300,517,,0.481481481481481,0.379310344827586,0.636363636363636,,27,
30,win,no,0.333333333333333,0.344444444444444,0.322222222222222,,0.3,0.344444444444444,0.355555555555556,,334,350,300,,0.576923076923077,0.903225806451613,0.875,,23,
31,win,no,0.255555555555556,0.2,0.544444444444444,,0.333333333333333,0.344444444444444,0.322222222222222,,117,117,150,,0.689655172413793,0.645161290322581,0.310344827586207,,29,
32,win,no,0.466666666666667,0.3,0.233333333333333,,0.277777777777778,0.344444444444444,0.377777777777778,,717,667,734,,0.6,0.903225806451613,0.757575757575758,,19,
33,win,no,0.411111111111111,0.333333333333333,0.255555555555556,,0.333333333333333,0.255555555555556,0.411111111111111,,317,300,325.5,,0.133333333333333,0.739130434782609,0.805555555555556,,37,
34,win,no,0.322222222222222,0.433333333333333,0.244444444444444,,0.322222222222222,0.366666666666667,0.311111111111111,,334,358.5,292,,0.241379310344828,0.65625,0.892857142857143,,25,
35,win,no,0.233333333333333,0.555555555555556,0.211111111111111,,0.333333333333333,0.288888888888889,0.377777777777778,,83,234,184,,0.333333333333333,0.692307692307692,0.606060606060606,,34,
36,win,no,0.355555555555556,0.255555555555556,0.388888888888889,,0.344444444444444,0.311111111111111,0.344444444444444,,901,592,868,,0.5,0.714285714285714,0.32258064516129,,34,
